request_id,session_id,work_item_id,canonical_requirement_id,priority,primary_owner,integration_owner,work_type,axis,applicable_gates,dependencies,source_ledger
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP,GWY-RESILIENCE,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-RESILIENCE-02-IMPLEMENTATION_CONSUMER,GWY-RESILIENCE,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-RESILIENCE-03-VERIFICATION_EVIDENCE,GWY-RESILIENCE,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-RESILIENCE-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-RESILIENCE-04-FAILURE_RECOVERY,GWY-RESILIENCE,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP,API-LIMIT,P1,cpf-gateway + cpf-core contract,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-API-LIMIT-02-IMPLEMENTATION_CONSUMER,API-LIMIT,P1,cpf-gateway + cpf-core contract,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-API-LIMIT-03-VERIFICATION_EVIDENCE,API-LIMIT,P1,cpf-gateway + cpf-core contract,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP;CPF-WP-API-LIMIT-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-API-LIMIT-04-FAILURE_RECOVERY,API-LIMIT,P1,cpf-gateway + cpf-core contract,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,EXS-INST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-INST-02-IMPLEMENTATION_CONSUMER,EXS-INST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-INST-03-VERIFICATION_EVIDENCE,EXS-INST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-INST-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-INST-04-FAILURE_RECOVERY,EXS-INST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-INST-05-GENERATION_COMPATIBILITY,EXS-INST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,EXS-REST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-REST-02-IMPLEMENTATION_CONSUMER,EXS-REST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-REST-03-VERIFICATION_EVIDENCE,EXS-REST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-REST-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-REST-04-FAILURE_RECOVERY,EXS-REST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-REST-05-OPERATIONS_SECURITY,EXS-REST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-REST-06-DATA_MIGRATION,EXS-REST,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP,EXS-FIXED,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FIXED-02-IMPLEMENTATION_CONSUMER,EXS-FIXED,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FIXED-03-VERIFICATION_EVIDENCE,EXS-FIXED,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-FIXED-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FIXED-04-FAILURE_RECOVERY,EXS-FIXED,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-FIXED-05-GENERATION_COMPATIBILITY,EXS-FIXED,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP,EXS-SEC,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-SEC-02-IMPLEMENTATION_CONSUMER,EXS-SEC,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-EXS-SEC-03-VERIFICATION_EVIDENCE,EXS-SEC,P2,generated domain / customer adapter,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP;CPF-WP-EXS-SEC-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv
