path,review_scope,review_result,evidence,open_issue
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerOutboxPort.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE / S01 integration regression required,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpFrameCodec.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/integration/tcp/internal/CpfResilientTcpClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/ibm-mq/src/test/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/jms/src/main/java/com/cpf/starter/jms/CpfJmsBrokerClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/jms/src/test/java/com/cpf/starter/jms/CpfJmsBrokerClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/rabbitmq/src/test/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerOutboxIdentity.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerPublisherWorker.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerClientRouter.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerHeaderPolicy.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconciler.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfProviderBrokerPublisher.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfReliableBrokerClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerOutboxIdentityTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerPublisherWorkerUnknownResultTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerHeaderPolicyTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconcilerTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfProviderBrokerPublisherTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfReliableBrokerClientTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
