edu_id,category,title,manual,manual_section,coverage,canonical_catalog
EDU-ADM-06,ADM,부분 성공·대상별 복구,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-07,ADM,고객 전용 화면 추가의 마지막 선택,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-08,ADM,권한·데이터 범위·Masking·사유 입력 연동,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-09,ADM,Expected Version 충돌 화면·재조회·재적용,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-10,ADM,대상 일괄 조치·부분 성공·결과 파일,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-11,ADM,설정·기능전환·유지보수 창 운영,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-12,ADM,Incident·Recovery Center 종단간 복구,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-13,ADM,감사 증적·다운로드·승인 반출,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-14,ADM,Topology·Health·Capacity Drill-down,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-15,ADM,Log·Trace·Transaction 상관 검색,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-16,ADM,알림 Acknowledge·Escalation·교대 인계,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-ADM-17,ADM,Browser 세션 만료·재로그인·위험 조치 안전성,03_ADM개발자매뉴얼.md,EDU-ADM 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-01,BZA,조직·직원·발령·기준일,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-02,BZA,사용자·역할·권한·실효 권한,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-03,BZA,결재정책 Version·경로 사전 계산,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-04,BZA,상신·승인·반려·철회·취소,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-05,BZA,위임·대결·대행 책임,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-06,BZA,첨부·알림·감사·다운로드,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-07,BZA,초기 관리자 Bootstrap·첫 로그인·권한 인계,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-08,BZA,조직 개편·기준일·과거 이력 유지,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-09,BZA,입사·이동·휴직·퇴사 Joiner-Mover-Leaver,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-10,BZA,역할 충돌·직무분리·실효 권한 Simulation,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-11,BZA,위임 중첩·기간 만료·결재 경로 재계산,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-12,BZA,계정 잠금·비밀번호 초기화·세션 강제 종료,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-13,BZA,개인정보 Masking·감사 조회·승인 Export,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-BZA-14,BZA,고객 업무 승인 결과 반영·실패 Rollback,90_BZA매뉴얼.md,EDU-BZA 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-01,GW,Server Group·Health·Load Balancing,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-02,GW,Route·Predicate·Path Rewrite,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-03,GW,인증·권한·TLS·HMAC·Nonce,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-04,GW,Timeout·Retry·Circuit Breaker·Bulkhead,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-05,GW,Draft·검증·승인·게시·부분 적용,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-06,GW,Attempt Ledger·UNKNOWN_RESULT·LKG 복구,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-07,GW,Service Discovery·Target Failover·복귀,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-08,GW,SSRF Allowlist·DNS Rebinding·내부망 차단,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-09,GW,Header 정리·경로·요청·응답 변환,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-10,GW,Body 크기·Content-Type·Schema Validation,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-11,GW,Command 멱등성·Attempt Ledger·응답 유실,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-12,GW,다중 인스턴스 설정 Drift·Reconcile,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-13,GW,Canary·가중치 Routing·Version Rollback,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-GW-14,GW,Gateway 관측·개인정보 가림·감사,91_Gateway매뉴얼.md,EDU-GW 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-01,OPS,신규 환경 설치·Artifact·Checksum 검증,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-02,OPS,Profile·환경변수·설정값 전체 검증,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-03,OPS,Secret·Certificate 배포·교체·만료 대응,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-04,OPS,DB 3종 신규 설치·Migration·Drift·Rollback,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-05,OPS,Kafka Topic·ACL·Consumer Group Lifecycle,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-06,OPS,기동·종료·Health·Dependency 순서,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-07,OPS,Rolling 배포·Session·Connection Drain,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-08,OPS,Blue-Green·Canary 전환·되돌리기,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-09,OPS,설정 변경 Partial Apply·Reconcile,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-10,OPS,Log·Metric·Trace 수집 장애·보존·용량,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-11,OPS,Backup·Restore·시점 복구·대사,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-12,OPS,재해복구 전환·복귀·Split-Brain 방지,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-13,OPS,Disk·Memory·Network·DB 장애 Runbook,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-14,OPS,보안 사고·계정·키·세션 긴급 차단,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
EDU-OPS-15,OPS,Version Upgrade·DB 호환·Application Rollback,05_플랫폼운영매뉴얼.md,EDU-OPS 전수 실행 카드,CARD_PRESENT,manual-135-catalog.json
