status,id,category,title,manual,catalog,basis_sha
PASS,EDU-DEV-22,DEV,서비스 간 Saga 보상·수동 확정,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-23,DEV,공통 입력검증·오류 계약·OpenAPI 일치,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-24,DEV,장시간 비동기 Operation 조회·취소,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-25,DEV,Webhook Callback 서명·재전송·Replay 방지,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-26,DEV,SFTP 수신·송신·완료 파일 원자 처리,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-27,DEV,SOAP·XML 외부기관 연계와 Fault 처리,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-28,DEV,대용량 Multipart 업로드·중단 재개,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-29,DEV,악성코드 검사·격리·승인 해제,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-30,DEV,Object Storage 보존·버전·법적 보류,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-31,DEV,다중 채널 알림 선호·재시도·대체 채널,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-32,DEV,개인정보 암호화·Tokenization·Key Rotation,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-33,DEV,인증 Token 만료·갱신·폐기·세션 강제 종료,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-34,DEV,API 사용량 제한·고객별 Quota·초과 처리,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-35,DEV,기능 전환 Canary·Kill Switch·사용자 Segment,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-36,DEV,Cache Stampede·Negative Cache·원본 정합성,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-37,DEV,온라인 분산 Lease·Fencing·소유권 상실,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-38,DEV,다중 Tenant 격리·설정·데이터 범위,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-39,DEV,업무일자·시간대·휴일 Calendar,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-40,DEV,금액·통화·반올림·환율 Version,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-41,DEV,감사 증적 Export·무결성 Hash·검증,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-42,DEV,로그·Metric·Trace 상관관계와 Sampling,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-43,DEV,API Version 전환·하위 호환·폐기,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-44,DEV,Event Schema 진화·호환성·Dead Letter,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-DEV-45,DEV,조회 모델·검색색인 Eventual Consistency,01,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-01,BAT,업무일 마감 Tasklet,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-02,BAT,"회원 등급 10,000건 Chunk",02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-03,BAT,CSV 입출력 배치,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-04,BAT,8개 범위 Partition,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-05,BAT,Manager·Worker·Lease·Fencing,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-06,BAT,센터컷 Preview·승인·실행,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-07,BAT,영업일 23시 Scheduler,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-08,BAT,Job Pack Version·Artifact 배포,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-09,BAT,중지·재시작·실패건 재처리,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-10,BAT,실행 요청 응답 유실·결과 대사,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-11,BAT,조건 분기·다단계 Job Flow,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-12,BAT,Retry·Skip·No-Skip 예외 분류,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-13,BAT,Writer Commit 장애 후 Checkpoint 재시작,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-14,BAT,JobParameter 식별·중복 실행·새 Instance,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-15,BAT,지연 도착 데이터·Backfill·재산출,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-16,BAT,Watermark 기반 증분 수집·재시작,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-17,BAT,암호화·압축·Checksum 파일 산출,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-18,BAT,수신 파일 Header·Detail·Trailer 대사,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-19,BAT,다중 파일 Fan-in·Fan-out,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-20,BAT,Scheduler Misfire·Catch-up·건너뛰기,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-21,BAT,중복 실행 방지·동시 실행 허용 범위,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-22,BAT,휴일 Calendar·영업일 순번 JobParameter,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-23,BAT,Stop·Abandon·Restart 의미 분리,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-24,BAT,Remote Worker 유실·재할당·중복 결과 차단,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-25,BAT,Partition 편향 감지·재분할,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-26,BAT,센터컷 결과 대사·차이 보정·재실행,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-27,BAT,Job Pack Checksum·호환성·이전 Version 복구,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-28,BAT,Host Agent Offline·명령 ACK 유실,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-29,BAT,Dry Run·건수 Preview·표본 확인,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BAT-30,BAT,대용량 처리 성능·용량·Backpressure,02,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-01,ADM,기존 ADM 기능 재사용 판단,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-02,ADM,고객 업무 조회 연동,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-03,ADM,안전한 운영 조치,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-04,ADM,승인 필요한 위험 조치,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-05,ADM,비동기 작업·응답 유실,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-06,ADM,부분 성공·대상별 복구,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-07,ADM,고객 전용 화면 추가의 마지막 선택,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-08,ADM,권한·데이터 범위·Masking·사유 입력 연동,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-09,ADM,Expected Version 충돌 화면·재조회·재적용,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-10,ADM,대상 일괄 조치·부분 성공·결과 파일,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-11,ADM,설정·기능전환·유지보수 창 운영,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-12,ADM,Incident·Recovery Center 종단간 복구,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-13,ADM,감사 증적·다운로드·승인 반출,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-14,ADM,Topology·Health·Capacity Drill-down,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-15,ADM,Log·Trace·Transaction 상관 검색,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-16,ADM,알림 Acknowledge·Escalation·교대 인계,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-ADM-17,ADM,Browser 세션 만료·재로그인·위험 조치 안전성,03,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-01,BZA,조직·직원·발령·기준일,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-02,BZA,사용자·역할·권한·실효 권한,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-03,BZA,결재정책 Version·경로 사전 계산,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-04,BZA,상신·승인·반려·철회·취소,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-05,BZA,위임·대결·대행 책임,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-06,BZA,첨부·알림·감사·다운로드,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-07,BZA,초기 관리자 Bootstrap·첫 로그인·권한 인계,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-08,BZA,조직 개편·기준일·과거 이력 유지,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-09,BZA,입사·이동·휴직·퇴사 Joiner-Mover-Leaver,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-10,BZA,역할 충돌·직무분리·실효 권한 Simulation,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-11,BZA,위임 중첩·기간 만료·결재 경로 재계산,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-12,BZA,계정 잠금·비밀번호 초기화·세션 강제 종료,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-13,BZA,개인정보 Masking·감사 조회·승인 Export,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-BZA-14,BZA,고객 업무 승인 결과 반영·실패 Rollback,90,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-01,GW,Server Group·Health·Load Balancing,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-02,GW,Route·Predicate·Path Rewrite,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-03,GW,인증·권한·TLS·HMAC·Nonce,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-04,GW,Timeout·Retry·Circuit Breaker·Bulkhead,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-05,GW,Draft·검증·승인·게시·부분 적용,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-06,GW,Attempt Ledger·UNKNOWN_RESULT·LKG 복구,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-07,GW,Service Discovery·Target Failover·복귀,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-08,GW,SSRF Allowlist·DNS Rebinding·내부망 차단,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-09,GW,Header 정리·경로·요청·응답 변환,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-10,GW,Body 크기·Content-Type·Schema Validation,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-11,GW,Command 멱등성·Attempt Ledger·응답 유실,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-12,GW,다중 인스턴스 설정 Drift·Reconcile,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-13,GW,Canary·가중치 Routing·Version Rollback,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-GW-14,GW,Gateway 관측·개인정보 가림·감사,91,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-01,OPS,신규 환경 설치·Artifact·Checksum 검증,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-02,OPS,Profile·환경변수·설정값 전체 검증,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-03,OPS,Secret·Certificate 배포·교체·만료 대응,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-04,OPS,DB 3종 신규 설치·Migration·Drift·Rollback,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-05,OPS,Kafka Topic·ACL·Consumer Group Lifecycle,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-06,OPS,기동·종료·Health·Dependency 순서,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-07,OPS,Rolling 배포·Session·Connection Drain,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-08,OPS,Blue-Green·Canary 전환·되돌리기,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-09,OPS,설정 변경 Partial Apply·Reconcile,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-10,OPS,Log·Metric·Trace 수집 장애·보존·용량,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-11,OPS,Backup·Restore·시점 복구·대사,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-12,OPS,재해복구 전환·복귀·Split-Brain 방지,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-13,OPS,Disk·Memory·Network·DB 장애 Runbook,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-14,OPS,보안 사고·계정·키·세션 긴급 차단,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
PASS,EDU-OPS-15,OPS,Version Upgrade·DB 호환·Application Rollback,05,cpf-reference/src/main/resources/edu/manual-135-catalog.json,64049044956924032360fa80be83b5e37c64f828
