index,path,probe_type,result,exact_sha
19,cpf-admin/frontend/e2e/integration-closure-r6.spec.ts,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
20,cpf-admin/frontend/playwright.config.ts,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
21,cpf-admin/frontend/openapi/cpf-openapi.json,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
22,cpf-admin/src/main/java/com/cpf/admin/approval/service/AdmApprovalService.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
23,cpf-admin/src/main/java/com/cpf/admin/approval/repository/AdmApprovalRepository.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
24,cpf-admin/src/main/java/com/cpf/admin/approval/service/AdmApprovalRecoveryWorker.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
25,cpf-admin/src/main/java/com/cpf/admin/approval/spi/AdmApprovalOwnerCommandPort.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
26,cpf-admin/src/main/java/com/cpf/admin/approval/security/AdmDataQualityApprovalProofService.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
27,cpf-admin/src/main/java/com/cpf/admin/approval/security/AdmApprovalCapabilityNonceRepository.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
28,cpf-admin/src/main/java/com/cpf/admin/approval/security/AdmDataQualityCorrectionGateway.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
29,cpf-admin/src/main/java/com/cpf/admin/config/AdmIntegrationClosureConfiguration.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
30,cpf-admin/src/main/java/com/cpf/admin/config/AdmIntegrationClosureProfileGuard.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
31,cpf-admin/src/main/java/com/cpf/admin/approval/owner/BatchRuntimeApprovalOwnerCommandAdapter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
32,cpf-admin/src/main/java/com/cpf/admin/approval/owner/BatchJobDefinitionApprovalOwnerCommandAdapter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
33,cpf-admin/src/main/java/com/cpf/admin/approval/owner/BrokerReliabilityApprovalOwnerCommandAdapter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
34,cpf-admin/src/main/java/com/cpf/admin/approval/owner/CenterCutApprovalOwnerCommandAdapter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
35,cpf-admin/src/main/java/com/cpf/admin/approval/owner/GatewayApprovalOwnerCommandAdapter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
36,cpf-admin/src/main/java/com/cpf/admin/approval/owner/DataQualityCorrectionApprovalOwnerCommandAdapter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
37,cpf-admin/src/main/java/com/cpf/admin/opr/batch/runtime/BatApprovalOwnerCommandPort.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
38,cpf-core/src/main/java/com/cpf/core/api/logging/CpfTransactionContext.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
39,cpf-core/src/main/java/com/cpf/core/common/logging/TransactionContext.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
40,cpf-core/src/main/java/com/cpf/core/common/header/CpfHeaderPropagator.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
41,cpf-core/src/main/java/com/cpf/core/common/logging/file/CpfFileLogWriter.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
42,cpf-core/build.gradle,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
43,settings.gradle,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
44,cpf-tools/generator/contracts/cpf-starter-catalog.json,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
45,cpf-tools/db/vendor/mariadb/pack.json,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
46,cpf-tools/db/vendor/mariadb/migration/V105__approval_runtime_hardening_r6.sql,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
47,cpf-tools/db/vendor/mariadb/rollback/R105__approval_runtime_hardening_r6.sql,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
48,cpf-tools/db/vendor/postgresql/migration/V105__approval_runtime_hardening_r6.sql,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
49,cpf-tools/db/vendor/postgresql/rollback/R105__approval_runtime_hardening_r6.sql,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
50,cpf-tools/db/vendor/oracle/migration/V105__approval_runtime_hardening_r6.sql,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
51,cpf-tools/db/vendor/oracle/rollback/R105__approval_runtime_hardening_r6.sql,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
52,cpf-biz-admin/frontend/src/app/routes.ts,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
53,cpf-biz-admin/frontend/src/app/router.ts,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
54,cpf-biz-admin/frontend/src/App.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
55,cpf-biz-admin/frontend/src/features/auth/session.ts,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
56,cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
57,cpf-biz-admin/frontend/src/components/CrudTable.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
58,cpf-biz-admin/frontend/src/components/EndpointList.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
59,cpf-biz-admin/frontend/scripts/verify-operation-consumer.mjs,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
60,cpf-biz-admin/frontend/openapi/cpf-consumer-waivers.json,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
61,cpf-biz-admin/src/main/java/com/cpf/bizadmin/backoffice/controller/BzaBackofficeController.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
62,cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
63,cpf-biz-admin/frontend/src/features/organizations/OrganizationsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
64,cpf-biz-admin/frontend/src/features/employees/EmployeesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
65,cpf-biz-admin/frontend/src/features/positions/PositionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
66,cpf-biz-admin/frontend/src/features/job-titles/JobTitlesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
67,cpf-biz-admin/frontend/src/features/assignments/AssignmentsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
68,cpf-biz-admin/frontend/src/features/organization-responsibilities/OrganizationResponsibilitiesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
69,cpf-biz-admin/frontend/src/features/users/UsersPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
70,cpf-biz-admin/frontend/src/features/roles/RolesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
71,cpf-biz-admin/frontend/src/features/user-roles/UserRolesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
72,cpf-biz-admin/frontend/src/features/authorization/MenusPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
73,cpf-biz-admin/frontend/src/features/authorization/PermissionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
74,cpf-biz-admin/frontend/src/features/permission-tools/PermissionToolsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
75,cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
76,cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
77,cpf-biz-admin/frontend/src/features/approval-policies/ApprovalPoliciesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
78,cpf-biz-admin/frontend/src/features/approval-simulation/ApprovalSimulationPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
79,cpf-biz-admin/frontend/src/features/approval-delegations/ApprovalDelegationsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
80,cpf-biz-admin/frontend/src/features/sessions/SessionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
81,cpf-biz-admin/frontend/src/features/audits/AuditsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
82,cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
83,cpf-biz-admin/frontend/src/features/attachments/AttachmentsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
84,cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
85,cpf-biz-admin/frontend/src/features/settings/SettingsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
86,cpf-biz-admin/frontend/src/features/downloads/DownloadsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
87,cpf-biz-admin/frontend/src/features/download-audits/DownloadAuditsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
88,cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
89,cpf-admin/frontend/src/features/topology/TopologyPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
90,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
91,cpf-admin/frontend/src/features/logs/LogsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
92,cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
93,cpf-admin/frontend/src/features/transactions/TransactionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
94,cpf-admin/frontend/src/features/remote-logs/RemoteLogsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
95,cpf-admin/frontend/src/features/audit-logs/AuditLogsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
96,cpf-admin/frontend/src/features/log-level/LogLevelPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
97,cpf-admin/frontend/src/features/log-policies/LogPoliciesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
98,cpf-admin/frontend/src/features/standard-executions/StandardExecutionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
99,cpf-admin/frontend/src/features/channel-policy/ChannelPolicyPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
100,cpf-admin/frontend/src/features/service-registry/ServiceRegistryPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
101,cpf-admin/frontend/src/features/operations/OnlineDeploymentWorkbenchPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
102,cpf-admin/frontend/src/features/maintenance/MaintenancePage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
103,cpf-admin/frontend/src/features/cache/CachePage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
104,cpf-admin/frontend/src/features/configs/ConfigsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
105,cpf-admin/frontend/src/features/response-codes/ResponseCodesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
106,cpf-admin/frontend/src/features/business-calendar/BusinessCalendarPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
107,cpf-admin/frontend/src/features/recovery-center/RecoveryCenterPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
108,cpf-admin/frontend/src/features/operations/ErrorWorkbenchPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
109,cpf-admin/frontend/src/features/operations/AnalysisCenterPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
110,cpf-admin/frontend/src/features/notifications/NotificationsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
111,cpf-admin/frontend/src/features/downloads/DownloadsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
112,cpf-admin/frontend/src/features/file-jobs/FileJobsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
113,cpf-admin/frontend/src/features/messages/MessagesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
114,cpf-admin/frontend/src/features/codes/CodesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
115,cpf-admin/frontend/src/features/permissions/PermissionsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
116,cpf-admin/frontend/src/features/password/PasswordPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
117,cpf-admin/frontend/src/features/security/SecurityPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
118,cpf-admin/frontend/src/features/operators/OperatorsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
119,cpf-admin/frontend/src/features/secrets/SecretsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
120,cpf-admin/frontend/src/features/approvals/ApprovalsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
121,cpf-admin/frontend/src/features/break-glass/BreakGlassPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
122,cpf-admin/frontend/src/features/feature-flags/FeatureFlagsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
123,cpf-admin/frontend/src/features/integration-closure/IntegrationClosurePage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
124,cpf-admin/frontend/src/features/openapi-operations/OpenApiOperationsPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
125,cpf-admin/frontend/src/features/resilience-policies/ResiliencePoliciesPage.vue,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
126,cpf-reference/src/main/java/com/cpf/reference/optional/operations/reuse/EduAdm01Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
127,cpf-reference/src/main/java/com/cpf/reference/optional/operations/query/EduAdm02Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
128,cpf-reference/src/main/java/com/cpf/reference/optional/operations/command/EduAdm03Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
129,cpf-reference/src/main/java/com/cpf/reference/optional/operations/approval/EduAdm04Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
130,cpf-reference/src/main/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
131,cpf-reference/src/main/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
132,cpf-reference/src/main/java/com/cpf/reference/optional/operations/customscreen/EduAdm07Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
133,cpf-reference/src/main/java/com/cpf/reference/optional/operations/search/EduAdm08Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
134,cpf-reference/src/main/java/com/cpf/reference/optional/operations/detail/EduAdm09Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
135,cpf-reference/src/main/java/com/cpf/reference/optional/operations/bulk/EduAdm10Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
136,cpf-reference/src/main/java/com/cpf/reference/optional/operations/configuration/EduAdm11Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
137,cpf-reference/src/main/java/com/cpf/reference/optional/operations/incident/EduAdm12Handler.java,EXACT_SHA_SOURCE_READ_OR_TARGETED_SEARCH,REVIEWED,3ed676061246c9db3e44f29e254c0393ecca3929
