work_item_id,requirement_id,canonical_requirement_id,mapped_axis,mapping_rule
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,CPF-FR-002496,DB-OWNERSHIP,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,CPF-FR-002497,DB-OWNERSHIP,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,CPF-FR-002498,DB-OWNERSHIP,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,CPF-FR-002499,DB-OWNERSHIP,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,CPF-FR-002500,DB-OWNERSHIP,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,CPF-FR-002501,DB-OWNERSHIP,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002502,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002503,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002504,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002505,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002506,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002507,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002508,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002509,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002510,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002511,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002512,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002513,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002514,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002515,DB-INSTALL,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002516,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002517,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002518,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002519,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002520,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002521,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002522,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002523,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002524,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002525,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,CPF-FR-002526,DB-INSTALL,IMPLEMENTATION_CONSUMER,FALLBACK_FROM_FAILURE_RECOVERY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002527,DB-INSTALL,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002528,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002529,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002530,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002531,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002532,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002533,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002534,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002535,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002536,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002537,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002538,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002539,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002540,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,CPF-FR-002541,DB-INSTALL,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002542,DB-INSTALL,DATA_MIGRATION,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002543,DB-INSTALL,DATA_MIGRATION,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002544,DB-INSTALL,DATA_MIGRATION,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002545,DB-INSTALL,DATA_MIGRATION,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002546,DB-INSTALL,DATA_MIGRATION,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002547,DB-INSTALL,DATA_MIGRATION,PRIMARY_AXIS
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002548,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002549,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002550,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002551,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002552,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002553,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002554,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-04-DATA_MIGRATION,CPF-FR-002555,DB-INSTALL,DATA_MIGRATION,FALLBACK_FROM_GENERATION_COMPATIBILITY
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002556,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002557,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002558,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002559,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002560,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002561,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,CPF-FR-002562,DB-INSTALL,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002563,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002564,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002565,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002566,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002567,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002568,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002569,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002570,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002571,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-FR-002572,DB-FRESH,VERIFICATION_EVIDENCE,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002573,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002574,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002575,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,CPF-FR-002576,DB-FRESH,IMPLEMENTATION_CONSUMER,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002577,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002578,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002579,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002580,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002581,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002582,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002583,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002584,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002585,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002586,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,CPF-FR-002587,DB-FRESH,FAILURE_RECOVERY,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002588,DB-FRESH,CONTRACT_OWNERSHIP,PRIMARY_AXIS
CPF-WP-DB-FRESH-06-GENERATION_COMPATIBILITY,CPF-FR-002589,DB-FRESH,GENERATION_COMPATIBILITY,PRIMARY_AXIS
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002590,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002591,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002592,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002593,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002594,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002595,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002596,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002597,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002598,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002599,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CPF-FR-002600,DB-FRESH,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY
