work_item_id,scenario_id,linked_requirement_id,canonical_requirement_id
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,CPF-SC-000607,CPF-FR-003051,DATA-LINEAGE
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,CPF-SC-000608,CPF-FR-003051,DATA-LINEAGE
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,CPF-SC-000609,CPF-FR-003051,DATA-LINEAGE
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,CPF-SC-000610,CPF-FR-003051,DATA-LINEAGE
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,CPF-SC-000611,CPF-FR-003051,DATA-LINEAGE
CPF-WP-DATA-LINEAGE-02-IMPLEMENTATION_CONSUMER,CPF-SC-000612,CPF-FR-003051,DATA-LINEAGE
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000613,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000614,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000615,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000616,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000617,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000618,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000619,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000620,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000621,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000622,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000623,CPF-FR-003112,DATA-RETENTION
CPF-WP-DATA-RETENTION-02-IMPLEMENTATION_CONSUMER,CPF-SC-000624,CPF-FR-003112,DATA-RETENTION
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003745,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003746,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003747,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003748,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003749,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003750,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003751,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003752,CPF-FR-013349,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003753,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003754,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003755,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003756,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003757,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003758,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003759,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003760,CPF-FR-013357,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003761,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003762,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003763,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003764,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003765,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003766,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003767,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003768,CPF-FR-013365,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003769,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003770,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003771,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003772,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003773,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003774,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003775,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003776,CPF-FR-013373,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003777,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003778,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003779,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003780,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003781,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003782,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003783,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003784,CPF-FR-013381,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003785,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003786,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003787,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003788,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003789,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003790,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003791,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003792,CPF-FR-013389,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003793,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003794,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003795,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003796,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003797,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003798,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003799,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003800,CPF-FR-013397,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003801,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003802,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003803,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003804,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003805,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003806,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003807,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003808,CPF-FR-013405,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003809,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003810,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003811,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003812,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003813,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003814,CPF-FR-013413,DB-FRESH
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,CPF-SC-003815,CPF-FR-013413,DB-FRESH
