requirement_id,canonical_requirement_id,work_item_id,mapped_axis,mapping_rule,priority,capability,feature,function_type,requirement,acceptance_criteria,actual_consumer,verification_method,source_basis,change_target,development_status_master,verification_status_master,baseline_sha
CPF-FR-002591,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,권한,AUTHZ,[DB-FRESH / 권한] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Resource·Action·Field·Command 권한을 Server에서 강제하고 UI 표시와 일치시킨다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 권한 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,AUTHZ Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::AUTHZ,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002592,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Data Scope,DATA_SCOPE,[DB-FRESH / Data Scope] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 OWN·ORGANIZATION·DESCENDANTS·ROLE·DOMAIN·ALL 범위를 Query·Command Target에 적용한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Data Scope 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DATA_SCOPE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DATA_SCOPE,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002593,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Masking·Privacy,MASKING,[DB-FRESH / Masking·Privacy] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 PII/Secret/Credential을 분류하고 목록·상세·로그·다운로드·Evidence에 정책을 적용한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,MASKING Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::MASKING,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002594,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,사유,REASON,[DB-FRESH / 사유] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 변경·위험조치·원문조회·다운로드에 구조화된 사유와 최소 길이·금지값을 적용한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 사유 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,REASON Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::REASON,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002595,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,승인,APPROVAL,[DB-FRESH / 승인] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 requester/approver 분리·자기승인 금지·정책·만료·immutable command hash를 적용한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 승인 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,APPROVAL Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::APPROVAL,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002596,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,감사,AUDIT,[DB-FRESH / 감사] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 actor·target·before/after·reason·approval·result·transactionId를 append-only로 기록한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 감사 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,AUDIT Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::AUDIT,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002597,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Log,LOG,[DB-FRESH / Log] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 구조화 로그·레벨·masking·retention·spool·유실 탐지·조회 키를 정의한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Log 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,LOG Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::LOG,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002598,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Metric,METRIC,[DB-FRESH / Metric] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 성공·실패·지연·backlog·retry·unknown·recovery 지표와 bounded cardinality를 제공한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Metric 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,METRIC Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::METRIC,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002599,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Trace,TRACE,[DB-FRESH / Trace] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 transactionId·trace/span·segment·attempt를 연결하고 baggage allowlist를 적용한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Trace 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,TRACE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::TRACE,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002600,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Health·Readiness,HEALTH,[DB-FRESH / Health·Readiness] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 liveness·readiness·startup·dependency·business readiness와 degraded/unknown을 구분한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,HEALTH Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::HEALTH,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002601,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Alert·Runbook,ALERT_RUNBOOK,[DB-FRESH / Alert·Runbook] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 탐지조건·severity·routing·dedup·runbook·escalation·종결 기준을 제공한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,ALERT_RUNBOOK Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::ALERT_RUNBOOK,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002602,DB-FRESH,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,CONTRACT_OWNERSHIP,FALLBACK_FROM_OPERATIONS_SECURITY,P0,DB-FRESH,Resource 상한,RESOURCE,[DB-FRESH / Resource 상한] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 memory·disk·thread·connection·queue·payload·time 상한과 cleanup을 구현한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,RESOURCE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::RESOURCE,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002603,DB-FRESH,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DATA_MIGRATION,PRIMARY_AXIS,P0,DB-FRESH,DB Ownership,DB_OWNER,[DB-FRESH / DB Ownership] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Schema·Table·Index·Query·Seed에 Owner와 Consumer를 부여하고 직접 갱신을 차단한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DB_OWNER Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DB_OWNER,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002604,DB-FRESH,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DATA_MIGRATION,PRIMARY_AXIS,P0,DB-FRESH,DB Schema,DB_SCHEMA,[DB-FRESH / DB Schema] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Column type·NULL/default·PK/FK/Unique/Check/Index·retention을 canonical metadata로 정의한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 DB Schema 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DB_SCHEMA Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DB_SCHEMA,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002605,DB-FRESH,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DATA_MIGRATION,PRIMARY_AXIS,P0,DB-FRESH,Runtime Query,DB_QUERY,[DB-FRESH / Runtime Query] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Query ID·parameter/result schema·sort/filter allowlist·Vendor resource를 제공한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DB_QUERY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DB_QUERY,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002606,DB-FRESH,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DATA_MIGRATION,PRIMARY_AXIS,P0,DB-FRESH,Migration,DB_MIGRATION,[DB-FRESH / Migration] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 불변 version·checksum·restart·drift fail-closed·fresh parity를 제공한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Migration 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DB_MIGRATION Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DB_MIGRATION,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002607,DB-FRESH,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DATA_MIGRATION,PRIMARY_AXIS,P0,DB-FRESH,DB Rollback,DB_ROLLBACK,[DB-FRESH / DB Rollback] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Vendor별 rollback/forward recovery·backup checkpoint·재적용·부분 실패를 제공한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DB_ROLLBACK Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DB_ROLLBACK,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002608,DB-FRESH,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DATA_MIGRATION,PRIMARY_AXIS,P0,DB-FRESH,3 Vendor,DB_VENDOR,[DB-FRESH / 3 Vendor] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 MariaDB·PostgreSQL·Oracle의 type·locking·paging·error semantics 동등성을 보장한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,DB_VENDOR Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::DB_VENDOR,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002609,DB-FRESH,CPF-WP-DB-FRESH-06-GENERATION_COMPATIBILITY,GENERATION_COMPATIBILITY,PRIMARY_AXIS,P0,DB-FRESH,API·OpenAPI,API_OPENAPI,[DB-FRESH / API·OpenAPI] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Endpoint·Header·Permission·Request/Response·Error·Example을 OpenAPI와 일치시킨다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,API_OPENAPI Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::API_OPENAPI,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002610,DB-FRESH,CPF-WP-DB-FRESH-06-GENERATION_COMPATIBILITY,GENERATION_COMPATIBILITY,PRIMARY_AXIS,P0,DB-FRESH,Frontend 연결,FRONTEND,[DB-FRESH / Frontend 연결] Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다. 이를 위해 Generated Client·Query Cache·Form·Table·상태 UI·Action을 실제 API와 연결한다. 선언·Interface·DTO·문서만 추가하지 말고 실제 Consumer와 전체 호출 경로를 구현한다.,DB·Module Owner가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,모든 DB Consumer,FRONTEND Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,CPF_FINAL_TARGET_REQUIREMENTS.md::DB-FRESH; 공통 상세 기능::FRONTEND,cpf-tools/db + owning module; Public API/SPI/Internal·SQL·Config·Frontend·Script·Test·Docs,재확인 필요,미검증,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
