work_item_id,canonical_requirement_id,priority,work_type,axis,axis_title,owner,dependencies,markdown_file,ledger_part,development_status,verification_status,next_action,baseline_sha,scope_decision,scope_reason
CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,DB-FRESH,P0,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,DB-FRESH,P0,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP;CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,DB-FRESH,P0,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-FRESH-05-DATA_MIGRATION,DB-FRESH,P0,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-FRESH-06-GENERATION_COMPATIBILITY,DB-FRESH,P0,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-tools DB + owning module,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP,DB-MIGRATION,P0,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MIGRATION-02-IMPLEMENTATION_CONSUMER,DB-MIGRATION,P0,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MIGRATION-03-VERIFICATION_EVIDENCE,DB-MIGRATION,P0,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP;CPF-WP-DB-MIGRATION-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MIGRATION-04-FAILURE_RECOVERY,DB-MIGRATION,P0,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MIGRATION-05-DATA_MIGRATION,DB-MIGRATION,P0,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MIGRATION-06-GENERATION_COMPATIBILITY,DB-MIGRATION,P0,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-tools DB + owning module,CPF-WP-DB-MIGRATION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,DB-ROLLBACK,P0,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-ROLLBACK-02-IMPLEMENTATION_CONSUMER,DB-ROLLBACK,P0,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-ROLLBACK-03-VERIFICATION_EVIDENCE,DB-ROLLBACK,P0,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP;CPF-WP-DB-ROLLBACK-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-ROLLBACK-04-FAILURE_RECOVERY,DB-ROLLBACK,P0,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-ROLLBACK-05-DATA_MIGRATION,DB-ROLLBACK,P0,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-ROLLBACK-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,DB-BACKUP,P0,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-BACKUP-02-IMPLEMENTATION_CONSUMER,DB-BACKUP,P0,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-BACKUP-03-VERIFICATION_EVIDENCE,DB-BACKUP,P0,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP;CPF-WP-DB-BACKUP-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-BACKUP-04-FAILURE_RECOVERY,DB-BACKUP,P0,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-BACKUP-05-DATA_MIGRATION,DB-BACKUP,P0,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-BACKUP-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP,DB-MULTI-VENDOR,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-VENDOR-02-IMPLEMENTATION_CONSUMER,DB-MULTI-VENDOR,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools DB + owning module,CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-VENDOR-03-VERIFICATION_EVIDENCE,DB-MULTI-VENDOR,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools DB + owning module,CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP;CPF-WP-DB-MULTI-VENDOR-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-VENDOR-04-FAILURE_RECOVERY,DB-MULTI-VENDOR,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-tools DB + owning module,CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-MULTI-VENDOR-05-DATA_MIGRATION,DB-MULTI-VENDOR,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools DB + owning module,CPF-WP-DB-MULTI-VENDOR-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
CPF-WP-DB-SQL-01-CONTRACT_OWNERSHIP,DB-SQL,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools DB + owning module,,20_COMMON_DATA_DB_PART_02.md,ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,미완료,미완료,Target runtime execution and/or cross-session consumer completion; see WORK_ITEM_DEVELOPMENT_REVIEW.csv and CROSS_SESSION_CHANGE_REQUEST.csv.,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,IN_SCOPE,V8 WORK_ITEM_INDEX → markdown_file → ledger_part; owner=cpf-tools DB + owning module
