requirement_id,canonical_requirement_id,work_item_id,development_status,verification_status,substitute_verification_status,overall_status,evidence_path,remaining_runtime_gap,baseline_sha
CPF-FR-002451,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002452,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002453,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002454,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002455,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002456,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002457,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002458,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002459,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002460,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002461,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002462,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002463,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002464,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002465,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002466,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002467,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-05-DATA_MIGRATION,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002468,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,미완료,미완료,NOT_APPLICABLE_CROSS_SESSION,부분 구현,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002469,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,미완료,미완료,NOT_APPLICABLE_CROSS_SESSION,부분 구현,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002470,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002471,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002472,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002473,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002474,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002475,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002476,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002477,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002478,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002479,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
CPF-FR-002480,DB-OWNERSHIP,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,완료,미완료,PASS,미검증,cpf-docs/evidence/development/DEVGPT-6E_09dd686/all-db-development-tests-09dd686.log; cpf-docs/evidence/development/DEVGPT-6E_09dd686/db-development-static-contract-09dd686.json; cpf-docs/evidence/development/DEVGPT-6E_09dd686/gate-exit-code-summary-09dd686.json,"Java 25, PowerShell, Oracle/PostgreSQL/MariaDB native clients and servers, Docker, browser, process-kill, multi-instance and mixed-version target runtime are unavailable in the current environment; static/semantic substitute verification was executed and is not promoted to native runtime PASS.",09dd686c5ae0826594b9c5e1f871d95d95d3ce1c
