request_id,session_local_tracking_id,work_item_id,canonical_requirement_id,priority,primary_owner,integration_owner,axis,applicable_gates,dependencies
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP,CMN-CODE,P2,cpf-common,S03 durable outbox + S05 Admin/API,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CODE-02-IMPLEMENTATION_CONSUMER,CMN-CODE,P2,cpf-common,S03 durable outbox + S05 Admin/API,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CODE-03-VERIFICATION_EVIDENCE,CMN-CODE,P2,cpf-common,S03 durable outbox + S05 Admin/API,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-CODE-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CODE-04-OPERATIONS_SECURITY,CMN-CODE,P2,cpf-common,S03 durable outbox + S05 Admin/API,OPERATIONS_SECURITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CODE-05-DATA_MIGRATION,CMN-CODE,P2,cpf-common,S03 durable outbox + S05 Admin/API,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CODE-06-GENERATION_COMPATIBILITY,CMN-CODE,P2,cpf-common,S03 durable outbox + S05 Admin/API,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CODE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP,CMN-MSG,P2,cpf-common,S03 durable outbox + S05 Admin/API,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-MSG-02-IMPLEMENTATION_CONSUMER,CMN-MSG,P2,cpf-common,S03 durable outbox + S05 Admin/API,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-MSG-03-VERIFICATION_EVIDENCE,CMN-MSG,P2,cpf-common,S03 durable outbox + S05 Admin/API,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-MSG-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-MSG-04-DATA_MIGRATION,CMN-MSG,P2,cpf-common,S03 durable outbox + S05 Admin/API,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-MSG-05-GENERATION_COMPATIBILITY,CMN-MSG,P2,cpf-common,S03 durable outbox + S05 Admin/API,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CMN-MSG-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP,CMN-CALENDAR,P2,cpf-common,S02 Batch + S05 Admin/API,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CALENDAR-02-IMPLEMENTATION_CONSUMER,CMN-CALENDAR,P2,cpf-common,S02 Batch + S05 Admin/API,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CALENDAR-03-VERIFICATION_EVIDENCE,CMN-CALENDAR,P2,cpf-common,S02 Batch + S05 Admin/API,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-CALENDAR-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CALENDAR-04-FAILURE_RECOVERY,CMN-CALENDAR,P2,cpf-common,S02 Batch + S05 Admin/API,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-CALENDAR-05-DATA_MIGRATION,CMN-CALENDAR,P2,cpf-common,S02 Batch + S05 Admin/API,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-CALENDAR-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-02-IMPLEMENTATION_CONSUMER,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-03-VERIFICATION_EVIDENCE,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-TEMPLATE-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-04-FAILURE_RECOVERY,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-05-OPERATIONS_SECURITY,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,OPERATIONS_SECURITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-06-DATA_MIGRATION,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-TEMPLATE-07-GENERATION_COMPATIBILITY,CMN-TEMPLATE,P2,cpf-common,S03 durable outbox + S05 Admin/API,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-CMN-TEMPLATE-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP,DB-OWNERSHIP,P1,cpf-tools DB + owning module,S01/S02/S03/S05/S06,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER,DB-OWNERSHIP,P1,cpf-tools DB + owning module,S01/S02/S03/S05/S06,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-OWNERSHIP-03-VERIFICATION_EVIDENCE,DB-OWNERSHIP,P1,cpf-tools DB + owning module,S01/S02/S03/S05/S06,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP;CPF-WP-DB-OWNERSHIP-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-OWNERSHIP-04-OPERATIONS_SECURITY,DB-OWNERSHIP,P1,cpf-tools DB + owning module,S01/S02/S03/S05/S06,OPERATIONS_SECURITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-OWNERSHIP-05-DATA_MIGRATION,DB-OWNERSHIP,P1,cpf-tools DB + owning module,S01/S02/S03/S05/S06,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-OWNERSHIP-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP,DB-INSTALL,P1,cpf-tools DB + owning module,S06 Root Publication,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER,DB-INSTALL,P1,cpf-tools DB + owning module,S06 Root Publication,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-INSTALL-03-VERIFICATION_EVIDENCE,DB-INSTALL,P1,cpf-tools DB + owning module,S06 Root Publication,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP;CPF-WP-DB-INSTALL-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-INSTALL-04-DATA_MIGRATION,DB-INSTALL,P1,cpf-tools DB + owning module,S06 Root Publication,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-INSTALL-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP,DB-FRESH,P0,cpf-tools DB + owning module,S06 Root Publication,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER,DB-FRESH,P0,cpf-tools DB + owning module,S06 Root Publication,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-FRESH-03-VERIFICATION_EVIDENCE,DB-FRESH,P0,cpf-tools DB + owning module,S06 Root Publication,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP;CPF-WP-DB-FRESH-02-IMPLEMENTATION_CONSUMER
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-FRESH-04-FAILURE_RECOVERY,DB-FRESH,P0,cpf-tools DB + owning module,S06 Root Publication,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-FRESH-05-DATA_MIGRATION,DB-FRESH,P0,cpf-tools DB + owning module,S06 Root Publication,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-DB-FRESH-06-GENERATION_COMPATIBILITY,DB-FRESH,P0,cpf-tools DB + owning module,S06 Root Publication,GENERATION_COMPATIBILITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-DB-FRESH-01-CONTRACT_OWNERSHIP
