request_id,session_local_tracking_id,work_item_id,supporting_work_item_ids,canonical_requirement_id,requirement_id,engineering_gates,primary_owner,integration_owner,owner_module,owner_package,mapping_basis,mapping_score
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002085,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002086,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002087,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002088,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,98
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002089,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002090,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,94
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002091,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002092,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002093,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002094,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002095,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,98
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002096,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,94
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002097,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002098,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002099,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002100,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,94
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002101,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,94
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002102,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002103,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,90
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002104,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,94
MISSING_IN_ASSIGNMENT_SOURCE,DEVGPT-V9-S04-LOCAL-20260805-1952,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER;CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE;CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,CPF-FR-002105,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-common,S01 Core SPI + S05 Admin/API,cpf-common,com.cpf.common,SEMANTIC_AXIS_SCORE,94
