path,change_type,artifact_class,baseline_comparison,sha256,bytes,reason
cpf-common/src/main/resources/cpf-sql/cmn/sample/offset-mariadb.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,c30429423c4e030410d048b72992e278a6b30fe302643966df1d3fa4583d72ca,397,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/offset-oracle.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,f4e7ce4702b577f91f9aeab076a8c44407624ad443073b1d57f949604f73edb9,402,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/offset-postgresql.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,c30429423c4e030410d048b72992e278a6b30fe302643966df1d3fa4583d72ca,397,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/soft-delete.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,df835356c4e26da39e57230ea01dc6901a61a5df65a8cba4d6340b0118961582,190,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/update.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,8bcc062eb446d9c3897304e0f6e19de20475fbcbf0698c52b22eade8527f6031,243,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/approve.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,d28f69ddef9424068b755148ae0499a25d5bb41966e4af05f23ed77cc59ec2be,308,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/insert-audit.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,b7257aa08319539243d9c7217ee761b78d375b5caaf79b3e68e316c33980c6de,224,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/insert-draft.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,62ccecdf6ff9a074e534e4eaafff717c130134bfaa6e9b4166073d8fed46a230,207,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/lock-history.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,f8027d3cb18ee8ed2cf304759222a24c48dcb41957141e985cbd32e82b398bb7,235,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/retire.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,0624a83d0cf9a8cdcfc1388d60141ec3c0ef7b1dddf60d2027fdf423a8e99c29,266,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/select-active.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,bfaadb1d14cf4bfa1bc37f4eef976e850735289045e41e401021d0066f3a8d7a,274,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/select-audit.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,9750526967da381778ef4383114a61d789d15e149a85f49ab77b9fcae1664856,279,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/select-version.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,9c7fc43a4d05d247797780cdcc395e30dfe7a6659ade0f100a19e0e26645445c,221,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/template/supersede.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,318212266824c7b535630dc38875a9ac72d5f68f402beae32370e17b4b153653,266,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/calendar/CmnCalendarChangeEventTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,5d21d91b2f8ebc4e928326de1fa75ede719cb8791b8727f9ae28dc6540c259d3,1517,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/calendar/CmnCalendarServiceProductModeTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,ac4554627e6bd88eec885e17f0d6ddb6a05c1079f8b0584315cc2090596979b4,950,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/calendar/CmnDurableCalendarChangePublisherTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,c721febe14c801d8c68a05e17720e3859f04b3ef65bd8396c87027bcdd458222,842,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/sample/CmnSampleItemServiceTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,8d0e8b891ccdbb50372cae2a37e56facc2a0b8303b9084029ca814718a2fefc9,2375,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/sample/CmnSampleSqlDialectTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,722cd6d1155a836161a3c7839a2e7b63a34ba99282177bffd641624513f0544e,2199,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/template/CmnTemplateDefinitionTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,301f4174a4fa0a73c245f5b1e845d96031834137b911fb3fd7ee7e94d5569e4f,1685,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/template/CmnTemplateManagementServiceTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,a3c18fe6559799b961822e391f0309c3e9093790a7672359e81360e6d02548a8,5930,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/template/CmnTemplateRendererTest.java,MODIFY,PRODUCT_TEST,subset exact-SHA fixture comparison,61b5c09062bac4e672ed6995f9cbc0659da609d78ddd6a0ae1ac585f44c2e03b,3960,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/test/java/com/cpf/common/validation/HeaderValidatorTest.java,REFERENCE_UNCHANGED,PRODUCT_TEST,subset exact-SHA fixture comparison,4d331cb93b3e94a5b21395b768bd18f5852b9d5357de8d1be62ddfa531fa93b0,1483,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/canonical/platform-schema.json,MODIFY,PRODUCT_SOURCE,subset exact-SHA fixture comparison,c0b27b1ff8ac4adb697da4a2834eae5d79fa48cfdbef67bec5fd636b0e3ce707,956055,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-data-observability-policy.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,cff88b59feaebf5c083f60098e9a9684aba60c4f807dc39bd1f709b3332bd992,2227,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-data-retention-policy.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,84caf3c09a6341ffc44f72f21ff5a00966663b72fc2c98467d20d92df2a04ca3,1080,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-datasource-runtime-policy.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,0adaa8b20cf5d92ad6102fdd25f29aa8cc770efc397c4358dedcbd5c13c7be5e,2829,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-db-lifecycle-contract.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,e4462162a14e46b0aa23c4c4c47d4a7239a0477efd20b953df57c1d74118914d,3395,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-db-operability-contract.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,dbda1b8b39a592e1917d5c7f4fdadea0be322b2a18749955660ca5efa5dc5991,3923,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-db-performance-policy.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,def9615b19c8ebbc043f0a40a79a02b4de850ca5a91905532db7606a689f85c4,1866,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/cpf-test-data-policy.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,2f07893ac287430a0a8e63bd1f508f09cd2a323a2ee1a6e323ba85b93ed58d46,1480,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/metadata/platform-runtime-query-contract.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,d54dfbdd52bbb6110db5ed6f89d48fd6188a5de96df58ba24a15b579891114c5,70286,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/migration-lifecycle-policy.json,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,93cbdbd7d00d9ac215e23222c4d42734e2629d2a014ff212b6a9a35a74be1bfd,1900,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/calendar/delete.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,de9e6a20b2cf1f602dbf6d6402035212e419bc4406c639fb1fdaa9b84eb0aac9,95,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/calendar/find-range.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,33623ffe5d8202327ca5a1ebfa104c8304ff84b76313a945f505fff6a3a474df,201,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/calendar/find.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,cd2b1694573a3b89784b8519b14ad5bbdea8bf75a9808e8ac63f7b75cb4bd0b6,164,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/calendar/insert.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,ab5d0312aa72beb6dfced3096239d2f75f05956f39108a5ee969720d1438e98c,204,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/calendar/update.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,8388a2a0dbbe1c29f4710e73796d7fed780b27487e9bb86993089c465f10dac3,217,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/count-by-key.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,a0271af292db67b794c50330c2788f4803f5d790629bab2ea8f178f4f2400630,56,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/cursor-mariadb.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,524b7a11904ab1d5f6c89689620277d6ebec7a21c28994e1507620b631b5888b,273,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/cursor-oracle.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,e41220a7f99c776da5f001cf31f6221a7923037c1e59f29664ff2ad64111493c,289,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/cursor-postgresql.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,524b7a11904ab1d5f6c89689620277d6ebec7a21c28994e1507620b631b5888b,273,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/find-by-id.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,cf3dbb6598cce51db40673d8adedf60bed0d5ec349bec4d4033218d399bf9579,208,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/insert.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,128400d091346da3af1f3e6cabe026420a080f9c5f4297d8ca924292c94af193,197,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/offset-mariadb.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,c30429423c4e030410d048b72992e278a6b30fe302643966df1d3fa4583d72ca,397,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/offset-oracle.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,f4e7ce4702b577f91f9aeab076a8c44407624ad443073b1d57f949604f73edb9,402,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/offset-postgresql.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,c30429423c4e030410d048b72992e278a6b30fe302643966df1d3fa4583d72ca,397,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/soft-delete.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,df835356c4e26da39e57230ea01dc6901a61a5df65a8cba4d6340b0118961582,190,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/sample/update.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,8bcc062eb446d9c3897304e0f6e19de20475fbcbf0698c52b22eade8527f6031,243,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/template/approve.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,d28f69ddef9424068b755148ae0499a25d5bb41966e4af05f23ed77cc59ec2be,308,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/template/insert-audit.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,b7257aa08319539243d9c7217ee761b78d375b5caaf79b3e68e316c33980c6de,224,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/template/insert-draft.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,62ccecdf6ff9a074e534e4eaafff717c130134bfaa6e9b4166073d8fed46a230,207,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/template/lock-history.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,f8027d3cb18ee8ed2cf304759222a24c48dcb41957141e985cbd32e82b398bb7,235,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/template/retire.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,0624a83d0cf9a8cdcfc1388d60141ec3c0ef7b1dddf60d2027fdf423a8e99c29,266,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-tools/db/runtime-template/cmn/template/select-active.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,bfaadb1d14cf4bfa1bc37f4eef976e850735289045e41e401021d0066f3a8d7a,274,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
