request_id,entity_type,exact_id,link_reason,exception_reason
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040430,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040431,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040434,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040435,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040436,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040437,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040440,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040441,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040444,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040445,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040446,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040447,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040450,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040451,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040454,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040455,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040456,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040457,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040460,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040461,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040464,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040465,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040466,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040467,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040470,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040471,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040474,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040475,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040476,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040477,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040480,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040481,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040484,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040485,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040486,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040487,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040490,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040491,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040494,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040495,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040496,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040497,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040500,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040501,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040504,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040505,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040506,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040507,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040510,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040511,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040514,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040515,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040516,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040517,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040520,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040521,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040524,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040525,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040526,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040527,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040530,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040531,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040534,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040535,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040536,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040537,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040540,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040541,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040544,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040545,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040546,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040547,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040550,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040551,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040554,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040555,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040556,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040557,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040560,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040561,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040564,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040565,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040566,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040567,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040570,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040571,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040574,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040575,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040576,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040577,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040580,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040581,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040584,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040585,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040586,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040587,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040590,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040591,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040594,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040595,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040596,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040597,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040600,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040601,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040604,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040605,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040606,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040607,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040610,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040611,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040614,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040615,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040616,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040617,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040620,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040621,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040624,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040625,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040626,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040627,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040630,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040631,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040634,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040635,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040636,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040637,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040640,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040641,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040644,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040645,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040646,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040647,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040650,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040651,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040654,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040655,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040656,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040657,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040660,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040661,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040664,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040665,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040666,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040667,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040670,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040671,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040674,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040675,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040676,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040677,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040680,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040681,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040684,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040685,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040686,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040687,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040690,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040691,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040694,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040695,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040696,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040697,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040700,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040701,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040704,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040705,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040706,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040707,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040710,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040711,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040714,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040715,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040716,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040717,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040720,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040721,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040724,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040725,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040726,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040727,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040730,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040731,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040734,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040735,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040736,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040737,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040740,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040741,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040744,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040745,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040746,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040747,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040748,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040749,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040750,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040751,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040752,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040753,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040754,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-CORE-TIME-STANDARD,CPF_SC,CPF-SC-040755,SOURCE_SESSION_INTEGRATION_BLOCKER,
