entity_type,exact_id,classification,completion_evidence,protected_at
CPF_SC,CPF-SC-004909,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004909,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004910,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004910,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004911,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004911,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004912,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004912,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004913,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004913,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004914,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004914,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004915,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004915,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004916,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004916,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004917,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004917,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004918,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004918,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004919,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004919,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004920,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004920,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004921,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004921,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004922,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004922,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004923,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004923,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004924,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004924,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004925,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004925,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004926,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004926,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004927,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004927,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004928,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004928,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004929,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004929,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004930,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004930,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004931,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004931,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004932,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004932,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004933,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004933,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004934,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004934,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004935,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004935,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004936,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004936,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004937,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004937,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004938,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004938,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004939,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004939,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004940,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004940,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004941,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004941,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004942,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004942,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004943,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004943,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004944,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004944,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004945,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004945,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004946,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004946,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004947,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004947,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004948,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004948,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004949,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004949,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004950,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004950,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004951,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004951,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004952,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004952,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004953,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004953,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004954,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004954,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004955,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004955,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004956,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004956,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004957,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004957,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004958,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004958,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004959,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004959,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004960,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004960,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004961,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004961,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004962,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004962,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004963,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004963,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004964,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004964,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004965,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004965,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004966,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004966,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004967,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004967,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004968,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004968,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004969,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004969,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004970,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004970,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004971,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004971,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004972,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004972,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004973,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004973,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004974,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004974,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004975,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004975,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004976,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004976,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004977,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004977,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004978,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004978,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004979,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004979,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004980,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004980,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004981,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004981,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004982,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004982,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004983,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004983,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004984,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004984,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004985,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004985,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004986,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004986,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004987,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004987,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004988,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004988,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004989,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004989,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004990,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004990,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004991,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004991,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004992,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004992,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004993,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004993,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004994,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004994,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004995,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004995,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004996,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004996,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004997,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004997,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004998,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004998,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-004999,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-004999,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005000,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005000,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005001,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005001,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005002,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005002,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005003,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005003,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005004,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005004,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005005,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005005,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005006,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005006,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005007,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005007,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005008,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005008,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005009,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005009,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005010,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005010,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005011,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005011,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005012,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005012,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005013,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005013,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005014,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005014,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005015,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005015,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005016,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005016,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005017,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005017,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005018,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005018,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005019,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005019,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005020,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005020,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005021,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005021,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005022,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005022,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005023,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005023,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005024,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005024,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005025,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005025,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005026,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005026,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005027,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005027,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005028,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005028,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005029,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005029,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005030,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005030,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005031,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005031,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005032,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005032,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005033,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005033,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005034,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005034,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005035,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005035,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005036,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005036,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005037,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005037,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005038,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005038,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005039,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005039,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005040,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005040,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005041,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005041,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005042,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005042,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005043,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005043,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005044,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005044,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005045,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005045,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005046,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005046,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005047,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005047,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005048,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005048,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005049,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005049,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005050,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005050,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005051,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005051,2026-08-06T05:14:50+09:00
CPF_SC,CPF-SC-005052,PROTECTED_COMPLETED,EVID:CPF_SC:CPF-SC-005052,2026-08-06T05:14:50+09:00
