campaign_id,session_id,requirement_id,canonical_requirement_id,primary_entity_id,개발GPT_수행상태,개발GPT_자체검수상태,acceptance_result,test_method,assertion_ref,direct_or_alternative,actual_result,evidence_ref,remaining_gap
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007819,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,STATE 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007820,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,TRANSITION 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007821,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,COMMAND 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007822,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,QUERY 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007823,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,IDEMPOTENCY 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007824,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,CONCURRENCY 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007825,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,DEADLINE 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007826,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,RETRY 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007827,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,CIRCUIT 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007828,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,UNKNOWN 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007829,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,RECONCILE 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-FR-007830,OPS-CONFIG,CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,완료,완료,충족(대체검증),Java 21 Substitute Runtime + semantic/source/SQL contract validation,state/identity/version/CAS/attempt/fencing/UNKNOWN/rollback invariants,ALTERNATIVE,RECOVERY 계약과 실제 Runtime Control source/call path를 보정하고 Java21 compile/harness/SQL semantic assertion을 통과함.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_MAIN_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_TEST_COMPILE.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 formal build is not executed; this row does not imply capability-specific 54 adapters.
