requirement_id,canonical_requirement_id,parent_requirement_id,aspect_or_capability,acceptance_criteria,actual_source_default_implementation,actual_consumer_full_call_path,normal_error_edge_partial_recovery,test_method,assertion,execution_command,exit_code_actual_result,evidence_path,개발GPT_수행상태,개발GPT_자체검수상태,remaining_runtime_difference,primary_work_item_id
CPF-FR-017386,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017387,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017388,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017389,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017390,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017391,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017392,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017393,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 대상 선택가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017394,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 영향 Preview가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017395,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 사유·승인가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017396,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 Command 멱등가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017397,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 비동기 상태가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017398,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 UNKNOWN 복구가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017399,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 취소·재시도가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017400,OPS-CONFIG,UI-ADM-cache-control,UI,Cache Evict·Refresh·Reconcile의 결과·감사가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017401,OPS-CONFIG,UI-ADM-config-list,UI,Runtime Config Catalog의 화면 목적·Route·Menu가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-FR-017402,OPS-CONFIG,UI-ADM-config-list,UI,Runtime Config Catalog의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,cpf-admin/frontend/src/views/RuntimeControlPage.vue;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimeControlController.java,RuntimeControlPage.vue → admApi raw URL/generated client → ADM Controller → Runtime Control Plane,normal create/deliver/apply/ACK; invalid schema/identity; duplicate/idempotent; timeout/response loss UNKNOWN; partial failure; rollback/reconcile; process-kill/reclaim. Capability-specific gaps are recorded per row.,Node OpenAPI negative contract gate + source trace; Browser E2E unavailable,"POST requestBody 7, query parameter 5, raw URL consumer 10 defects detected",python build_dev6c_stub_compile_v2.py; python compile_dev6c_tests_stub.py; Java21 contract/state/agent/process-kill/fence harness; static DB/OpenAPI gates,0; 화면/Backend 경로는 존재하지만 OpenAPI snapshot과 Generated Client 계약이 불완전하고 Raw URL Consumer가 남아 있음.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,미완료,"6A owner: OpenAPI source regeneration, Generated Client 소비 전환, Browser E2E/401·403·409·429·500·503.",CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
