campaign_id,campaign_baseline_sha,assignment_revision,session_id,path,artifact_kind,change_action,existed_at_baseline,baseline_sha256,final_sha256,integration_required,integration_status,cleanup_eligible,cleanup_reason,cleanup_command,retained_reason,owner,notes
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeAck.java,PRODUCT_REQUIRED,MODIFY,true,e10ffcb785dade42312c458667f11724516180af28b0114ca118788d6fccfd50,a4cff2515dfa317d21e0e950910a36e3cb06d93c2606e94d44fabab9ccff07a3,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeApplyResultTest.java,PRODUCT_REQUIRED,ADD,false,,35051e0b7783da2edb679165540bed8f73ffeea5990be9826d783379f17cc95a,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeChangeCommandTest.java,PRODUCT_REQUIRED,ADD,false,,cb0ce778c6f0f9604d7108032ea1c7eedfa91f69876c4c168e28804293b0e0d1,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeDeliveryTest.java,PRODUCT_REQUIRED,ADD,false,,432f5f5ce1094da62df3195ad4e73fa3b2e053b9eceac64c4504cbd21d3866f1,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeInstanceRegistrationTest.java,PRODUCT_REQUIRED,ADD,false,,e5d2d874e15fc0e1134d8edc14adeca64a10d6628963ce722b980fd696011186,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimePayloadStrictAccessTest.java,PRODUCT_REQUIRED,ADD,false,,94fe0b7b40ff67a88d42b1001f300143aad82b14b014cc27b94127c638d7ed7d,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeRateLimitExceptionTest.java,PRODUCT_REQUIRED,ADD,false,,bf97444d0bbd12a40c12d51d3d782cd3a44d177e7c88e3a12abd3eb6bb0bca82,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeTargetSelectorTest.java,PRODUCT_REQUIRED,ADD,false,,fca30f5d6572b7b74b62e613194551fba9bd5619eb03e26651f45d28bbb11f96,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CAPABILITY_CONSUMER_COVERAGE.csv,EVIDENCE_RETAINED,ADD,false,,489d55404d5ad4796627e64456bb7ebd61dffc9f3023ef6f5ee808c0c53d81d0,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CODEX_REVIEW_REQUEST.md,EVIDENCE_RETAINED,ADD,false,,a66133c737623e8b39dbc00bafa07f60be3c639c405087086823d04122845257,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CPF_FR_SCOPE.csv,EVIDENCE_RETAINED,ADD,false,,6fcbf7b73354b128f9dc33223f99cbfd7df4b31a9f8dc7d70bf6943d5aca690f,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CPF_SC_SCOPE.csv,EVIDENCE_RETAINED,ADD,false,,5a36bd6d5fef070304674ebe81d1a470759317f9b95c9024037d3046624f2570,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/CROSS_SESSION_CHANGE_REQUEST.csv,EVIDENCE_RETAINED,ADD,false,,01e58c42d74591c5eb11e11ccfbe3f736d5d9cecd65845e587f10635c3747743,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/DELETE_MANIFEST.csv,EVIDENCE_RETAINED,ADD,false,,b5620c9aedd228a09f306dadae1408d35a5959ff64f374278bcd7afc1233639e,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/DEVELOPMENT_REQUIREMENT_RESULT.csv,EVIDENCE_RETAINED,ADD,false,,4a44e14d249b033f5a104ba23f3d80de69ca8b5fdf48fa9cc49b9b2db9e8130d,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/DEVELOPMENT_SCENARIO_RESULT.csv,EVIDENCE_RETAINED,ADD,false,,9fd86c2e3136080b9affc8ad5d3cb1915eb01338cb39c9237df9df59bb7ed326,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/DEVELOPMENT_SESSION_RESULT.csv,EVIDENCE_RETAINED,ADD,false,,148181f9dca5f02ed6f0605fb3ad10b1566b8ba62e3ab0ca5e503b321bbb1d18,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/ENGINEERING_GATE_SCOPE.csv,EVIDENCE_RETAINED,ADD,false,,8604ceb36d665e6496c1f27185966c9c142a7043d7a3e1c78fa6bc32b9c62b01,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/ENGINEERING_GATE_STATUS.csv,EVIDENCE_RETAINED,ADD,false,,add86cbbed22ce68df4ba376c7c9e5c9e8fef58a687b0a374ba128c44cf44c5f,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/FR_DEVELOPMENT_REVIEW.csv,EVIDENCE_RETAINED,ADD,false,,782b2c10831d0f22de8a5589fd2eb8a67b105413a9e147e0956642ea9522f370,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/HANDOVER.md,EVIDENCE_RETAINED,ADD,false,,382fea16df6b7b2eb509f3bee0673cdc0164e0278ce024d530ee7bc4a23dd6f2,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/OPEN_ISSUES.md,EVIDENCE_RETAINED,ADD,false,,8cf0aaae05b2d1cd87164b398b6e6fb83c1697006fc61bd046acc7d4688165e6,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/QA_REWORK_REQUEST.md,EVIDENCE_RETAINED,ADD,false,,baf55b16af25bfa260bbb0b0ee10421471f4b4abbd7bcb5c813932acc9b4e297,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/REQUIREMENT_STATUS.csv,EVIDENCE_RETAINED,ADD,false,,90fefcd1ad28ef9ed72026eebf5165fadde978a7a9212744bcafadc169fbca67,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/REVERSE_CHANGE_MANIFEST.csv,EVIDENCE_RETAINED,ADD,false,,2683033c99b1c02fc992592ecb0a20f25bfdfad30dbcce3d795375c8be805990,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/SCENARIO_STATUS.csv,EVIDENCE_RETAINED,ADD,false,,6094b37e67b681f5f119d1f082d76a02cb88a3c0909eead483491beb3a11d8f3,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/SESSION_CLEANUP_COMMAND.ps1,EVIDENCE_RETAINED,ADD,false,,4123139c1abc5dbff308ea2d86ab58aade31dbb2a16bfce1421e66aafde483b1,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/SESSION_SCOPE.csv,EVIDENCE_RETAINED,ADD,false,,759ffeed535a8b0b47a96d8905e49ef9d2b47c224579ef0f9bf40f1647db9dea,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/SESSION_SCOPE.md,EVIDENCE_RETAINED,ADD,false,,90d67387e5577239b1906c5921af9cad36ae63ce94ce8394e41d45e132650fc8,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/TEST_AND_EVIDENCE.md,EVIDENCE_RETAINED,ADD,false,,0299d5b3151cf39a7f01b27d6fb8223413d81d81c4c680e13e0f6382b6be2e63,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/WORK_ITEM_SCOPE_COVERAGE.csv,EVIDENCE_RETAINED,ADD,false,,289afce14d3aab987595aae8d08de5302b90115dcbf2d0460b9b6bd54e776f38,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,EVIDENCE_RETAINED,ADD,false,,b9a3aeb8e7be7786e0af614d4f72d65f0f925753b54f2a9c73f734181cdb570c,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AUTOCONFIG_HARNESS.txt,EVIDENCE_RETAINED,ADD,false,,85b330213cbd15674f207b7f4d38d2443748e832eb6bc2fbf860b64fe378d0ae,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_BASELINE_CONFIRMATION.json,EVIDENCE_RETAINED,ADD,false,,36caa3b3bf276b87ccecf039c282b5916560faec22abcf14b71a7fc6cf6bb398,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt,EVIDENCE_RETAINED,ADD,false,,8cd40859607b3e3d70ea332996f51bc566d02bf50af0d9c9a4538d923f82241a,false,RETAIN_WITH_SESSION_RESULT,false,,,V8 evidence and append-only session result,V8 session result owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
