campaign_id,session_id,scenario_id,requirement_id,canonical_requirement_id,primary_entity_id,scenario_class,개발GPT_자체검수상태,test_method,assertion_ref,verification_type,actual_result,evidence_ref,remaining_gap
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001548,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,SECURITY_LEAK,미완료,security source trace only,원문 0 또는 승인 범위 / failure=Log/DOM/Storage/Evidence 원문,STATIC,SECURITY_LEAK: controller/security integration and target authorization runtime not executed.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,ADM/Security owner negative authorization and secret-leak runtime required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001549,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,POSITIVE,완료,Java21 state/contract/failure-injection harness,정상 상태·side effect·tracking 일치 / failure=Mock-only 또는 Consumer 미호출,ALTERNATIVE,POSITIVE generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001550,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,INVALID,완료,Java21 state/contract/failure-injection harness,표준 field/path 오류·side effect 0 / failure=500/raw exception/부분 저장,ALTERNATIVE,INVALID generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001551,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,UNAUTHORIZED,미완료,security source trace only,Server 거부·Audit·민감정보 0 / failure=버튼만 숨김/default allow,STATIC,UNAUTHORIZED: controller/security integration and target authorization runtime not executed.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,ADM/Security owner negative authorization and secret-leak runtime required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001552,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,CONFLICT,완료,Java21 state/contract/failure-injection harness,409·기존 결과 보존·lost update 0 / failure=후행 요청 덮어씀,ALTERNATIVE,CONFLICT generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001553,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,DUPLICATE,완료,Java21 state/contract/failure-injection harness,"동일 replay, 다른 payload conflict / failure=side effect 2회",ALTERNATIVE,DUPLICATE generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001554,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,TIMEOUT_PRE,완료,Java21 state/contract/failure-injection harness,retryable failure·side effect 0 / failure=UNKNOWN/성공 오인,ALTERNATIVE,TIMEOUT_PRE generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001555,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,RESPONSE_LOSS,완료,Java21 state/contract/failure-injection harness,UNKNOWN·blind retry 금지·reconcile / failure=자동 실패/무조건 retry,ALTERNATIVE,RESPONSE_LOSS generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001556,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,PARTIAL,완료,Java21 state/contract/failure-injection harness,개별 성공/실패/unknown 보존 / failure=전체 성공/실패로 축약,ALTERNATIVE,PARTIAL generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001557,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,PROCESS_KILL,완료,Java21 child JVM Runtime.halt(23) recovery harness,lease 회수·stale fencing·복구 / failure=고아 상태·중복,ALTERNATIVE,PREPARED persisted; restart replay APPLIED; ACK cleanup EMPTY PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_PROCESS_KILL_HARNESS.txt,Java25 formal child-process repeat remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001558,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,MULTI_INSTANCE,미완료,fencing/reclaim harness + source/SQL CAS trace,version/state 일치·중복 0 / failure=local state 의존,ALTERNATIVE_PARTIAL,"stale fence rejected and deferred reclaim PASS, but two JVM + real DB was not executed.",cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_FENCE_RECOVERY_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 two JVM and Oracle/PostgreSQL/MariaDB contention execution required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001559,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,ROLLBACK,완료,Java21 state/contract/failure-injection harness,데이터 보존·actual 일치·audit / failure=부분 rollback·drift,ALTERNATIVE,ROLLBACK generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001560,CPF-FR-007870,OPS-DRIFT,CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,SECURITY_LEAK,미완료,security source trace only,원문 0 또는 승인 범위 / failure=Log/DOM/Storage/Evidence 원문,STATIC,SECURITY_LEAK: controller/security integration and target authorization runtime not executed.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,ADM/Security owner negative authorization and secret-leak runtime required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007409,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,LOAD,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007410,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,DATA,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007411,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,EMPTY,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007412,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,ERROR,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007413,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,FORBIDDEN,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007414,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,CONFLICT,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007415,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,SESSION,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007416,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,PARTIAL,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007417,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,DEEP_LINK,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007418,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,KEYBOARD,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-007419,CPF-FR-017033,OPS-DRIFT,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,MASKING,미완료,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치 / failure=white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,STATIC_NEGATIVE,requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,6A OpenAPI/Generated Client correction and Browser E2E required.
