path,sizeBytes,sha256
binary-repository/com/cpf/runtime/cpf-security-resource-server-runtime/1.0.0/cpf-security-resource-server-runtime-1.0.0.jar,24906,54f203d05cb5aac70349b8cdde5b3d763784f44095e6b49a4b89b126bdf7775d
binary-repository/com/cpf/runtime/cpf-security-resource-server-runtime/1.0.0/cpf-security-resource-server-runtime-1.0.0.pom,2637,6f121165d9c5a349802e1d946324d5c5632da88822a3788a28ffaf1eabe175a4
binary-repository/com/cpf/runtime/cpf-web-runtime/1.0.0/cpf-web-runtime-1.0.0.jar,161627,2f6080dfe19dd9b98aaa62f95539c57a83d866eb27edfd63b8f7ddd446c9a9db
binary-repository/com/cpf/runtime/cpf-web-runtime/1.0.0/cpf-web-runtime-1.0.0.pom,2962,2129cea00bb2ad9ba3a54a570eb0f157743fe6b497bc11ac2c981a6200139c33
binary-repository/com/cpf/starter/cpf-starter/1.0.0/cpf-starter-1.0.0.jar,16096,e152fc93f19996188fdb40f71536827cf92b75aa64cfad5b029afca0a7c7a525
binary-repository/com/cpf/starter/cpf-starter/1.0.0/cpf-starter-1.0.0.pom,2053,4aad8edae49126738e3282cca0eb30ac0ef7fe502697415ba1c91c748115d5e9
binary-repository/com/cpf/starter/cpf-starter-batch/1.0.0/cpf-starter-batch-1.0.0.jar,946,321ff3607ccd54723e9908f73c11e1b234b69356d3bc9e61c47eec62cc9356f6
binary-repository/com/cpf/starter/cpf-starter-batch/1.0.0/cpf-starter-batch-1.0.0.pom,2263,419d120dd5278b07620e7e4e04a92d6220a704032aea114f18478e55b33a23cb
binary-repository/com/cpf/starter/cpf-starter-bff/1.0.0/cpf-starter-bff-1.0.0.jar,948,459615db20b1c50d39a308af5d3ea98b4e0d192a32c42c17219528541def236b
binary-repository/com/cpf/starter/cpf-starter-bff/1.0.0/cpf-starter-bff-1.0.0.pom,2070,a699aafbfcac4c5ca7d1a870c3d3a45007c60c2b2c0fd4dda97aa7000b83bd3e
binary-repository/com/cpf/starter/cpf-starter-cache-caffeine/1.0.0/cpf-starter-cache-caffeine-1.0.0.jar,16415,640dff5afaa7f68f3678a21efe72f2a34188fedd48af9d792717dbd5fcba1550
binary-repository/com/cpf/starter/cpf-starter-cache-caffeine/1.0.0/cpf-starter-cache-caffeine-1.0.0.pom,2041,ceb6df502a6c70ca4a2e4dc6949438226c12acdab0ae9717decdda3b6523f728
binary-repository/com/cpf/starter/cpf-starter-cache-redis/1.0.0/cpf-starter-cache-redis-1.0.0.jar,7408,e0d8d2d9560a3c5842692c9fcf4924d4ba60bfbc8ebb6057d2ae95922350beab
binary-repository/com/cpf/starter/cpf-starter-cache-redis/1.0.0/cpf-starter-cache-redis-1.0.0.pom,2255,50a172b53d54537023a95672912a479d608014ac17b3e688d2e2bec1e12fdea0
binary-repository/com/cpf/starter/cpf-starter-cache-valkey/1.0.0/cpf-starter-cache-valkey-1.0.0.jar,9149,7836a4120516d57849251f9d2f0a94762afec81c52c28ac6b8bb26dcb59ddcf6
binary-repository/com/cpf/starter/cpf-starter-cache-valkey/1.0.0/cpf-starter-cache-valkey-1.0.0.pom,2256,a3f11ec713ef163f8116bd849f0024f5b168beec3cc1d629948ee075f1189cc0
binary-repository/com/cpf/starter/cpf-starter-common/1.0.0/cpf-starter-common-1.0.0.jar,26878,8a8bd446e7266781e656317aeeda667cccf6c5b0c483559a6cfe2344cb6edb0d
binary-repository/com/cpf/starter/cpf-starter-common/1.0.0/cpf-starter-common-1.0.0.pom,3936,940c6d300318264df147d1e9cf02ec6945205f4068cee64c99c02ad394728314
binary-repository/com/cpf/starter/cpf-starter-data-jdbc/1.0.0/cpf-starter-data-jdbc-1.0.0.jar,84843,3b8b65d42edfede47019a97f42d585228f23b4cbd148ee95bcf791adf7967715
binary-repository/com/cpf/starter/cpf-starter-data-jdbc/1.0.0/cpf-starter-data-jdbc-1.0.0.pom,3370,3806db9757b8af9757556a86c026af15186155b139963fd0335eb7d58412c995
binary-repository/com/cpf/starter/cpf-starter-data-jpa/1.0.0/cpf-starter-data-jpa-1.0.0.jar,28619,07658ecda04a155e6411fd53c9ea03d0a37540710ef15030b0c203d97d19c518
binary-repository/com/cpf/starter/cpf-starter-data-jpa/1.0.0/cpf-starter-data-jpa-1.0.0.pom,2598,8565365db1263b56fd668ec971f9157705b64dc8271fe829c1f126ff3f0f936e
binary-repository/com/cpf/starter/cpf-starter-data-mybatis/1.0.0/cpf-starter-data-mybatis-1.0.0.jar,21442,84508bad7b7ad4449332ad21da29e00c90739471dbfd90ed8e9dcf69cc223fa5
binary-repository/com/cpf/starter/cpf-starter-data-mybatis/1.0.0/cpf-starter-data-mybatis-1.0.0.pom,2675,396eaa000efd831a71ea8393a53889bee1e8610f2c0f4edd875b2ff13fa78802
binary-repository/com/cpf/starter/cpf-starter-event/1.0.0/cpf-starter-event-1.0.0.jar,939,e89ed92c3a7e52c2979480ab8237432b19a0a773f570f5df1dbbd09a73c55d3e
binary-repository/com/cpf/starter/cpf-starter-event/1.0.0/cpf-starter-event-1.0.0.pom,2080,ef267a06bd6ad7929b0798269ad939544266a6b9a522b987dd882459679b3281
binary-repository/com/cpf/starter/cpf-starter-file-attachment/1.0.0/cpf-starter-file-attachment-1.0.0.jar,32288,06007eaeef3194adde62ebfc59a9c8199a8c22c0b3ab6d5fc47d54b6be57cbed
binary-repository/com/cpf/starter/cpf-starter-file-attachment/1.0.0/cpf-starter-file-attachment-1.0.0.pom,2475,7026e6792cac2ecaa6b0ad14457b7a824b93213fa81f282244e250e07a557c8a
binary-repository/com/cpf/starter/cpf-starter-graphql/1.0.0/cpf-starter-graphql-1.0.0.jar,21253,4b13da0d8d7dd474ddb5f13f63ea2fd8269be95e505e18b57387bce4902fc12b
binary-repository/com/cpf/starter/cpf-starter-graphql/1.0.0/cpf-starter-graphql-1.0.0.pom,2249,f82774fc78bfab92b132c6f4a31abe2b2c18763465e846d202445df696125f36
binary-repository/com/cpf/starter/cpf-starter-integration-fixed-length/1.0.0/cpf-starter-integration-fixed-length-1.0.0.jar,71381,d918639ff2d4602f4224e45e4e0d45cc75995f9d268c450d4280b1b128d135dd
binary-repository/com/cpf/starter/cpf-starter-integration-fixed-length/1.0.0/cpf-starter-integration-fixed-length-1.0.0.pom,2491,9cb5c82e2dd59080e071cc79f568102faed4e6a367f13a4ff827af8d023bd040
binary-repository/com/cpf/starter/cpf-starter-integration-http/1.0.0/cpf-starter-integration-http-1.0.0.jar,178854,2f60e1476ca0c3afb8f84f5850e76491ca4ebb7ecd6f9133f65e3d04eabf2c3c
binary-repository/com/cpf/starter/cpf-starter-integration-http/1.0.0/cpf-starter-integration-http-1.0.0.pom,3854,a23cc151556fd6fb4fc08563d0a434a8358cae154e35b656c7c0dd00204c1c7d
binary-repository/com/cpf/starter/cpf-starter-integration-resilience/1.0.0/cpf-starter-integration-resilience-1.0.0.jar,163593,b027adc138c3ff56207990ff8bdbfb7271a09441d550ec10cc9ffa95091c4f00
binary-repository/com/cpf/starter/cpf-starter-integration-resilience/1.0.0/cpf-starter-integration-resilience-1.0.0.pom,3701,5fd223a96bd753b21ef78e1cd2167e0d515f8613e7918ca7c5716b10d89839da
binary-repository/com/cpf/starter/cpf-starter-lock-valkey/1.0.0/cpf-starter-lock-valkey-1.0.0.jar,9919,eca05c0be94280563c6179c3ac30409bf97b5a15573e3d6f11cfa9d88a882e73
binary-repository/com/cpf/starter/cpf-starter-lock-valkey/1.0.0/cpf-starter-lock-valkey-1.0.0.pom,1879,9c6835d937121fe4d096360122894582a8730da25be312a779251fcc2d2cdc79
binary-repository/com/cpf/starter/cpf-starter-messaging-ibm-mq/1.0.0/cpf-starter-messaging-ibm-mq-1.0.0.jar,19417,4c2bc9d3492e6cbc5695cf451f9748ec72c439ad67dc3c5a6ab965de0c8c2026
binary-repository/com/cpf/starter/cpf-starter-messaging-ibm-mq/1.0.0/cpf-starter-messaging-ibm-mq-1.0.0.pom,2373,74e7b6affb52ebde9ef6b3d8d3c3e1cbbf73256cceb95c3a38a0ee435b5f5dd3
binary-repository/com/cpf/starter/cpf-starter-messaging-jms/1.0.0/cpf-starter-messaging-jms-1.0.0.jar,18485,64cea7ff04922a3d0ca97a6b9073ca7c4f43fe338bf8e0920dcab00b64cfd2f5
binary-repository/com/cpf/starter/cpf-starter-messaging-jms/1.0.0/cpf-starter-messaging-jms-1.0.0.pom,2370,89238d25e03024157d3bc9fb3c5ce46ec7fc9a0adf0e33c6b4646f43cadc828f
binary-repository/com/cpf/starter/cpf-starter-messaging-kafka/1.0.0/cpf-starter-messaging-kafka-1.0.0.jar,22881,d26933ad724a804c9ebccadee3759b2b20b3cfd051d53a2186430767809846c6
binary-repository/com/cpf/starter/cpf-starter-messaging-kafka/1.0.0/cpf-starter-messaging-kafka-1.0.0.pom,2406,fb1c618afa490dbeebfb9ef80b7de4f2aef1ef8e1df7171dc1a00ce8497fb9d9
binary-repository/com/cpf/starter/cpf-starter-messaging-rabbitmq/1.0.0/cpf-starter-messaging-rabbitmq-1.0.0.jar,21105,541ebc0bfea2e3eecf3c476d6d08669f0082ff1d4230e586b5c086aa546a5571
binary-repository/com/cpf/starter/cpf-starter-messaging-rabbitmq/1.0.0/cpf-starter-messaging-rabbitmq-1.0.0.pom,2249,7fc6a0760d0b18acac99de325f8a8ac38e8740c2f498e7c783a88e8a694d71b5
binary-repository/com/cpf/starter/cpf-starter-object-storage-s3/1.0.0/cpf-starter-object-storage-s3-1.0.0.jar,20715,ae40bb47ceaeb724c06308da3817895dbb0392a3b6d1a6119224de4088f9c722
binary-repository/com/cpf/starter/cpf-starter-object-storage-s3/1.0.0/cpf-starter-object-storage-s3-1.0.0.pom,2803,61fca9c97613179e6011e4bebed7f754260c7b48835c58819db6b3faefa1dde5
binary-repository/com/cpf/starter/cpf-starter-oidc/1.0.0/cpf-starter-oidc-1.0.0.jar,18840,5f1289e18afb63ddde13d3cde4cce2ebae0d6bab86bf30987ddb4973e3fb7df0
binary-repository/com/cpf/starter/cpf-starter-oidc/1.0.0/cpf-starter-oidc-1.0.0.pom,2405,9a2d19d6e31b03ce988e52013372fe5fab868fcd1c0603051f12328b66a6b63d
binary-repository/com/cpf/starter/cpf-starter-realtime/1.0.0/cpf-starter-realtime-1.0.0.jar,40425,314c6835da62c9d51367f14006474cd95d9bf854aeac4e2af1c5705be3172fd6
binary-repository/com/cpf/starter/cpf-starter-realtime/1.0.0/cpf-starter-realtime-1.0.0.pom,2062,06510818c85f5aa6f0abd2e1f6a27008674bcb05f45fd40cd63eb47c795ecd46
binary-repository/com/cpf/starter/cpf-starter-secure-api/1.0.0/cpf-starter-secure-api-1.0.0.jar,970,ec4bb79ca442546f4afaf1d27cd11e00f54e435beed0504362477524407dfcbe
binary-repository/com/cpf/starter/cpf-starter-secure-api/1.0.0/cpf-starter-secure-api-1.0.0.pom,2296,6953f758979739fa3c0dda79ae3045c8cdda53341a3fd0ce63b183a1d7331c00
binary-repository/com/cpf/starter/cpf-starter-session-jdbc/1.0.0/cpf-starter-session-jdbc-1.0.0.jar,53892,4d19f3f3d6fbf79450164d702976766aadff62f302ad9e2bd740b9037b75a756
binary-repository/com/cpf/starter/cpf-starter-session-jdbc/1.0.0/cpf-starter-session-jdbc-1.0.0.pom,3301,297da18f95a885492530e8c84721f8fa8588c6b4c27745ec900567702c3c127d
binary-repository/com/cpf/starter/cpf-starter-session-valkey/1.0.0/cpf-starter-session-valkey-1.0.0.jar,13775,3142f1c22f8e151a168beb19334326cc9ec828c9a1d89c03cb539e848c209770
binary-repository/com/cpf/starter/cpf-starter-session-valkey/1.0.0/cpf-starter-session-valkey-1.0.0.pom,2234,0c0204f93f3fb2e3b060af9ad1f62bee8669cc42527d4bf4d3cba37230832122
binary-repository/com/cpf/starter/cpf-starter-web-api/1.0.0/cpf-starter-web-api-1.0.0.jar,951,db8c85e6543edab333d1a6b7da4708e68b77183d87388fbf1812faa34c32a679
binary-repository/com/cpf/starter/cpf-starter-web-api/1.0.0/cpf-starter-web-api-1.0.0.pom,2335,174f44d5dacae80796f6aab3489ed9ea14923bfc9e70daee7b85d959277033f0
binary-repository/com/cpf/testkit/cpf-testkit/1.0.0/cpf-testkit-1.0.0.jar,39837,b432e2f36c47e30443bd1db6f1a2a7b8a00e3b60a2723462452baf9d9bd2c51a
binary-repository/com/cpf/testkit/cpf-testkit/1.0.0/cpf-testkit-1.0.0.pom,2755,b5c2ecff56772670f2676fd6a9fcb512b37ce2c9e538b81821f3c6ed7c30b6a4
binary-repository/com/cpf/tooling/cpf-generator-cli/1.0.0/cpf-generator-cli-1.0.0-linux-x64.json,340,d3aecd1a85f5f1741b22faa3bef04d3718928821a7b2cda9777d1236f490fcb8
binary-repository/com/cpf/tooling/cpf-generator-cli/1.0.0/cpf-generator-cli-1.0.0-linux-x64.zip,8123159,25a3cd995f19845eb860d5a6a88cf32f4dc5937054a871ff593ebefe8acb9ce1
