work_item_id,canonical_requirement_id,priority,work_type,axis,axis_title,owner,dependencies,markdown_file,ledger_part,development_status,verification_status,next_action
CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-LAYER-02-IMPLEMENTATION_CONSUMER,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-LAYER-03-VERIFICATION_EVIDENCE,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP;CPF-WP-ARCH-LAYER-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ARCH-LAYER-04-GENERATION_COMPATIBILITY,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-API-02-IMPLEMENTATION_CONSUMER,CORE-API,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-API-03-VERIFICATION_EVIDENCE,CORE-API,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-API-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-SPI-02-IMPLEMENTATION_CONSUMER,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-SPI-03-VERIFICATION_EVIDENCE,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-SPI-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-SPI-04-GENERATION_COMPATIBILITY,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-CONFIG-02-IMPLEMENTATION_CONSUMER,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-CONFIG-03-VERIFICATION_EVIDENCE,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-CONFIG-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-CONFIG-04-FAILURE_RECOVERY,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-CONFIG-05-OPERATIONS_SECURITY,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-TESTKIT-02-IMPLEMENTATION_CONSUMER,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-TESTKIT-03-VERIFICATION_EVIDENCE,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-TESTKIT-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CORE-TESTKIT-04-FAILURE_RECOVERY,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP,CPF-CALL,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-CALL-02-IMPLEMENTATION_CONSUMER,CPF-CALL,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-CALL-03-VERIFICATION_EVIDENCE,CPF-CALL,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-CALL-02-IMPLEMENTATION_CONSUMER,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-CALL-04-FAILURE_RECOVERY,CPF-CALL,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,CPF-REGISTRY,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-REGISTRY-02-IMPLEMENTATION_CONSUMER,CPF-REGISTRY,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-REGISTRY-03-VERIFICATION_EVIDENCE,CPF-REGISTRY,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-REGISTRY-02-IMPLEMENTATION_CONSUMER,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-REGISTRY-04-FAILURE_RECOVERY,CPF-REGISTRY,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-REGISTRY-05-OPERATIONS_SECURITY,CPF-REGISTRY,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-REGISTRY-06-GENERATION_COMPATIBILITY,CPF-REGISTRY,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,CPF-ROUTING,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-ROUTING-02-IMPLEMENTATION_CONSUMER,CPF-ROUTING,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-ROUTING-03-VERIFICATION_EVIDENCE,CPF-ROUTING,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-ROUTING-02-IMPLEMENTATION_CONSUMER,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-ROUTING-04-FAILURE_RECOVERY,CPF-ROUTING,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-ROUTING-05-OPERATIONS_SECURITY,CPF-ROUTING,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-ROUTING-06-GENERATION_COMPATIBILITY,CPF-ROUTING,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,CPF-HEALTH,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEALTH-02-IMPLEMENTATION_CONSUMER,CPF-HEALTH,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEALTH-03-VERIFICATION_EVIDENCE,CPF-HEALTH,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-HEALTH-02-IMPLEMENTATION_CONSUMER,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEALTH-04-OPERATIONS_SECURITY,CPF-HEALTH,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEALTH-05-DATA_MIGRATION,CPF-HEALTH,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEALTH-06-GENERATION_COMPATIBILITY,CPF-HEALTH,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CPF-HEADER-01-CONTRACT_OWNERSHIP,CPF-HEADER,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,미구현,미검증,전체 Scope 분석 후 dependency 순서로 구현
