from_entity_id,to_entity_id,dependency_type,mandatory,reason
CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CPF-WP-CORE-CONFIG-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CPF-WP-CORE-TESTKIT-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CPF-WP-CORE-TESTKIT-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CORE-TESTKIT-02-IMPLEMENTATION_CONSUMER,CPF-WP-CORE-TESTKIT-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CPF-WP-CORE-TESTKIT-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CALL-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CALL-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CALL-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-CALL-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CALL-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CALL-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-REGISTRY-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-REGISTRY-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-REGISTRY-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-REGISTRY-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-REGISTRY-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-REGISTRY-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-REGISTRY-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-REGISTRY-06-GENERATION_COMPATIBILITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROUTING-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROUTING-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROUTING-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-ROUTING-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROUTING-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROUTING-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROUTING-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROUTING-06-GENERATION_COMPATIBILITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEALTH-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEALTH-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEALTH-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-HEALTH-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEALTH-04-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEALTH-05-DATA_MIGRATION,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEALTH-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEALTH-06-GENERATION_COMPATIBILITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEADER-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEADER-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEADER-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-HEADER-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-HEADER-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-HEADER-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CONTEXT-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CONTEXT-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CONTEXT-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CONTEXT-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CONTEXT-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-CONTEXT-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CONTEXT-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CONTEXT-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-CONTEXT-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-CONTEXT-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TXID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TXID-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TXID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TXID-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TXID-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-TXID-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TXID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TXID-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TXID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TXID-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROLE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROLE-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROLE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROLE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROLE-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-ROLE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROLE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROLE-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ROLE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ROLE-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ERROR-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ERROR-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ERROR-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ERROR-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ERROR-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-ERROR-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-ERROR-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-ERROR-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-VALID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-VALID-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-VALID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-VALID-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-VALID-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-VALID-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-VALID-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-VALID-04-DATA_MIGRATION,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-IDEMP-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-IDEMP-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-IDEMP-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-IDEMP-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-IDEMP-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-IDEMP-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-IDEMP-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-IDEMP-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-STATE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-STATE-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-STATE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-STATE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-STATE-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-STATE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-STATE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-STATE-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOCK-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOCK-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOCK-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOCK-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOCK-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-LOCK-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOCK-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOCK-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-RESILIENCE-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-RESILIENCE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-RESILIENCE-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-RESILIENCE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-RESILIENCE-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-RESILIENCE-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-DEADLINE-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-DEADLINE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-DEADLINE-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-DEADLINE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-DEADLINE-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-DEADLINE-05-DATA_MIGRATION,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-SCHED-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-SCHED-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-SCHED-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-SCHED-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-SCHED-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-SCHED-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-SCHED-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-SCHED-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-OPSDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-OPSDB-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-OPSDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-OPSDB-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-OPSDB-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-OPSDB-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-OPSDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-OPSDB-04-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-OPSDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-OPSDB-05-DATA_MIGRATION,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGDB-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-LOGDB-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGDB-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGDB-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGDB-06-DATA_MIGRATION,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-FILELOG-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-FILELOG-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-FILELOG-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-FILELOG-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-FILELOG-06-DATA_MIGRATION,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TRACE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-TRACE-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TRACE-04-FAILURE_RECOVERY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-TRACE-05-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-MASK-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,CPF-WP-CPF-MASK-03-VERIFICATION_EVIDENCE,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,CPF-WP-CPF-MASK-04-OPERATIONS_SECURITY,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,CPF-WP-CORE-FIXED-02-IMPLEMENTATION_CONSUMER,WORK_ITEM_DEPENDENCY,true,V7.1 Work Package dependency
