exact_path,type,reason,replacement,content_migrated,link_checked,runtime_usage,source_usage,deletion_risk,decision
cpf-docs/assets/manual/batch-flow.svg,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/deploy-flow.png,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/deploy-flow.svg,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/developer-flow.png,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/developer-flow.svg,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/integration-flow.png,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/integration-flow.svg,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/ops-flow.png,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/ops-flow.svg,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/security-flow.png,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manual/security-flow.svg,file,구형 문서 시각 자산 - 최종 공식 문서에서 미사용,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-cache-screen.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-center-cut-screen.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-incident-decision.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-integration-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-mfa-login.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-permission-screen.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-runtime-screen.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-adm-screen-anatomy.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-batch-book-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-batch-lifecycle.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-batch-reconciliation.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-bza-authorization.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-bza-book-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-bza-screen-anatomy.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-cache-durable-invalidation.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-command-lifecycle.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-common-durable-change.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-config-change-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-db-lifecycle-book.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-db-lifecycle.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-document-map.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-document-quality-gate.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-gateway-publish-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-gateway-publish.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-gateway-route-workbench.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-gateway-screen-anatomy.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-integration-closure-operations.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-integration-closure-screen.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-module-dependency.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-online-transaction.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-operation-decision.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-operator-first-response.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-pay-book-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-pay-reference-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-platform-install-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-platform-install.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-profile-decision.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-reader-journey.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-reader-start.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-runtime-control.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-security-control.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-template-lifecycle.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/manuals/cpf-unknown-result.svg,file,구형 SVG 문서 자산 - 최종 공식 문서에서 참조되지 않음,cpf-docs/assets/manuals/*.png,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-architecture-premium.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-architecture.png,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-architecture.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-batch-centercut.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-capability-map.png,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-capability-map.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-development-flow.png,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-development-flow.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-doc-map-premium.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-doc-map.png,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-doc-map.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-generated-domain.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-hero-premium.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-hero.png,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-orchestration.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-starter-expansion.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/assets/readme/cpf-value-pillars.svg,file,이전 README 시각 자산 - 최종 README에서 미사용,cpf-docs/assets/readme/* 신규 PNG,YES,YES,NO,NO,LOW,DELETE
cpf-docs/deliverables/evidence/documentation_rebuild_final/BASELINE.md,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/CLEANUP_CANDIDATES.csv,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/DOCUMENT_PAGE_COUNT.csv,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/DOCUMENT_REPLACEMENT_MAP.csv,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/DOCUMENT_REVIEW.md,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/MANUAL_CONTENT_QA.csv,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/README_LINK_QA.csv,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/evidence/documentation_rebuild_final/SOURCE_PATH_QA.csv,file,이전 문서 rebuild 중간 Evidence - 최종 documentation Evidence로 대체; 보호 경로 자동 삭제 제외,cpf-docs/deliverables/evidence/documentation/*,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/API계약흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/API오류멱등성흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF가필요한이유.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF경량코어스타터분리.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF경량코어의존구조.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF고객책임경계.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF도입여정.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF독자별읽기지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF스타터등록방식.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF스타터묶음선택지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF스타터선택가이드.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF스타터프로젝트관리.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF업무예시지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF업무전체여정.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF역할별변화.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF제품가치지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF제품구성쉬운지도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF제품한눈에보기.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/CPF핵심용어쉬운설명.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/거래컨텍스트구성.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/게이트웨이구조.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/계층코딩표준.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/관측복구흐름.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/기술검토프레임.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/기술계약구성도.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/기술구성가치연결.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/기술스택레이어.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/기술표준생명주기.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/논리스키마맵.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/데이터베이스생명주기.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/데이터보존파티션.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
cpf-docs/deliverables/png/데이터소유권구조.png,file,이전 산출물 렌더 PNG - 공식 문서/자산에서 미사용; 보호 경로 자동 삭제 제외,최종 공식 문서 내 임베디드/신규 PNG 자산,YES,YES,NO,NO,PROTECTED,KEEP_PROTECTED
