evidence_id,scope,command,required_environment,required_outputs,exact_sha_rule,time_rule,sanitization_rule,pass_rule,status
QA33-EV-001,Baseline,git rev-parse HEAD; git rev-parse origin/master; git status --porcelain=v1,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,HEAD/origin equality and clean status,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-012,BFF Security,gradlew.bat :cpf-admin:test :cpf-biz-admin:test :cpf-starter-security:test,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,csrf/fixation/token leak/force logout,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-013,Gateway Unit,gradlew.bat :cpf-gateway:test :cpf-gateway:bootJar,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,SCG route/policy/artifact,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-014,Gateway Scale,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Scope gateway,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,multi-instance/retry/stream/disconnect,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-015,Batch Unit,gradlew.bat :cpf-batch:execution-runtime:test :cpf-batch:testkit:test,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,job/step/status/checksum/idempotency,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-016,Kafka Integration,gradlew.bat qa33IntegrationTest -Pqa33Kafka=true,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,remote partition/chunk/step/rebalance/DLT,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-017,Scheduler,gradlew.bat qa33IntegrationTest -Pqa33Scheduler=true,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,db-scheduler multi-instance/outbox/misfire,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-018,MariaDB,gradlew.bat qa33IntegrationTest -Pqa33Vendors=mariadb,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,install/upgrade/rollback/reapply,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-019,PostgreSQL,gradlew.bat qa33IntegrationTest -Pqa33Vendors=postgresql,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,install/upgrade/rollback/reapply,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-020,Oracle,gradlew.bat qa33IntegrationTest -Pqa33Vendors=oracle,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,install/upgrade/rollback/reapply,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-021,Deployment,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Scope deployment,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,selective rollback/idempotency/lock loss,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-022,Agent,cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Scope agent,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,signature/state/rollback/tamper/power loss,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-023,Archive,gradlew.bat :cpf-core:test --tests '*Archive*',exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,large streaming/security corpus/atomic cleanup,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-024,CycloneDX,gradlew.bat cyclonedxBom,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,resolved dependency SBOM,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-025,ORT,ort analyze/evaluate/report with pinned config,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,license policy/NOTICE/source obligations,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-026,Syft,syft <each-final-artifact> -o cyclonedx-json,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,final artifact filesystem SBOM,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-027,Grype,grype sbom:<syft-output> --fail-on high,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,CVE policy,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
QA33-EV-028,Evidence Closure,python cpf-tools/scripts/verify-cpf-qa33-result-coverage.py --root . --release,exact Java25/Node/npm/DB/Kafka/Browser/tool versions recorded,all requirement/scenario exact-SHA closure,sourceSha=resultSha=latest master exact SHA; input/output artifact SHA-256 recorded,startedAt/finishedAt Asia/Seoul and duration required,password/token/secret/session/cookie/private key/PII raw value prohibited; scan report required,exitCode=0 and failures=0; not executed means 미검증,미검증
