requirement_id,source_type,origin,priority,area,title,root_cause_cluster,development_status,verification_status,source_paths,consumer_paths,test_paths,evidence_paths,source_sha,result_sha,notes
CPF-SELF-DEV-011,SELF,SELF,P0,cpf-admin/cpf-batch,Worker Pool 운영 제어,completion-and-product-closure,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchController.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatchOperationsCompatibilityService.java,cpf-admin/frontend/src/features/batch-runtime-control/BatchOperationsWorkbench.vue;cpf-admin/frontend/src/features/batch-executions/BatchExecutionsPage.vue;cpf-admin/frontend/src/features/batch-recovery/BatchRecoveryPage.vue,cpf-tools/scripts/tests/test_verify_cpf_batch_fail_closed.py;cpf-tools/scripts/tests/test_verify_cpf_batch_ghost_safety.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BATCH). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-012,SELF,SELF,P0,cpf-admin/cpf-batch,Host Agent 운영 제어,completion-and-product-closure,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchController.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatchOperationsCompatibilityService.java,cpf-admin/frontend/src/features/batch-runtime-control/BatchOperationsWorkbench.vue;cpf-admin/frontend/src/features/batch-executions/BatchExecutionsPage.vue;cpf-admin/frontend/src/features/batch-recovery/BatchRecoveryPage.vue,cpf-tools/scripts/tests/test_verify_cpf_batch_fail_closed.py;cpf-tools/scripts/tests/test_verify_cpf_batch_ghost_safety.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BATCH). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-013,SELF,SELF,P0,cpf-admin/cpf-batch,Recovery·Unknown Result Center,completion-and-product-closure,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchController.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatchOperationsCompatibilityService.java,cpf-admin/frontend/src/features/batch-runtime-control/BatchOperationsWorkbench.vue;cpf-admin/frontend/src/features/batch-executions/BatchExecutionsPage.vue;cpf-admin/frontend/src/features/batch-recovery/BatchRecoveryPage.vue,cpf-tools/scripts/tests/test_verify_cpf_batch_fail_closed.py;cpf-tools/scripts/tests/test_verify_cpf_batch_ghost_safety.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BATCH). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-014,SELF,SELF,P1,cpf-admin/cpf-batch,Batch Job 상세·의존관계·리포트 강화,completion-and-product-closure,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchController.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatchOperationsCompatibilityService.java,cpf-admin/frontend/src/features/batch-runtime-control/BatchOperationsWorkbench.vue;cpf-admin/frontend/src/features/batch-executions/BatchExecutionsPage.vue;cpf-admin/frontend/src/features/batch-recovery/BatchRecoveryPage.vue,cpf-tools/scripts/tests/test_verify_cpf_batch_fail_closed.py;cpf-tools/scripts/tests/test_verify_cpf_batch_ghost_safety.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BATCH). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-015,SELF,SELF,P0,cpf-admin/cpf-batch,Batch 위험조치 Permission Matrix,completion-and-product-closure,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchController.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatchOperationsCompatibilityService.java,cpf-admin/frontend/src/features/batch-runtime-control/BatchOperationsWorkbench.vue;cpf-admin/frontend/src/features/batch-executions/BatchExecutionsPage.vue;cpf-admin/frontend/src/features/batch-recovery/BatchRecoveryPage.vue,cpf-tools/scripts/tests/test_verify_cpf_batch_fail_closed.py;cpf-tools/scripts/tests/test_verify_cpf_batch_ghost_safety.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BATCH). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-016,SELF,SELF,P0,cpf-admin/cpf-core/cpf-common,Online Transaction Definition Workbench,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-017,SELF,SELF,P0,cpf-admin,Online Runtime Diagnostics,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-018,SELF,SELF,P0,cpf-admin,Error Workbench,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-019,SELF,SELF,P1,cpf-admin,전문·Protocol Message Workbench,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-020,SELF,SELF,P1,cpf-admin,Online Deployment·Promotion·Rollback,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-021,SELF,SELF,P0,cpf-admin,Batch·Online 통합 Trace,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-022,SELF,SELF,P0,cpf-admin,통합 운영 Dashboard,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-023,SELF,SELF,P1,cpf-admin,System/Common 운영 기능 보강,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-024,SELF,SELF,P1,cpf-admin,Analysis Center,completion-and-product-closure,완료,미검증,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmTransactionMetaController.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmTransactionMetaService.java;cpf-admin/frontend/src/features/operations/api.ts,cpf-admin/frontend/src/features/operations/OnlineDiagnosticsPage.vue;cpf-admin/frontend/src/features/operations/ProtocolMessageWorkbenchPage.vue;cpf-admin/frontend/src/features/operations/IntegratedTracePage.vue,cpf-tools/scripts/tests/test_verify_cpf_controller_permission_contract.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ONLINE). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-025,SELF,SELF,P0,cpf-admin/frontend,전체 OpenAPI·Generated Client 정본화,completion-and-product-closure,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-026,SELF,SELF,P0,cpf-admin/frontend,전체 ADM Route 상용 Page Contract,completion-and-product-closure,완료,미검증,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-biz-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts,cpf-admin/frontend/src/shared/cpfApi.ts;cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-biz-admin/frontend/src/shared/cpfApi.ts;cpf-biz-admin/frontend/src/components/RouteOperationWorkbench.vue,cpf-admin/frontend/scripts/test-generated-client-contract.mjs;cpf-admin/frontend/scripts/verify-operation-consumer.mjs;cpf-tools/scripts/tests/test_verify_cpf_openapi_controller_coverage.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=OPENAPI). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-027,SELF,SELF,P0,cpf-admin/backend,실제 Controller Permission 전수 검증,completion-and-product-closure,완료,미검증,cpf-admin/frontend/src/app/routes.ts;cpf-admin/frontend/src/App.vue;cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBatchWorkbenchController.java;cpf-tools/verification/20260801_01/adm-public-operation-catalog.csv,cpf-admin/frontend/src/components/RouteOperationWorkbench.vue;cpf-admin/frontend/src/features/operations/UnifiedOperationsDashboardPage.vue;cpf-admin/frontend/src/features/errors/RouteStatusPage.vue,cpf-tools/scripts/tests/test_verify_cpf_adm_route_source_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_adm_route_interaction_contract.py;cpf-admin/frontend/e2e/adm-route-contract.spec.ts,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=ADM). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-028,SELF,SELF,P0,공통 네트워크,Literal IP/CIDR 정책 공통화,completion-and-product-closure,완료,미검증,cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-admin/src/main/java/com/cpf/admin/opr/filter/AdmApiAuthFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyProperties.java,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/PinnedArtifactHttpTransport.java,cpf-tools/scripts/tests/test_verify_cpf_network_policy_consumers.py;cpf-tools/scripts/tests/test_verify_cpf_operator_trust_boundary.py;cpf-tools/scripts/tests/test_verify_cpf_audit_fail_closed.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=SEC). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-029,SELF,SELF,P0,DB,실제 Baseline Upgrade Chain,completion-and-product-closure,완료,미검증,cpf-tools/db/cpf-db-lifecycle-contract.json;cpf-tools/db/vendor-pack-manifest.json;cpf-tools/db/vendor/oracle/migration/flyway/admDB/V92__adm_notification_incident_lifecycle.sql;cpf-tools/db/vendor/postgresql/migration/flyway/admDB/V92__adm_notification_incident_lifecycle.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V92__adm_notification_incident_lifecycle.sql,cpf-tools/scripts/invoke-cpf-qa34-db-runtime-matrix.ps1;cpf-tools/generator/verify-domain-lifecycle.ps1,cpf-tools/scripts/tests/test_verify_cpf_db_lifecycle_contract.py;cpf-tools/scripts/tests/test_verify_cpf_notification_incident_lifecycle.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=DB). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
CPF-SELF-DEV-030,SELF,SELF,P0,최종 검증,Fresh Clone 독립 완료 Gate,completion-and-product-closure,완료,미검증,build.gradle;settings.gradle;cpf-tools/release/cpf-final-artifact-catalog.json;.github/workflows/cpf-final-source-gates.yml,cpf-tools/verification/20260801_01/cpf-final-verification-plan.json;cpf-tools/scripts/invoke-cpf-final-verification-plan.py,cpf-tools/scripts/tests/test_verify_cpf_final_plan.py;cpf-tools/scripts/tests/test_invoke_cpf_final_verification_plan.py;cpf-tools/scripts/tests/test_verify_cpf_supply_chain.py,,,,Source/Consumer/Test 구현 및 정적 계약 Gate 완료(bundle=BUILD). exact-SHA Java25/Frontend/3DB/Browser/분산 Runtime은 미검증.
