record_type,record_id,work_package,priority,category,title,requested_status,result_status,source_status,validation_status,root_cause_group,related_defect_ids,changed_files,validation_command,evidence_path,base_sha,head_sha,completion_blocker_actual,notes
Requirement,QA31-GHL-001,WP02,P0,ConnectionTest,Test Type별 실제 Adapter,OPEN,부분 구현,보완 개발,제한 검증,RC-03 Gateway Probe·Attempt·Durable Ledger,QA31-D010;QA31-D011;QA31-D012,cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayProbeExecutor.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayConnectionTestWorker.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayHealthWorker.java;cpf-core/src/main/java/com/cpf/core/api/servicecall/CpfServiceCallAttemptObserver.java;cpf-core/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java;cpf-gateway/src/main/java/com/cpf/gateway/service/CpfGatewayProxyService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Probe Type별 실제 Adapter와 시도별 Observer 연결. Gateway 전체 Runtime·Crash Replay는 미검증.
Requirement,QA31-GHL-002,WP02,P0,Health,Application Probe 실제 수행,OPEN,부분 구현,보완 개발,제한 검증,RC-03 Gateway Probe·Attempt·Durable Ledger,QA31-D010;QA31-D011;QA31-D012,cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayProbeExecutor.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayConnectionTestWorker.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayHealthWorker.java;cpf-core/src/main/java/com/cpf/core/api/servicecall/CpfServiceCallAttemptObserver.java;cpf-core/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java;cpf-gateway/src/main/java/com/cpf/gateway/service/CpfGatewayProxyService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Probe Type별 실제 Adapter와 시도별 Observer 연결. Gateway 전체 Runtime·Crash Replay는 미검증.
Requirement,QA31-GHL-003,WP02,P0,Routing,Health 기반 Routable 판정,OPEN,부분 구현,보완 개발,제한 검증,RC-03 Gateway Probe·Attempt·Durable Ledger,QA31-D010;QA31-D011;QA31-D012,cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayProbeExecutor.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayConnectionTestWorker.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayHealthWorker.java;cpf-core/src/main/java/com/cpf/core/api/servicecall/CpfServiceCallAttemptObserver.java;cpf-core/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java;cpf-gateway/src/main/java/com/cpf/gateway/service/CpfGatewayProxyService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Probe Type별 실제 Adapter와 시도별 Observer 연결. Gateway 전체 Runtime·Crash Replay는 미검증.
Requirement,QA31-GHL-004,WP02,P0,Attempt,시도별 Attempt 원장,OPEN,부분 구현,보완 개발,제한 검증,RC-03 Gateway Probe·Attempt·Durable Ledger,QA31-D010;QA31-D011;QA31-D012,cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayProbeExecutor.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayConnectionTestWorker.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayHealthWorker.java;cpf-core/src/main/java/com/cpf/core/api/servicecall/CpfServiceCallAttemptObserver.java;cpf-core/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java;cpf-gateway/src/main/java/com/cpf/gateway/service/CpfGatewayProxyService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Probe Type별 실제 Adapter와 시도별 Observer 연결. Gateway 전체 Runtime·Crash Replay는 미검증.
Requirement,QA31-GHL-005,WP02,P0,Spool,Durable Spool Crash Replay,OPEN,부분 구현,보완 개발,제한 검증,RC-03 Gateway Probe·Attempt·Durable Ledger,QA31-D010;QA31-D011;QA31-D012,cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayProbeExecutor.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayConnectionTestWorker.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayHealthWorker.java;cpf-core/src/main/java/com/cpf/core/api/servicecall/CpfServiceCallAttemptObserver.java;cpf-core/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java;cpf-gateway/src/main/java/com/cpf/gateway/service/CpfGatewayProxyService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Probe Type별 실제 Adapter와 시도별 Observer 연결. Gateway 전체 Runtime·Crash Replay는 미검증.
Requirement,QA31-GHL-006,WP02,P1,Operations,운영 KPI 실제 원장 기반,OPEN,부분 구현,보완 개발,제한 검증,RC-03 Gateway Probe·Attempt·Durable Ledger,QA31-D010;QA31-D011;QA31-D012,cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayProbeExecutor.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayConnectionTestWorker.java;cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayHealthWorker.java;cpf-core/src/main/java/com/cpf/core/api/servicecall/CpfServiceCallAttemptObserver.java;cpf-core/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java;cpf-gateway/src/main/java/com/cpf/gateway/service/CpfGatewayProxyService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Probe Type별 실제 Adapter와 시도별 Observer 연결. Gateway 전체 Runtime·Crash Replay는 미검증.
Requirement,QA31-GSC-001,WP03,P0,HMAC,Body Hash 포함 서명,OPEN,부분 구현,보완 개발,제한 검증,RC-04 Gateway Control Security·Approval,QA31-D013;QA31-D014,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSigner.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlNoncePort.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSecurityAuditPort.java;cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlNonceAdapter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlSecurityAuditAdapter.java;cpf-admin/src/main/java/com/cpf/admin/approval/owner/GatewayApprovalOwnerCommandAdapter.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Body Hash·Audience·Key ID·공유 Nonce·보안 실패 감사 연결. 실제 2-node replay는 미검증.
Requirement,QA31-GSC-002,WP03,P0,Replay,Cross-instance Replay 차단,OPEN,부분 구현,보완 개발,제한 검증,RC-04 Gateway Control Security·Approval,QA31-D013;QA31-D014,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSigner.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlNoncePort.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSecurityAuditPort.java;cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlNonceAdapter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlSecurityAuditAdapter.java;cpf-admin/src/main/java/com/cpf/admin/approval/owner/GatewayApprovalOwnerCommandAdapter.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Body Hash·Audience·Key ID·공유 Nonce·보안 실패 감사 연결. 실제 2-node replay는 미검증.
Requirement,QA31-GSC-003,WP03,P0,Approval,위험 상태 전환 단일 승인 경계,OPEN,부분 구현,보완 개발,제한 검증,RC-04 Gateway Control Security·Approval,QA31-D013;QA31-D014,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSigner.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlNoncePort.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSecurityAuditPort.java;cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlNonceAdapter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlSecurityAuditAdapter.java;cpf-admin/src/main/java/com/cpf/admin/approval/owner/GatewayApprovalOwnerCommandAdapter.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Body Hash·Audience·Key ID·공유 Nonce·보안 실패 감사 연결. 실제 2-node replay는 미검증.
Requirement,QA31-GSC-004,WP03,P0,Approval,불변 Snapshot/Hash/Expiry,OPEN,부분 구현,보완 개발,제한 검증,RC-04 Gateway Control Security·Approval,QA31-D013;QA31-D014,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSigner.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlNoncePort.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSecurityAuditPort.java;cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlNonceAdapter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlSecurityAuditAdapter.java;cpf-admin/src/main/java/com/cpf/admin/approval/owner/GatewayApprovalOwnerCommandAdapter.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Body Hash·Audience·Key ID·공유 Nonce·보안 실패 감사 연결. 실제 2-node replay는 미검증.
Requirement,QA31-GSC-005,WP03,P1,Audit,보안 실패 Immutable Audit,OPEN,부분 구현,보완 개발,제한 검증,RC-04 Gateway Control Security·Approval,QA31-D013;QA31-D014,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSigner.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlNoncePort.java;cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayControlSecurityAuditPort.java;cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlNonceAdapter.java;cpf-gateway/src/main/java/com/cpf/gateway/control/JdbcCpfGatewayControlSecurityAuditAdapter.java;cpf-admin/src/main/java/com/cpf/admin/approval/owner/GatewayApprovalOwnerCommandAdapter.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,Body Hash·Audience·Key ID·공유 Nonce·보안 실패 감사 연결. 실제 2-node replay는 미검증.
Requirement,QA31-BAT-001,WP04,P0,Payload,Canonical JSON 직렬화,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-002,WP04,P0,Version,Published Version/Checksum 고정,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-003,WP04,P0,File,Ready→Claim→Execute 수직 연결,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-004,WP04,P1,RemoteFile,Remote Capability 정확성,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-005,WP04,P0,ShellLedger,Shell 상세 결과 보존,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-006,WP04,P1,Secret,Secret 안전 전달,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-007,WP04,P1,Isolation,Process Tree·실행계정 격리,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-BAT-008,WP04,P1,Signature,Trust Store Signature,OPEN,부분 구현,보완 개발,제한 검증,RC-05 Batch Definition·File·Shell Runtime,QA31-D016;QA31-D017;QA31-D018;QA31-D019;QA31-D020,cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchJobDefinition.java;cpf-batch/contract/src/main/java/com/cpf/batch/spi/FileProcessHandler.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JobPackDispatcher.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java;cpf-batch/worker/src/main/java/com/cpf/batch/worker/internal/JdbcWorkerExecutionRepository.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-pure-java-validation.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"Canonical JSON, FILE_PROCESS 실제 Consumer, Remote Capability, Shell Signature/STDIN, Attempt 상세 원장 구현. 실제 Worker Runtime은 미검증."
Requirement,QA31-ADM-001,WP05,P1,ADMUsability,메뉴 정보구조,OPEN,부분 구현,보완 개발,제한 검증,RC-06 ADM Capability-aware Operations UX,QA31-D021;QA31-D022;QA31-D023,cpf-admin/frontend/src/App.vue;cpf-admin/frontend/src/styles/adm.css;cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue;cpf-admin/frontend/src/components/parameters/ReferenceCatalogSelect.vue;cpf-admin/src/main/java/com/cpf/admin/opr/parameter/AdmParameterReferenceCatalogAdapter.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmLogExportService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-frontend-typescript-parse.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"권한 기반 메뉴 검색·최근·즐겨찾기, Reference Paging, Capability 표시, Durable Log Export를 보완. Browser E2E 미검증."
Requirement,QA31-ADM-002,WP05,P0,ADMUsability,Capability-aware 메뉴,OPEN,부분 구현,보완 개발,제한 검증,RC-06 ADM Capability-aware Operations UX,QA31-D021;QA31-D022;QA31-D023,cpf-admin/frontend/src/App.vue;cpf-admin/frontend/src/styles/adm.css;cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue;cpf-admin/frontend/src/components/parameters/ReferenceCatalogSelect.vue;cpf-admin/src/main/java/com/cpf/admin/opr/parameter/AdmParameterReferenceCatalogAdapter.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmLogExportService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-frontend-typescript-parse.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"권한 기반 메뉴 검색·최근·즐겨찾기, Reference Paging, Capability 표시, Durable Log Export를 보완. Browser E2E 미검증."
Requirement,QA31-ADM-003,WP05,P1,ADMUsability,Global Search,OPEN,부분 구현,보완 개발,제한 검증,RC-06 ADM Capability-aware Operations UX,QA31-D021;QA31-D022;QA31-D023,cpf-admin/frontend/src/App.vue;cpf-admin/frontend/src/styles/adm.css;cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue;cpf-admin/frontend/src/components/parameters/ReferenceCatalogSelect.vue;cpf-admin/src/main/java/com/cpf/admin/opr/parameter/AdmParameterReferenceCatalogAdapter.java;cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmLogExportService.java,python cpf-tools/scripts/verify-cpf-qa31-development.py --root . --mode report,cpf-docs/evidence/current/qa31-frontend-typescript-parse.json,9594c8d5d9b1127a4e2694d0ec2f4add9475fc7e,WORKING_TREE_NOT_COMMITTED,사용자 적용·Push 후 exact SHA와 요구 환경의 실제 검증 필요,"권한 기반 메뉴 검색·최근·즐겨찾기, Reference Paging, Capability 표시, Durable Log Export를 보완. Browser E2E 미검증."
