route_id,path,label,menu_id,group,risk,feature_flag,operation_id,operation_kind,manual_section
capacity,/capacity,Online Runtime Diagnostics,CAPACITY,home,MEDIUM,adm.route.capacity.enabled,admRuntimeControlFindStatus,조회,04_ADM운영자매뉴얼.md#capacity
capacity,/capacity,Online Runtime Diagnostics,CAPACITY,home,MEDIUM,adm.route.capacity.enabled,findAdmBrokerOutbox,조회,04_ADM운영자매뉴얼.md#capacity
capacity,/capacity,Online Runtime Diagnostics,CAPACITY,home,MEDIUM,adm.route.capacity.enabled,findAdmBrokerInbox,조회,04_ADM운영자매뉴얼.md#capacity
capacity,/capacity,Online Runtime Diagnostics,CAPACITY,home,MEDIUM,adm.route.capacity.enabled,findAdmIdempotencyRecords,조회,04_ADM운영자매뉴얼.md#capacity
capacity,/capacity,Online Runtime Diagnostics,CAPACITY,home,MEDIUM,adm.route.capacity.enabled,findAdmFileTransferHistory,조회,04_ADM운영자매뉴얼.md#capacity
logs,/logs,거래 로그,LOG_LIST,monitoring,MEDIUM,adm.route.logs.enabled,admLogFindLogs,조회,04_ADM운영자매뉴얼.md#logs
logs,/logs,거래 로그,LOG_LIST,monitoring,MEDIUM,adm.route.logs.enabled,admLogGetLogDetail,조회,04_ADM운영자매뉴얼.md#logs
logs,/logs,거래 로그,LOG_LIST,monitoring,MEDIUM,adm.route.logs.enabled,admLogExportCreate,등록·변경,04_ADM운영자매뉴얼.md#logs
logs,/logs,거래 로그,LOG_LIST,monitoring,MEDIUM,adm.route.logs.enabled,admLogExportDownload,등록·변경,04_ADM운영자매뉴얼.md#logs
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,traceAdmByTransactionId,업무 Operation,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,traceAdmByTraceId,업무 Operation,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,traceAdmByBusinessTransactionId,업무 Operation,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,admTransactionGroupFindTimeline,조회,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,admTransactionGroupFindGroups,조회,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,admTransactionGroupFindDetail,조회,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,admTransactionGroupFindExternalLogs,조회,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,admTransactionGroupFindHeaders,조회,04_ADM운영자매뉴얼.md#transactiongroups
transactionGroups,/transactionGroups,Online·Batch 통합 Trace,LOG_LIST,online,MEDIUM,adm.route.transactionGroups.enabled,admTransactionGroupFindSegments,조회,04_ADM운영자매뉴얼.md#transactiongroups
transactions,/transactions,온라인 거래 정의,TRANSACTION_META,online,HIGH,adm.route.transactions.enabled,admTransactionMetaFindPage,조회,04_ADM운영자매뉴얼.md#transactions
transactions,/transactions,온라인 거래 정의,TRANSACTION_META,online,HIGH,adm.route.transactions.enabled,admTransactionMetaFindTransaction,조회,04_ADM운영자매뉴얼.md#transactions
transactions,/transactions,온라인 거래 정의,TRANSACTION_META,online,HIGH,adm.route.transactions.enabled,admTransactionMetaScan,업무 Operation,04_ADM운영자매뉴얼.md#transactions
transactions,/transactions,온라인 거래 정의,TRANSACTION_META,online,HIGH,adm.route.transactions.enabled,admTransactionMetaInactivate,비활성·취소·삭제,04_ADM운영자매뉴얼.md#transactions
transactions,/transactions,온라인 거래 정의,TRANSACTION_META,online,HIGH,adm.route.transactions.enabled,admTransactionMetaFindTransactions,조회,04_ADM운영자매뉴얼.md#transactions
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogSearch,조회,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogPreview,조회,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogBundleJobCreate,등록·변경,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogBundleJobFind,조회,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogBundleJobDownload,업무 Operation,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogBundleDownloadTokenIssue,등록·변경,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogBundleDownload,업무 Operation,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogDiagnostics,조회,04_ADM운영자매뉴얼.md#remotelogs
remoteLogs,/remoteLogs,원격 로그,REMOTE_LOG,monitoring,MEDIUM,adm.route.remoteLogs.enabled,admRemoteLogDownload,업무 Operation,04_ADM운영자매뉴얼.md#remotelogs
auditLogs,/auditLogs,감사 로그,AUDIT_LOG,monitoring,MEDIUM,adm.route.auditLogs.enabled,admAuditLogFindAuditLogs,조회,04_ADM운영자매뉴얼.md#auditlogs
auditLogs,/auditLogs,감사 로그,AUDIT_LOG,monitoring,MEDIUM,adm.route.auditLogs.enabled,admAuditDeliveryList,조회,04_ADM운영자매뉴얼.md#auditlogs
auditLogs,/auditLogs,감사 로그,AUDIT_LOG,monitoring,MEDIUM,adm.route.auditLogs.enabled,admAuditDeliveryRetry,복구·재처리,04_ADM운영자매뉴얼.md#auditlogs
auditLogs,/auditLogs,감사 로그,AUDIT_LOG,monitoring,MEDIUM,adm.route.auditLogs.enabled,admLogPolicyAuditFindPolicyAudits,조회,04_ADM운영자매뉴얼.md#auditlogs
logLevel,/logLevel,동적 로그,DYNAMIC_LOG,monitoring,HIGH,adm.route.logLevel.enabled,admDynamicLogLevelFindRules,조회,04_ADM운영자매뉴얼.md#loglevel
logLevel,/logLevel,동적 로그,DYNAMIC_LOG,monitoring,HIGH,adm.route.logLevel.enabled,admDynamicLogLevelRegister,등록·변경,04_ADM운영자매뉴얼.md#loglevel
logLevel,/logLevel,동적 로그,DYNAMIC_LOG,monitoring,HIGH,adm.route.logLevel.enabled,admDynamicLogLevelRemove,비활성·취소·삭제,04_ADM운영자매뉴얼.md#loglevel
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyFindPolicies,조회,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyFindPolicy,조회,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyCreatePolicy,등록·변경,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyUpdatePolicy,등록·변경,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyDisablePolicy,비활성·취소·삭제,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyDistributionStatus,조회,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyClearCache,복구·재처리,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyRefreshCache,복구·재처리,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyFindTraceBoostHistory,조회,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyCreateOverride,등록·변경,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyDisableOverride,비활성·취소·삭제,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyFindTraceBoostRuntimeState,조회,04_ADM운영자매뉴얼.md#logpolicies
logPolicies,/logPolicies,로그 정책,LOG_POLICY,monitoring,MEDIUM,adm.route.logPolicies.enabled,admLogPolicyCreateTraceBoost,등록·변경,04_ADM운영자매뉴얼.md#logpolicies
standardExecutions,/standardExecutions,표준 실행,STANDARD_EXECUTION,online,MEDIUM,adm.route.standardExecutions.enabled,admStandardExecutionFindAll,조회,04_ADM운영자매뉴얼.md#standardexecutions
standardExecutions,/standardExecutions,표준 실행,STANDARD_EXECUTION,online,MEDIUM,adm.route.standardExecutions.enabled,admStandardExecutionFindOne,조회,04_ADM운영자매뉴얼.md#standardexecutions
channelPolicy,/channelPolicy,채널 정책,CHANNEL_POLICY,online,HIGH,adm.route.channelPolicy.enabled,admChannelFindSnapshot,조회,04_ADM운영자매뉴얼.md#channelpolicy
channelPolicy,/channelPolicy,채널 정책,CHANNEL_POLICY,online,HIGH,adm.route.channelPolicy.enabled,admChannelRefreshSnapshot,조회,04_ADM운영자매뉴얼.md#channelpolicy
channelPolicy,/channelPolicy,채널 정책,CHANNEL_POLICY,online,HIGH,adm.route.channelPolicy.enabled,admChannelSave,등록·변경,04_ADM운영자매뉴얼.md#channelpolicy
channelPolicy,/channelPolicy,채널 정책,CHANNEL_POLICY,online,HIGH,adm.route.channelPolicy.enabled,admChannelSaveExecutionPolicy,등록·변경,04_ADM운영자매뉴얼.md#channelpolicy
channelPolicy,/channelPolicy,채널 정책,CHANNEL_POLICY,online,HIGH,adm.route.channelPolicy.enabled,admChannelExportPackage,등록·변경,04_ADM운영자매뉴얼.md#channelpolicy
channelPolicy,/channelPolicy,채널 정책,CHANNEL_POLICY,online,HIGH,adm.route.channelPolicy.enabled,admChannelImportPackage,등록·변경,04_ADM운영자매뉴얼.md#channelpolicy
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindServices,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindInstances,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindEndpoints,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindHealth,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistrySaveService,등록·변경,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistrySaveInstance,등록·변경,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistrySaveEndpoint,등록·변경,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryChangeInstanceState,승인·실행·상태변경,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryDeleteEndpoint,비활성·취소·삭제,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryDeleteInstance,비활성·취소·삭제,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryDeleteService,비활성·취소·삭제,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindCallHistory,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryCapabilities,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindCircuitStates,조회,04_ADM운영자매뉴얼.md#serviceregistry
serviceRegistry,/serviceRegistry,서비스 레지스트리,SERVICE_REGISTRY,online,MEDIUM,adm.route.serviceRegistry.enabled,admServiceRegistryFindRoutingPolicies,조회,04_ADM운영자매뉴얼.md#serviceregistry
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindHealth,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindStatus,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindCapabilities,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlPreviewChange,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlCreateChange,승인·실행·상태변경,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindChange,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindByOperation,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlCancelChange,비활성·취소·삭제,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlRollbackChange,복구·재처리,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlVerifyAudit,승인·실행·상태변경,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlSaveGroup,승인·실행·상태변경,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindGroup,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlDeleteGroup,비활성·취소·삭제,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlChangeGroupMember,승인·실행·상태변경,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlPreviewTargets,조회,04_ADM운영자매뉴얼.md#runtimecontrol
runtimeControl,/runtimeControl,Deployment·Promotion·Rollback,RUNTIME_CONTROL,online,HIGH,adm.route.runtimeControl.enabled,admRuntimeControlFindStateCatalog,조회,04_ADM운영자매뉴얼.md#runtimecontrol
maintenance,/maintenance,점검·Drain,MAINTENANCE,framework,HIGH,adm.route.maintenance.enabled,admMaintenanceFindActions,조회,04_ADM운영자매뉴얼.md#maintenance
maintenance,/maintenance,점검·Drain,MAINTENANCE,framework,HIGH,adm.route.maintenance.enabled,admMaintenanceExecuteAction,승인·실행·상태변경,04_ADM운영자매뉴얼.md#maintenance
cache,/cache,캐시,CACHE,framework,HIGH,adm.route.cache.enabled,admCacheSummary,조회,04_ADM운영자매뉴얼.md#cache
cache,/cache,캐시,CACHE,framework,HIGH,adm.route.cache.enabled,admCacheRefresh,복구·재처리,04_ADM운영자매뉴얼.md#cache
cache,/cache,캐시,CACHE,framework,HIGH,adm.route.cache.enabled,admCacheEvictKey,업무 Operation,04_ADM운영자매뉴얼.md#cache
cache,/cache,캐시,CACHE,framework,HIGH,adm.route.cache.enabled,admCacheEvictNamespace,업무 Operation,04_ADM운영자매뉴얼.md#cache
cache,/cache,캐시,CACHE,framework,HIGH,adm.route.cache.enabled,admCacheReconcile,복구·재처리,04_ADM운영자매뉴얼.md#cache
configs,/configs,설정,CONFIG,framework,HIGH,adm.route.configs.enabled,admConfigFindConfigs,조회,04_ADM운영자매뉴얼.md#configs
configs,/configs,설정,CONFIG,framework,HIGH,adm.route.configs.enabled,admConfigFindConfig,조회,04_ADM운영자매뉴얼.md#configs
configs,/configs,설정,CONFIG,framework,HIGH,adm.route.configs.enabled,admConfigCreateConfig,등록·변경,04_ADM운영자매뉴얼.md#configs
configs,/configs,설정,CONFIG,framework,HIGH,adm.route.configs.enabled,admConfigUpdateConfig,등록·변경,04_ADM운영자매뉴얼.md#configs
configs,/configs,설정,CONFIG,framework,HIGH,adm.route.configs.enabled,admConfigDeleteConfig,비활성·취소·삭제,04_ADM운영자매뉴얼.md#configs
configs,/configs,설정,CONFIG,framework,HIGH,adm.route.configs.enabled,admParameterReferenceSearch,조회,04_ADM운영자매뉴얼.md#configs
responseCodes,/responseCodes,응답코드,RESPONSE_CODE,framework,MEDIUM,adm.route.responseCodes.enabled,admResponseCodeFindAll,조회,04_ADM운영자매뉴얼.md#responsecodes
responseCodes,/responseCodes,응답코드,RESPONSE_CODE,framework,MEDIUM,adm.route.responseCodes.enabled,admResponseCodeFindOne,조회,04_ADM운영자매뉴얼.md#responsecodes
responseCodes,/responseCodes,응답코드,RESPONSE_CODE,framework,MEDIUM,adm.route.responseCodes.enabled,admResponseCodeCreate,등록·변경,04_ADM운영자매뉴얼.md#responsecodes
responseCodes,/responseCodes,응답코드,RESPONSE_CODE,framework,MEDIUM,adm.route.responseCodes.enabled,admResponseCodeUpdate,등록·변경,04_ADM운영자매뉴얼.md#responsecodes
responseCodes,/responseCodes,응답코드,RESPONSE_CODE,framework,MEDIUM,adm.route.responseCodes.enabled,admResponseCodeDelete,비활성·취소·삭제,04_ADM운영자매뉴얼.md#responsecodes
businessCalendar,/businessCalendar,영업일·휴일,BUSINESS_CALENDAR,framework,MEDIUM,adm.route.businessCalendar.enabled,admCalendarFindDays,조회,04_ADM운영자매뉴얼.md#businesscalendar
businessCalendar,/businessCalendar,영업일·휴일,BUSINESS_CALENDAR,framework,MEDIUM,adm.route.businessCalendar.enabled,admCalendarResolveDate,복구·재처리,04_ADM운영자매뉴얼.md#businesscalendar
businessCalendar,/businessCalendar,영업일·휴일,BUSINESS_CALENDAR,framework,MEDIUM,adm.route.businessCalendar.enabled,admCalendarSaveDay,등록·변경,04_ADM운영자매뉴얼.md#businesscalendar
businessCalendar,/businessCalendar,영업일·휴일,BUSINESS_CALENDAR,framework,MEDIUM,adm.route.businessCalendar.enabled,admCalendarDeleteDay,비활성·취소·삭제,04_ADM운영자매뉴얼.md#businesscalendar
recoveryCenter,/recoveryCenter,복구 센터,RECOVERY_CENTER,monitoring,MEDIUM,adm.route.recoveryCenter.enabled,getAdmTransactionLogRecoveryStatus,조회,04_ADM운영자매뉴얼.md#recoverycenter
recoveryCenter,/recoveryCenter,복구 센터,RECOVERY_CENTER,monitoring,MEDIUM,adm.route.recoveryCenter.enabled,runAdmTransactionLogRecovery,복구·재처리,04_ADM운영자매뉴얼.md#recoverycenter
recoveryCenter,/recoveryCenter,복구 센터,RECOVERY_CENTER,monitoring,MEDIUM,adm.route.recoveryCenter.enabled,retryAdmTraceRecoveryPoison,복구·재처리,04_ADM운영자매뉴얼.md#recoverycenter
recoveryCenter,/recoveryCenter,복구 센터,RECOVERY_CENTER,monitoring,MEDIUM,adm.route.recoveryCenter.enabled,resolveAdmUnknownResult,복구·재처리,04_ADM운영자매뉴얼.md#recoverycenter
recoveryCenter,/recoveryCenter,복구 센터,RECOVERY_CENTER,monitoring,MEDIUM,adm.route.recoveryCenter.enabled,requestAdmBrokerDlqReplay,복구·재처리,04_ADM운영자매뉴얼.md#recoverycenter
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,findAdmUnknownResults,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,findAdmBrokerDlq,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,requestAdmBrokerDlqReplay,복구·재처리,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,resolveAdmUnknownResult,복구·재처리,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,getAdmTransactionLogRecoveryStatus,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,runAdmTransactionLogRecovery,복구·재처리,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentFindIncidents,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentCreateIncident,등록·변경,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentFindMaintenance,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentFindPolicies,조회,04_ADM운영자매뉴얼.md#incidents
incidents,/incidents,Error·Unknown Result,INCIDENT,monitoring,HIGH,adm.route.incidents.enabled,admIncidentIngestSignal,업무 Operation,04_ADM운영자매뉴얼.md#incidents
