finding_id,requirement_id,scenario_ids,domain,feature,dimension,acceptance_impact,individual_result,evidence_path
QA12F-RES-002,CPF-FR-012744,CPF-SC-023807,Resilience,Policy Version,보안·권한,"Policy Version의 보안·권한 Acceptance에 대해 Revisioned policy store exists, but actual Domain/Batch consumer convergence, approval race, restart and mixed-version runtime were not proven.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-RES-002,CPF-FR-012745,CPF-SC-023808,Resilience,Policy Version,운영,"Policy Version의 운영 Acceptance에 대해 Revisioned policy store exists, but actual Domain/Batch consumer convergence, approval race, restart and mixed-version runtime were not proven.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-RES-002,CPF-FR-012746,CPF-SC-023809,Resilience,Policy Version,실패·복구,"Policy Version의 실패·복구 Acceptance에 대해 Revisioned policy store exists, but actual Domain/Batch consumer convergence, approval race, restart and mixed-version runtime were not proven.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-RES-002,CPF-FR-012747,CPF-SC-023810,Resilience,Policy Version,호환·배포,"Policy Version의 호환·배포 Acceptance에 대해 Revisioned policy store exists, but actual Domain/Batch consumer convergence, approval race, restart and mixed-version runtime were not proven.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-RES-002,CPF-FR-012748,CPF-SC-023811,Resilience,Policy Version,검증·Evidence,"Policy Version의 검증·Evidence Acceptance에 대해 Revisioned policy store exists, but actual Domain/Batch consumer convergence, approval race, restart and mixed-version runtime were not proven.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012749,CPF-SC-003145;CPF-SC-003146;CPF-SC-003147;CPF-SC-003148;CPF-SC-003149;CPF-SC-003150;CPF-SC-003151;CPF-SC-003152,Logging,Structured Log Schema,계약,Structured Log Schema의 계약 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012750,CPF-SC-023812,Logging,Structured Log Schema,기본 구현,Structured Log Schema의 기본 구현 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012751,CPF-SC-023813,Logging,Structured Log Schema,상태·데이터,Structured Log Schema의 상태·데이터 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012752,CPF-SC-023814,Logging,Structured Log Schema,보안·권한,Structured Log Schema의 보안·권한 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012753,CPF-SC-023815,Logging,Structured Log Schema,운영,Structured Log Schema의 운영 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012754,CPF-SC-023816,Logging,Structured Log Schema,실패·복구,Structured Log Schema의 실패·복구 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012755,CPF-SC-023817,Logging,Structured Log Schema,호환·배포,Structured Log Schema의 호환·배포 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012756,CPF-SC-023818,Logging,Structured Log Schema,검증·Evidence,Structured Log Schema의 검증·Evidence Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012757,CPF-SC-003153;CPF-SC-003154;CPF-SC-003155;CPF-SC-003156;CPF-SC-003157;CPF-SC-003158;CPF-SC-003159;CPF-SC-003160,Logging,File Log Rotation,계약,File Log Rotation의 계약 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012758,CPF-SC-023819,Logging,File Log Rotation,기본 구현,File Log Rotation의 기본 구현 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012759,CPF-SC-023820,Logging,File Log Rotation,상태·데이터,File Log Rotation의 상태·데이터 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012760,CPF-SC-023821,Logging,File Log Rotation,보안·권한,File Log Rotation의 보안·권한 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012761,CPF-SC-023822,Logging,File Log Rotation,운영,File Log Rotation의 운영 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012762,CPF-SC-023823,Logging,File Log Rotation,실패·복구,File Log Rotation의 실패·복구 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012763,CPF-SC-023824,Logging,File Log Rotation,호환·배포,File Log Rotation의 호환·배포 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012764,CPF-SC-023825,Logging,File Log Rotation,검증·Evidence,File Log Rotation의 검증·Evidence Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012765,CPF-SC-003161;CPF-SC-003162;CPF-SC-003163;CPF-SC-003164;CPF-SC-003165;CPF-SC-003166;CPF-SC-003167;CPF-SC-003168,Logging,File Log Permission,계약,File Log Permission의 계약 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012766,CPF-SC-023826,Logging,File Log Permission,기본 구현,File Log Permission의 기본 구현 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012767,CPF-SC-023827,Logging,File Log Permission,상태·데이터,File Log Permission의 상태·데이터 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012768,CPF-SC-023828,Logging,File Log Permission,보안·권한,File Log Permission의 보안·권한 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012769,CPF-SC-023829,Logging,File Log Permission,운영,File Log Permission의 운영 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012770,CPF-SC-023830,Logging,File Log Permission,실패·복구,File Log Permission의 실패·복구 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012771,CPF-SC-023831,Logging,File Log Permission,호환·배포,File Log Permission의 호환·배포 Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-002,CPF-FR-012772,CPF-SC-023832,Logging,File Log Permission,검증·Evidence,File Log Permission의 검증·Evidence Acceptance에 대해 File/directory mode inherited process umask and did not fail closed on world access.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012773,CPF-SC-003169;CPF-SC-003170;CPF-SC-003171;CPF-SC-003172;CPF-SC-003173;CPF-SC-003174;CPF-SC-003175;CPF-SC-003176,Logging,DB Log Schema,계약,DB Log Schema의 계약 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012774,CPF-SC-023833,Logging,DB Log Schema,기본 구현,DB Log Schema의 기본 구현 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012775,CPF-SC-023834,Logging,DB Log Schema,상태·데이터,DB Log Schema의 상태·데이터 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012776,CPF-SC-023835,Logging,DB Log Schema,보안·권한,DB Log Schema의 보안·권한 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012777,CPF-SC-023836,Logging,DB Log Schema,운영,DB Log Schema의 운영 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012778,CPF-SC-023837,Logging,DB Log Schema,실패·복구,DB Log Schema의 실패·복구 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012779,CPF-SC-023838,Logging,DB Log Schema,호환·배포,DB Log Schema의 호환·배포 Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-003,CPF-FR-012780,CPF-SC-023839,Logging,DB Log Schema,검증·Evidence,DB Log Schema의 검증·Evidence Acceptance에 대해 Structured log record exposes apiVersion but no explicit immutable schema/version compatibility contract for all producers/consumers.,미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012781,CPF-SC-003177;CPF-SC-003178;CPF-SC-003179;CPF-SC-003180;CPF-SC-003181;CPF-SC-003182;CPF-SC-003183;CPF-SC-003184,Logging,Asynchronous Log Writer,계약,"Asynchronous Log Writer의 계약 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012782,CPF-SC-023840,Logging,Asynchronous Log Writer,기본 구현,"Asynchronous Log Writer의 기본 구현 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012783,CPF-SC-023841,Logging,Asynchronous Log Writer,상태·데이터,"Asynchronous Log Writer의 상태·데이터 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012784,CPF-SC-023842,Logging,Asynchronous Log Writer,보안·권한,"Asynchronous Log Writer의 보안·권한 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012785,CPF-SC-023843,Logging,Asynchronous Log Writer,운영,"Asynchronous Log Writer의 운영 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012786,CPF-SC-023844,Logging,Asynchronous Log Writer,실패·복구,"Asynchronous Log Writer의 실패·복구 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012787,CPF-SC-023845,Logging,Asynchronous Log Writer,호환·배포,"Asynchronous Log Writer의 호환·배포 Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-004,CPF-FR-012788,CPF-SC-023846,Logging,Asynchronous Log Writer,검증·Evidence,"Asynchronous Log Writer의 검증·Evidence Acceptance에 대해 Event listener performs DB save/fallback inline without bounded async queue, rejection/backpressure and shutdown drain contract.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012789,CPF-SC-003185;CPF-SC-003186;CPF-SC-003187;CPF-SC-003188;CPF-SC-003189;CPF-SC-003190;CPF-SC-003191;CPF-SC-003192,Logging,Local Spool,계약,"Local Spool의 계약 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012790,CPF-SC-023847,Logging,Local Spool,기본 구현,"Local Spool의 기본 구현 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012791,CPF-SC-023848,Logging,Local Spool,상태·데이터,"Local Spool의 상태·데이터 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012792,CPF-SC-023849,Logging,Local Spool,보안·권한,"Local Spool의 보안·권한 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012793,CPF-SC-023850,Logging,Local Spool,운영,"Local Spool의 운영 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012794,CPF-SC-023851,Logging,Local Spool,실패·복구,"Local Spool의 실패·복구 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012795,CPF-SC-023852,Logging,Local Spool,호환·배포,"Local Spool의 호환·배포 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012796,CPF-SC-023853,Logging,Local Spool,검증·Evidence,"Local Spool의 검증·Evidence Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012797,CPF-SC-003193;CPF-SC-003194;CPF-SC-003195;CPF-SC-003196;CPF-SC-003197;CPF-SC-003198;CPF-SC-003199;CPF-SC-003200,Logging,Spool Replay,계약,"Spool Replay의 계약 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012798,CPF-SC-023854,Logging,Spool Replay,기본 구현,"Spool Replay의 기본 구현 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012799,CPF-SC-023855,Logging,Spool Replay,상태·데이터,"Spool Replay의 상태·데이터 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012800,CPF-SC-023856,Logging,Spool Replay,보안·권한,"Spool Replay의 보안·권한 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012801,CPF-SC-023857,Logging,Spool Replay,운영,"Spool Replay의 운영 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",미검증,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012802,CPF-SC-023858,Logging,Spool Replay,실패·복구,"Spool Replay의 실패·복구 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012803,CPF-SC-023859,Logging,Spool Replay,호환·배포,"Spool Replay의 호환·배포 Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-005,CPF-FR-012804,CPF-SC-023860,Logging,Spool Replay,검증·Evidence,"Spool Replay의 검증·Evidence Acceptance에 대해 Durable spool has claim/lease/retry, but explicit fsync and durable signal for simultaneous DB+spool failure were not demonstrated.",통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012813,CPF-SC-003209;CPF-SC-003210;CPF-SC-003211;CPF-SC-003212;CPF-SC-003213;CPF-SC-003214;CPF-SC-003215;CPF-SC-003216,Logging,Loss Detection,계약,Loss Detection의 계약 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012814,CPF-SC-023868,Logging,Loss Detection,기본 구현,Loss Detection의 기본 구현 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012815,CPF-SC-023869,Logging,Loss Detection,상태·데이터,Loss Detection의 상태·데이터 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012816,CPF-SC-023870,Logging,Loss Detection,보안·권한,Loss Detection의 보안·권한 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012817,CPF-SC-023871,Logging,Loss Detection,운영,Loss Detection의 운영 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012818,CPF-SC-023872,Logging,Loss Detection,실패·복구,Loss Detection의 실패·복구 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
QA12F-LOG-001,CPF-FR-012819,CPF-SC-023873,Logging,Loss Detection,호환·배포,Loss Detection의 호환·배포 Acceptance에 대해 Once-per-day retention gate skipped later same-day total-size enforcement.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md
