path,change_type,category,size_bytes,sha256,reason,baseline_sha
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-world-access-reject.log,NEW,EVIDENCE,60,bc19af2929c768f7aaca6d08f3cd4af1fa99757ebca4499c053ac4c22666bd59,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log,NEW,EVIDENCE,108,d64db30aece8aae1aeeac64548742d87ce033568ea37174c38d4009039202a57,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-cap-before-after.exit,NEW,EVIDENCE,1,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-cap-before-after.log,NEW,EVIDENCE,88,d11c41b6b3d8bb5f9f90c1a25a9dd34cf92eddc0a3e99f73388ade583b1052ee,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/final-package-validation.json,NEW,EVIDENCE,2033,94b17f5ec3de17e906e4e8a60853ced8a0ae4d71aa70ebd092b7f56afff5bb97,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/final-package-validation.log,NEW,EVIDENCE,917,536922bc0c52be7302b7b26afae5097d2983f144d19dbfeb5c9ee48b94577743,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/final-validator-pycompile.log,NEW,EVIDENCE,85,40d96bfc1d9621190750f26cbd2e418e2f5db316ae6d7ba066a67476cf744364,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/final-validator-regression.log,NEW,EVIDENCE,202,0e6d83a7573cc0a6b9339e4440b61fca5fa21895efeb861e9df785dc76c13f11,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/fixedlength-autoconfig-before-after-harness.log,NEW,EVIDENCE,1137,b8df178156cc3889a07c2828df1e4cc82ed402ddab3722d6aecf0ee0b3095e1d,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log,NEW,EVIDENCE,63,7906de0bc23d068b7515b8f3bc48d252c9e22517c85ac30879ccdd07ca52cd74,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/masking-bearer-before-after-harness.log,NEW,EVIDENCE,170,dca27001c070819b1cc8eb2a0995853d61cf0e6ddf945e14eba418fc3cb90041,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/masking-policy-runtime-harness.log,NEW,EVIDENCE,47,df62bdab1a09385ce5f940f10f0a6bcb330d72568b6b332301278d3fb7b9c064,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/masking-truncate-before-after-harness.log,NEW,EVIDENCE,143,e153ed87840e425b5a098c0227f6eabde0149730aa94caf6c761e1776f4b5d62,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log,NEW,EVIDENCE,41,95851fd180eb7bdb3780c932487bfc5b856a144566fb4e9f6533fc1544395ee2,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/test_validate_gate_ids.log,NEW,EVIDENCE,98,3251a439eaf420074405113236df804a09ae5c0383b2a37edb3f1466f72d4bbc,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/test_validate_gate_ids_and_scale.log,NEW,EVIDENCE,98,4ed0fa40d4c3d28f678d2f234f1d7e0f95ae2ecb3765e5b7b0cbd941f083b1ab,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.exit,NEW,EVIDENCE,1,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-header-correlation-harness.log,NEW,EVIDENCE,221,4c14d286b3345ef9f894e5802c70e25ff308e7e2e114d0d5e668195b1428adcc,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/trace-sampling-runtime-harness.log,NEW,EVIDENCE,65,00470aaf562ebdd6d956954b09a78e6c4d8d4d8628a102e2dbecbbf4f9938350,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-12way-partition-coverage.json,NEW,EVIDENCE,3147,68d57fa0ff483f2c3398d9b806486dc1b07b1828499efb50669e80dc6696fa44,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-12way-partition-coverage.log,NEW,EVIDENCE,3147,68d57fa0ff483f2c3398d9b806486dc1b07b1828499efb50669e80dc6696fa44,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-builder-output-after-fix.json,NEW,EVIDENCE,362,7c2d20cf676ef32d667ccf21d4eb032bab0a142a928e611d453009b8ab076cf0,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-builder-output-after-fix.log,NEW,EVIDENCE,362,7c2d20cf676ef32d667ccf21d4eb032bab0a142a928e611d453009b8ab076cf0,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-builder-output-before-fix.json,NEW,EVIDENCE,73,03657e7233eca50420bbafbbb1d7966ab45ffafc4e44b9e1501330a63e664b06,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-builder-output-before-fix.log,NEW,EVIDENCE,73,03657e7233eca50420bbafbbb1d7966ab45ffafc4e44b9e1501330a63e664b06,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-builder-output-fixed-validator.json,NEW,EVIDENCE,362,7c2d20cf676ef32d667ccf21d4eb032bab0a142a928e611d453009b8ab076cf0,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-builder-output-fixed-validator.log,NEW,EVIDENCE,362,7c2d20cf676ef32d667ccf21d4eb032bab0a142a928e611d453009b8ab076cf0,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-qa12f-requirement-count.json,NEW,EVIDENCE,73,5ce74145b6fcfff5617a6f93f1ef4e8e456d7abb61df26395a926d417802f443,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-qa12f-requirement-count.log,NEW,EVIDENCE,73,5ce74145b6fcfff5617a6f93f1ef4e8e456d7abb61df26395a926d417802f443,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-qa12f-scenario-count.json,NEW,EVIDENCE,73,c9a6c4090ff06aa230c5d93253d5884f94f5991a2416dcd6a052598ceb1521e9,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/validate-qa12f-scenario-count.log,NEW,EVIDENCE,73,c9a6c4090ff06aa230c5d93253d5884f94f5991a2416dcd6a052598ceb1521e9,QA-12F exact-SHA evidence,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/current/CPF_REQUIREMENT_MASTER.csv,MODIFIED,SHARED_PATCH,13803,f216fe72190bd7b6ad827e49c87d265a6547b8fc85e84b1b3ca1cfbc235b8543,Requirement split index Part 010/011 exact metadata correction,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/CROSS_PARTITION_PATCH_REQUEST.csv,NEW,QA_REPORT,7944,6c5c6f6eb1d711dd4126a0be769951e0d064aebb2d8e18a017ccd76548158645,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/DELETE_MANIFEST.csv,NEW,QA_REPORT,100,f71b08e04465ba66ebaceb7bb81afb89bd4b10cf92066e06a51d49a2daf019e5,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/DOMAIN_RESULT_SUMMARY.csv,NEW,QA_REPORT,517,bb7b01aa074d3466e05815b01080524004dcb3abe2c39e594c22534c0299b5a3,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/FINDINGS.csv,NEW,QA_REPORT,156705,3e52b9215b71e5d0f89e5f51aedeed78e4bfc0fe68f2f62fa6c285e5651548af,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/FINDING_IMPACT.csv,NEW,QA_REPORT,989945,3512fa1e1a285054c1a1c17148b57bf96e3099a92244626625ec77b9002c8ae4,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/NEXT_SESSION_HANDOVER.md,NEW,QA_REPORT,1236,c0de7617de643c3036d0ddd24bcfe1b11e56ce1b3d95e550357ba628ea6127e2,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/OPEN_ISSUES.md,NEW,QA_REPORT,23167,ee3517568e027ccabcacdd40f6fc42a92cb6648fbc3327ecbd51549db2d4cd64,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/QA_PATCH_MANIFEST.csv,NEW,QA_REPORT,5236,05c1b1efbba1a004329bfb25f6528d703da1b56a267c42933aec49c08c334c98,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/QA_REQUIREMENT_STATUS_DELTA.csv,NEW,QA_REPORT,692425,307f1d7efbf988f4bdb3a139c37c051fbbf8a8ba9949b2c7cd660307008c4df4,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/QA_REWORK_REQUEST.md,NEW,QA_REPORT,28248,6c65882d892ca2b3b981dbc124d27bcf3e3523e884c092fc92e23aaea09325e5,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/QA_SCENARIO_STATUS_DELTA.csv,NEW,QA_REPORT,1322947,818622f1d1c6ddf12f4a999235b732b03d5be1bd7e7c45edbdc0e609080f1be2,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/REQUIREMENT_STATUS.csv,NEW,QA_REPORT,8736177,8883029995002bbefa95e0777f11fd0e87e4029faf1b78fa82c3155caa68b5f9,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/REVIEW_INDEX.md,NEW,QA_REPORT,3910,8df74753fa79ae292909ad06f19727b6a5b2ae44453516bf7e3c92dc8e9cf807,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SCENARIO_STATUS.csv,NEW,QA_REPORT,8710072,4e54ce21aca40a622da398ef1f1f775bf3853b0a001219ec0af8d6a7564505cc,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SHARED_FILE_CLAIM.csv,NEW,QA_REPORT,2931,e64c29bd86d52b8a31af61b97b9f6235a88f26c723e9becdf5228876113c59b3,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE.md,NEW,QA_REPORT,11774,043940d0e3acc8020c6cc30240478de9bd018f4ce41734a4f16693b3d24be0e0,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,NEW,QA_REPORT,216437,391a6c94d54fda94cf0679fba1d6b09cf96ffa8ad31d9bea81c382a1acfe701e,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/TEST_AND_EVIDENCE.md,NEW,QA_REPORT,6642,568dedefe6e09c1a4f6191c37c8ca7cbd2597ae42a85af4368fa4d56ea2e92bc,QA-12F review ledger/report/manifest,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-starters/integration/fixedlength/src/main/java/com/cpf/starter/fixedlength/CpfFixedLengthAutoConfiguration.java,MODIFIED,PRODUCT_PATCH,430,d23935a5208fce34eaf2693e02788caa52545e83bb4b789808a7fe9c49f34861,Fixed-Length wrong import compile fix,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-starters/integration/fixedlength/src/test/java/com/cpf/starter/fixedlength/CpfFixedLengthAutoConfigurationTest.java,NEW,PRODUCT_PATCH,562,c80c1c7540cbc300748d7fe59ad6611275d86e2d0964eee5fe4374c5796b95b6,Fixed-Length auto-configuration regression test,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-tools/scripts/tests/test_validate_cpf_full_qa_ledgers_gate_ids.py,NEW,SHARED_PATCH,4923,9fcd01360992f4e726cb72102cd29d878feecc44cb416141cd2bd07f00aa0e66,Validator Gate/scale regression test,f97655c1299936a1101bc3ec10239265ec3b502e
cpf-tools/scripts/validate-cpf-full-qa-ledgers.py,MODIFIED,SHARED_PATCH,3177,53f37db11645c6021301873787993e90f4a4212d81d43e29602dc4abeacb5744,Canonical Gate ID support and linear scenario membership validation,f97655c1299936a1101bc3ec10239265ec3b502e
