requirement_id,execution_order,domain,feature,dimension,qa_result,direct_fix,finding_ids,evidence_path,next_action
CPF-FR-012744,05-00012744,Resilience,Policy Version,보안·권한,미검증,아니오,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012745,05-00012745,Resilience,Policy Version,운영,미검증,아니오,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012746,10-00012746,Resilience,Policy Version,실패·복구,미검증,아니오,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012747,05-00012747,Resilience,Policy Version,호환·배포,미검증,아니오,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012748,10-00012748,Resilience,Policy Version,검증·Evidence,미검증,아니오,QA12F-RES-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/resilience-contract-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012749,05-00012749,Logging,Structured Log Schema,계약,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012750,05-00012750,Logging,Structured Log Schema,기본 구현,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012751,05-00012751,Logging,Structured Log Schema,상태·데이터,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012752,05-00012752,Logging,Structured Log Schema,보안·권한,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012753,05-00012753,Logging,Structured Log Schema,운영,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012754,10-00012754,Logging,Structured Log Schema,실패·복구,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012755,05-00012755,Logging,Structured Log Schema,호환·배포,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012756,10-00012756,Logging,Structured Log Schema,검증·Evidence,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012757,05-00012757,Logging,File Log Rotation,계약,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012758,05-00012758,Logging,File Log Rotation,기본 구현,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012759,05-00012759,Logging,File Log Rotation,상태·데이터,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012760,05-00012760,Logging,File Log Rotation,보안·권한,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012761,05-00012761,Logging,File Log Rotation,운영,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012762,10-00012762,Logging,File Log Rotation,실패·복구,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012763,05-00012763,Logging,File Log Rotation,호환·배포,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012764,10-00012764,Logging,File Log Rotation,검증·Evidence,미통과,예,QA12F-LOG-001,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012765,05-00012765,Logging,File Log Permission,계약,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012766,05-00012766,Logging,File Log Permission,기본 구현,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012767,05-00012767,Logging,File Log Permission,상태·데이터,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012768,05-00012768,Logging,File Log Permission,보안·권한,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012769,05-00012769,Logging,File Log Permission,운영,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012770,10-00012770,Logging,File Log Permission,실패·복구,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012771,05-00012771,Logging,File Log Permission,호환·배포,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012772,10-00012772,Logging,File Log Permission,검증·Evidence,미통과,예,QA12F-LOG-002,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,개발GPT·Codex 교차검토 후 독립 QA 재검수
CPF-FR-012773,05-00012773,Logging,DB Log Schema,계약,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
CPF-FR-012774,05-00012774,Logging,DB Log Schema,기본 구현,미검증,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012775,05-00012775,Logging,DB Log Schema,상태·데이터,미검증,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012776,05-00012776,Logging,DB Log Schema,보안·권한,미검증,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012777,05-00012777,Logging,DB Log Schema,운영,미검증,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012778,10-00012778,Logging,DB Log Schema,실패·복구,미검증,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,목표 환경 또는 동등 Harness 실행
CPF-FR-012779,05-00012779,Logging,DB Log Schema,호환·배포,미통과,아니오,QA12F-LOG-003,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/dynamic-log-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/log-spool-runtime-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-retention-before-after-harness.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/file-log-permission-before-after.log;cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12F_f97655c/SOURCE_TRACE_MATRIX.csv,재개발 후 contract/fault/runtime 재검수
