delete_id,exact_repository_path,target_type,deletion_reason,related_requirement,owner,current_consumer,replacement_or_migration,core_api_impact,build_impact,bom_catalog_impact,generator_impact,config_sql_impact,test_impact,documentation_impact,evidence_impact,residual_reference_check,empty_directory_check,approval_status,execution_status
QA39-DEL-FILE-011,cpf-starters/integration-ftps/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-ftps only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-012,cpf-starters/integration-ftps/src/main/java/com/cpf/starter/ftps/CpfFtpsAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-ftps only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-013,cpf-starters/integration-ftps/src/main/java/com/cpf/starter/ftps/CpfFtpsClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-ftps only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-014,cpf-starters/integration-ftps/src/main/java/com/cpf/starter/ftps/CpfFtpsProperties.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-ftps only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-015,cpf-starters/integration-ftps/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-ftps only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-016,cpf-starters/integration-grpc/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-grpc only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-017,cpf-starters/integration-grpc/src/main/java/com/cpf/starter/grpc/CpfGrpcAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-grpc only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-018,cpf-starters/integration-grpc/src/main/java/com/cpf/starter/grpc/CpfGrpcClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-grpc only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-019,cpf-starters/integration-grpc/src/main/java/com/cpf/starter/grpc/CpfGrpcProperties.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-grpc only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-020,cpf-starters/integration-grpc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-grpc only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-021,cpf-starters/integration-object-storage-s3/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-object-storage-s3 only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-022,cpf-starters/integration-object-storage-s3/src/main/java/com/cpf/starter/objectstorage/CpfObjectStorageAutoConfiguration.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-object-storage-s3 only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-023,cpf-starters/integration-object-storage-s3/src/main/java/com/cpf/starter/objectstorage/CpfObjectStorageClient.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-object-storage-s3 only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-024,cpf-starters/integration-object-storage-s3/src/main/java/com/cpf/starter/objectstorage/CpfObjectStorageProperties.java,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-object-storage-s3 only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-025,cpf-starters/integration-object-storage-s3/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-object-storage-s3 only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
QA39-DEL-FILE-026,cpf-starters/integration-realtime-webflux/build.gradle,FILE,Complete-remove target lacks sufficient CPF product value or is outside official product scope.,QA39-003;QA39-023;QA39-030;QA39-036;QA39-040,Development GPT / user-executed cleanup,Migrated or no supported consumer; residual-reference gate must be zero,direct Spring/OSS use under CPF standard policies or retained Capability replacement described by QA39,Remove only target-owned thin wrappers; retained CPF public contracts remain with their canonical owner,settings.gradle canonical catalog excludes target; compile/reference gate required after deletion,removedArtifactIds and release catalog exclude target artifact IDs,six-profile/seven-group generator must not resolve target path/artifact,Delete target-owned AutoConfiguration/config/SQL only; official three-vendor retained packs remain,Delete target-owned tests; replacement/negative gates cover retained path,Human canonical updated; protected documentation owner paths remain untouched,Do not reuse evidence for deleted artifact; reference-zero and build logs required,Exact artifact ID/FQN/path search must return zero outside canonical decision manifests,Remove cpf-starters/integration-realtime-webflux only after every listed file is absent and directory is empty,QA_REQUIREMENT_CONFIRMED_USER_EXECUTION_REQUIRED,NOT_EXECUTED
