delete_id,scope,exact_path,target_type,reason,replacement,cleanup_action,ownership,protected_path_check
DEL-0021,REPOSITORY,cpf-starters/base/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0022,REPOSITORY,cpf-starters/base/src/main/resources/cpf-capability-profiles.json,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0023,REPOSITORY,cpf-starters/base/src/test/java/com/cpf/core/common/product/CpfCapabilityRegistryTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0024,REPOSITORY,cpf-starters/base/src/test/java/com/cpf/starter/base/CpfCapabilityBindingRegistryTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0025,REPOSITORY,cpf-starters/base/src/test/java/com/cpf/starter/base/CpfCapabilityProfileCatalogTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0026,REPOSITORY,cpf-starters/base/src/test/java/com/cpf/starter/base/CpfGeneratedDomainPolicyRuntimeVerifierTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0027,REPOSITORY,cpf-starters/cache-valkey/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0028,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfCacheInvalidationCoordinator.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0029,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfJdbcCacheInvalidationStore.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0030,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfRedisCacheProvider.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0031,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfRedisConnectionFactoryBuilder.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0032,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfRedisProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0033,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfRedisCompatibilityAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0034,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfValkeyAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0035,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfValkeyCache.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0036,REPOSITORY,cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfValkeyProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0037,REPOSITORY,cpf-starters/cache-valkey/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0038,REPOSITORY,cpf-starters/cache-valkey/src/test/java/com/cpf/common/cache/CpfCacheInvalidationCoordinatorTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0039,REPOSITORY,cpf-starters/cache/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0040,REPOSITORY,cpf-starters/cache/src/main/java/com/cpf/common/cache/CpfLocalCacheProvider.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0041,REPOSITORY,cpf-starters/cache/src/main/java/com/cpf/common/config/CacheConfig.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0042,REPOSITORY,cpf-starters/cache/src/main/java/com/cpf/starter/cache/CaffeineCpfCachePort.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0043,REPOSITORY,cpf-starters/cache/src/main/java/com/cpf/starter/cache/CpfCacheAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0044,REPOSITORY,cpf-starters/cache/src/main/java/com/cpf/starter/cache/CpfCaffeineCacheProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0045,REPOSITORY,cpf-starters/cache/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0046,REPOSITORY,cpf-starters/cache/src/test/java/com/cpf/common/cache/CpfLocalCacheProviderTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0047,REPOSITORY,cpf-starters/channel-registry-jdbc/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0048,REPOSITORY,cpf-starters/channel-registry-jdbc/src/main/java/com/cpf/core/channel/adapter/JdbcCpfChannelRegistryAdapter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0049,REPOSITORY,cpf-starters/channel-registry-jdbc/src/main/java/com/cpf/starter/channel/jdbc/CpfChannelRegistryJdbcAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0050,REPOSITORY,cpf-starters/channel-registry-jdbc/src/main/java/com/cpf/starter/channel/runtimecontrol/CpfChannelPolicyRuntimeApplier.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0051,REPOSITORY,cpf-starters/channel-registry-jdbc/src/main/java/com/cpf/starter/channel/runtimecontrol/CpfChannelRuntimeControlAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0052,REPOSITORY,cpf-starters/channel-registry-jdbc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0053,REPOSITORY,cpf-starters/file-archive/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0054,REPOSITORY,cpf-starters/file-archive/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0055,REPOSITORY,cpf-starters/file-archive/src/main/java/com/cpf/starter/archive/CpfArchiveAutoConfiguration.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0056,REPOSITORY,cpf-starters/file-archive/src/main/java/com/cpf/starter/archive/CpfArchiveProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0057,REPOSITORY,cpf-starters/file-archive/src/main/java/com/cpf/starter/archive/CpfArchiveService.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0058,REPOSITORY,cpf-starters/file-archive/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0059,REPOSITORY,cpf-starters/file-archive/src/test/java/com/cpf/core/common/archive/CpfArchiveChecksumTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0060,REPOSITORY,cpf-starters/file-archive/src/test/java/com/cpf/core/common/archive/CpfArchiveServiceTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0061,REPOSITORY,cpf-starters/file-archive/src/test/java/com/cpf/core/common/archive/LocalCpfArchiveServiceStreamingTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0062,REPOSITORY,cpf-starters/file-archive/src/test/java/com/cpf/starter/archive/CpfArchiveServiceTest.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0063,REPOSITORY,cpf-starters/http-client/build.gradle,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0064,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfApiClientRuntimePolicy.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0065,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfHttpClientProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0066,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfLocalServiceIdentity.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0067,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfRestClientInterceptor.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0068,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfServiceEndpointProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0069,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfServiceEndpointRegistry.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0070,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfTargetServiceResolver.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0071,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfWebClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0072,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfWebClientConfig.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0073,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfEndpointRegistry.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0074,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfEndpointResolver.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0075,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfHealthAwareInstanceSelector.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0076,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfPolicyId.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0077,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfRemoteFacadeProxySupport.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0078,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfRoutingPolicyResolver.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0079,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallEngine.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0080,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallException.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0081,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallExecutorAdapter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0082,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallLogWriter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0083,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallOptions.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0084,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallProperties.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0085,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceCallerAdapter.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0086,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceHealthChecker.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0087,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceInstanceRegistry.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0088,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceRegistry.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0089,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceRegistryControlFacade.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0090,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceRegistryQueryFacade.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0091,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfServiceRegistryRepository.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
DEL-0092,REPOSITORY,cpf-starters/http-client/src/main/java/com/cpf/core/common/servicecall/CpfTypedServiceClient.java,FILE,"QA39 canonical move, package replacement, or duplicate contract removal",Canonical target is included in this Root Overlay ZIP,DELETE_IF_EXISTS,QA39_APPROVED_PRODUCT_CHANGE,PASS
