request_id,canonical_requirement_id,work_item_count,requirement_count,scenario_count,actual_source,actual_consumer,full_call_path,test_inventory,normal_path,error_partial_path,unknown_recovery,db_contract,security_contract,frontend_openapi,local_product_change,development_status,verification_status,evidence_ref
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CENTER-OPS,4,61,72,cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/CenterCutControlController.java; cpf-batch/control-server/src/main/java/com/cpf/batch/control/CenterCutReconciliationController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmCenterCutController.java; cpf-admin/src/main/java/com/cpf/admin/opr/centercut/RemoteCpfCenterCutOperationsAdapter.java; cpf-admin/frontend/src/views/BatchCenterCutPage.vue,Platform operator/security/auditor through ADM,ADM route -> generated/API adapter -> center-cut query/control endpoint -> SQL projection/mutation -> audit/status UX,CenterCutReconciliationControllerTest; ADM center-cut controller/adapter tests; browser E2E pending,Paged list/detail/state/audit are visible and safe actions use execution scope.,401/403/404/409/429/500/503 are preserved to operator UX.,Operator can inspect UNKNOWN/failed state and initiate approved bounded reconcile.,Center-cut query/audit SQL; target DB pending.,"Permission, reason, approval, masking and audit.",S05 must wire generated client and execution-scope actions; integration pending.,no,부분 구현,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/CENTER-OPS_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CENTER-PARAM,6,61,72,cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/CenterCutParameterProtector.java; cpf-batch/contract/src/main/java/com/cpf/batch/api/CenterCutExecutionRequest.java; cpf-batch/contract/src/main/java/com/cpf/batch/api/BatchParameterDefinition.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/CenterCutTargetGenerator.java,CenterCutControlController; SpringBatchCenterCutRuntimeState; ADM center-cut operations,Approved request -> schema/default validation -> parameter protection/hash/snapshot -> target generation -> immutable execution reference,CenterCutParameterProtector tests; target generator tests; center-cut controller tests,Validated parameters produce stable protected snapshot and hash.,Unknown/invalid/secret parameter is rejected or masked before persistence/logging.,Reprocess references original immutable snapshot/hash.,Protected parameter columns and migration/rollback parity; three-vendor runtime pending.,Masking/encryption policy and no plaintext evidence.,ADM parameter input/detail masking; browser/OpenAPI recheck pending.,no,완료,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/CENTER-PARAM_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CENTER-RATE,4,82,106,cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/internal/JdbcCenterCutAdmissionControl.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/CenterCutRuntimePolicyConfiguration.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/SpringBatchCenterCutStepHandler.java,Center-cut claim loop and runtime policy distribution,Execution policy -> admission acquire -> claim/dispatch -> release -> runtime metrics/ADM,center-cut admission/rate tests; runtime policy tests,TPS/concurrency limit bounds claims and releases capacity.,Limit exhaustion delays work without duplicate claim; invalid limit fails validation.,Stale admission is reconciled with claim expiry/restart.,Admission counters/lease SQL where configured; multi-instance DB runtime pending.,Only approved policy versions applied; audit of changes.,ADM rate/throttle controls; target browser/OpenAPI recheck pending.,no,완료,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/CENTER-RATE_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CENTER-REPROCESS,4,84,108,"cpf-batch/control-server/src/main/java/com/cpf/batch/control/CenterCutReconciliationController.java; cpf-tools/db/vendor/{mariadb,postgresql,oracle}/runtime/bat/repository/centercut-reconcile-failed-*.sql; cpf-admin/src/main/java/com/cpf/admin/opr/centercut/RemoteCpfCenterCutOperationsAdapter.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmCenterCutController.java",ADM approved center-cut operation -> control-server reconciliation controller,ADM reason/approval -> execution-scope reprocess API -> item transition -> execution transition -> audit -> scheduler/runner picks RETRY,CenterCutReconciliationControllerTest; vendor SQL catalog tests; S02 behavior harness,Only failed items of one execution are requeued and execution counters transition together.,Zero-row/stale execution transition returns 409 and transaction rolls back.,Retry is execution-scoped and idempotency/approval evidence remains queryable.,Failed item/execution/audit SQL for three vendors; real DB transaction pending.,"Requester/approver separation, reason, approval request id and sanitized audit.",Backend contract ready; S05 generated client/execution-scope UI/E2E pending.,yes,부분 구현,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/CENTER-REPROCESS_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CENTER-RUNNER,4,61,72,cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/CenterCutRunnerApplication.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/SpringBatchCenterCutStepHandler.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/SpringBatchCenterCutRuntimeState.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/CenterCutLifecycleReconciler.java,Spring Batch worker runtime; CenterCutControlController; RuntimeReporter,Spring Batch center-cut step -> handler -> claim/admission -> business handler -> result/state -> lifecycle reconcile/report,SpringBatchCenterCutStepHandler tests; CenterCutLifecycleReconcilerTest; S02 center-cut harness,Runner executes only items bound to its Spring Batch execution and reports state.,"Lost claim, handler failure, stop/drain and stale state are explicit.",Scheduled claim recovery and lifecycle reconcile operate without requiring a new step launch.,Claim/execution/item vendor SQL; process-kill DB runtime pending.,Runtime identity and parameter sanitization.,Operational state exposed through control server/ADM; browser recheck pending.,yes,완료,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/CENTER-RUNNER_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CENTER-UNKNOWN,5,80,104,"cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/CenterCutLifecycleReconciler.java; cpf-batch/center-cut-runner/src/main/java/com/cpf/batch/centercut/runner/internal/JdbcCenterCutClaimRepository.java; cpf-batch/control-server/src/main/java/com/cpf/batch/control/CenterCutReconciliationController.java; cpf-tools/db/vendor/{mariadb,postgresql,oracle}/runtime/bat/repository/centercut-reconcile-unknown-*.sql",SpringBatchCenterCutStepHandler; scheduled lifecycle reconciler; ADM approved reconciliation consumer,Process kill/response loss -> claim expiry -> item+execution UNKNOWN -> operator verifies result -> execution-scope approved reconcile -> RETRY+audit,CenterCutLifecycleReconcilerTest; JdbcCenterCutClaimRepositoryTest; CenterCutReconciliationControllerTest; S02 compile/claim behavior harnesses,UNKNOWN is durable and blocks blind re-execution until explicit approved resolution.,"Missing execution owner, state conflict, zero affected rows and job-scope bulk replay fail closed.",Scheduled expiry recovery plus execution-scoped reconcile preserves atomicity and audit.,Three-vendor expiry/unknown/reconcile/audit SQL; real DB/process-kill pending.,"Separate requester/approver, reason, approval id, sanitized evidence.",Backend contract ready; S05 execution-scope UI/generated client/E2E pending.,yes,부분 구현,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/CENTER-UNKNOWN_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-ALERT,5,82,106,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmNotificationController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmNotificationService.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmNotificationOutboxService.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmNotificationOutboxWorker.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmReliabilityController.java,"Alert evaluator, notification sender, ADM operator",Metric/SLO signal -> alert policy -> grouping/inhibition/suppression -> notification outbox -> sender/audit,cpf-admin notification/reliability tests; external sender/fault runtime pending,"Alert transitions, grouping and delivery are durable and traceable.",Sender failure remains retryable/outbox pending; suppression/inhibition is explicit.,Outbox worker retry/DLQ/reconcile and operator audit.,Alert policy/outbox/audit SQL; target DB pending.,Recipient/secret masking and permission-controlled policy mutation.,ADM alert policy/status UX; browser recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-ALERT_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-CAPACITY,6,80,104,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmHealthController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmSystemInfoController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmObservabilityController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmObservabilityService.java; runtime state providers,ADM capacity/health diagnostics and runtime operators,Runtime resource/state metrics -> observability service -> capacity query/detail -> operator decision/runbook,ADM health/observability tests; runtime state tests; load/performance environment pending,"Capacity metrics include scope, time, units and saturation signals.",Missing/stale/over-limit data is explicit and paged safely.,Refresh/retry and historical comparison support action.,Capacity/metric query storage where configured; load DB pending.,Permission and sensitive host data masking.,ADM capacity diagnostics; browser/load recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-CAPACITY_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-CONFIG,7,166,242,cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/BatchRuntimePolicy.java; cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/BatchRuntimePolicyApplier.java; cpf-admin/src/main/java/com/cpf/admin/opr/runtime/AdmRuntimePolicyDistributionAdapter.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmConfigController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmFeatureFlagController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmDynamicLogLevelBroadcastService.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmDynamicLogLevelRuleStore.java,"All batch runtimes, ADM configuration/feature/log-level screens",ADM versioned config/policy -> approval/audit -> distribution adapter -> runtime policy applier -> report desired/actual version/drift,runtime policy tests; ADM config/feature/dynamic log level tests; multi-runtime propagation/browser pending,Versioned validated config reaches targeted runtimes and reports applied version.,Invalid/stale/partial propagation is rejected or marked drift/unknown.,"Last valid version, retry/reconcile and rollback remain available.",Config/version/audit/distribution SQL and migrations; three-vendor runtime pending.,"Secret masking/encryption, permission, reason, approval.",ADM config/feature/log-level catalog/detail/preview; browser/generated client pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-CONFIG_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-DR,6,105,142,cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy; cpf-batch/contract/src/main/java/com/cpf/batch/api/AgentArtifactRequest.java; cpf-batch/contract/src/main/java/com/cpf/batch/api/ArtifactManifest.java; cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/AgentController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmRuntimeControlController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBreakGlassController.java,ADM approved deployment/rollback/DR operator -> lifecycle/agent,Approved artifact/DR command -> deployment/lifecycle service -> agent stage/verify/switch -> runtime registry/health -> audit/reconcile,control-server deploy tests; agent artifact/command tests; DR multi-process/environment pending,Verified artifact/version is staged and activated with tracked desired/actual state.,Hash/signature/health/switch failure preserves previous version or partial rollback state.,Rollback/redeploy/reconcile and break-glass audit are explicit.,Deployment/artifact/command/audit persistence; restore/three-vendor runtime pending.,"Artifact signature/hash, approval, reason, least privilege, break-glass audit.",ADM deployment/DR/rollback controls; browser/OpenAPI recheck pending.,yes,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-DR_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-DRIFT,7,118,168,cpf-batch/control-server/src/main/java/com/cpf/batch/control/ControlServerRuntimeStateProvider.java; cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeStateProvider.java; cpf-batch/control-server/src/main/java/com/cpf/batch/control/internal/JdbcRuntimeRegistry.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmServiceRegistryController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmServiceRegistryService.java,ADM drift/topology/operator views and reconcile workflows,Desired policy/artifact/topology + runtime actual report -> registry comparison -> drift status -> ADM detail/reconcile,runtime state provider/registry tests; ADM service registry tests; process/version drift runtime pending,Desired and actual versions/state are compared with identity and timestamp.,"Missing/stale actual becomes UNKNOWN/STALE drift, not equal.",Re-report/redeploy/reapply/reconcile retains previous evidence.,Desired/actual registry and audit SQL; target DB pending.,Scoped visibility and masked config/artifact detail.,ADM drift list/detail/deep-link; browser recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-DRIFT_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-INCIDENT,5,61,72,cpf-admin/src/main/java/com/cpf/admin/opr/incident; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmReliabilityController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmReliabilityService.java,ADM incident operator and alert integration,Alert/manual create -> incident state/timeline/owner -> remediation/runbook links -> audit/close,cpf-admin incident/reliability tests; concurrent operator/browser runtime pending,"Incident identity, severity, owner, timeline and state transitions are durable.",Invalid/stale transition and missing reason are rejected.,Reopen/escalate/resolve retains full timeline and linked evidence.,Incident/timeline/audit persistence; target DB pending.,"Role, reason, approval for risky actions, masking.",ADM incident list/detail/timeline; browser recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-INCIDENT_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-MAINT,5,84,108,cpf-batch/control-server/src/main/java/com/cpf/batch/control/RuntimeControlController.java; cpf-batch/control-server/src/main/java/com/cpf/batch/control/RuntimeCommandExecutor.java; cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/RuntimeLifecycleService.java; cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/AgentController.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmRuntimeControlController.java,ADM approved maintenance command -> runtime/agent owner API,ADM request/approval -> RuntimeControlController -> RuntimeCommandExecutor -> lifecycle/agent -> attempt ledger -> aggregate command state/audit,RuntimeCommandExecutorFailureClassificationTest; RuntimeCommandIdentityTest; AgentCommandLedgerTest; S02 runtime-command harness,START/STOP/RESTART/DRAIN/RESUME/ROLLBACK use approved idempotent commands.,Response loss/evidence failure/non-terminal/partial rollback are not collapsed to success.,UNKNOWN reconcile and rollback states preserve target-level evidence.,Runtime command/attempt/registry SQL; target DB/multi-instance runtime pending.,"Requester/approver separation, expiry, reason, approval, sanitized summary.",ADM runtime control UX/API; browser/OpenAPI recheck pending.,yes,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-MAINT_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-METRIC,6,328,569,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmObservabilityController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmObservabilityService.java; cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeReporter.java; cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeSmokeController.java; runtime state providers in control-server/worker/host-agent,"ADM metric dashboard, alert/SLO services, platform operators",Runtime metrics/state -> reporter/provider -> ADM observability service/controller -> dashboard/SLO/alert consumers,cpf-admin observability tests; runtime state provider tests; target metrics backend/browser pending,System/instance/transaction/execution metrics retain identity and timestamps.,Missing/stale source is marked unknown/stale rather than fabricated green.,Reporter retries and ADM distinguishes partial/stale data.,Metric/query storage where configured; production metrics backend pending.,Tenant/permission filtering and label/value sanitization.,ADM metric dashboard; browser/accessibility/performance recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-METRIC_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-RUNBOOK,5,82,106,cpf-admin/src/main/java/com/cpf/admin/opr/incident; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmReliabilityController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmReliabilityService.java,Incident/alert operator and runtime control approval flow,Incident/alert -> runbook lookup -> guarded command/reference -> result/evidence -> incident timeline,cpf-admin reliability/runbook tests; external command/browser runtime pending,Runbook version and preconditions are visible before execution.,Missing/unsafe/stale runbook or command is rejected.,Failed step records evidence and supports bounded retry/manual handoff.,Runbook/version/execution audit persistence; target DB pending.,"Permission, approval, allowlist, reason and secret masking.",ADM runbook view/action; browser/accessibility recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-RUNBOOK_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-SELF,5,61,72,cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeSmokeController.java; cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeReporter.java; cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeStateProvider.java; control-server/worker/host-agent runtime state providers,Control plane health/registry and ADM health view,Runtime internal state -> self/smoke/state provider -> heartbeat/registry -> ADM health/topology,ControlServerRuntimeStateProviderTest; HostAgentRuntimeStateProviderTest; worker runtime state tests,"Each process exposes identity, role, desired/actual state and health.","Probe/report failure is stale/unknown, not healthy.",Heartbeat/report retry and registry TTL/reclaim.,Runtime registry/heartbeat persistence; target multi-instance DB pending.,Authenticated internal endpoint and sanitized state.,ADM health/topology view; browser recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-SELF_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-SLO,5,80,104,cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmObservabilityService.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmReliabilityController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmReliabilityService.java,ADM SLO/error-budget dashboard and alert policy,Metric windows -> SLO/error-budget calculation -> burn-rate/reliability API -> dashboard/alert,cpf-admin reliability/observability tests; production metric-window runtime pending,SLO windows and error budget use explicit numerator/denominator/time range.,Missing/partial data yields unknown/incomplete status.,Recalculation from durable metric window and audit history.,SLO policy/window persistence; target DB pending.,Permission-scoped policy and audit.,SLO/error budget ADM UX; browser recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-SLO_REVIEW.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,OPS-TOPOLOGY,7,82,106,cpf-batch/contract/src/main/java/com/cpf/batch/api/RuntimeRegistration.java; cpf-batch/contract/src/main/java/com/cpf/batch/api/RuntimeHeartbeat.java; cpf-batch/contract/src/main/java/com/cpf/batch/api/RuntimeRole.java; cpf-batch/control-server/src/main/java/com/cpf/batch/control/internal/JdbcRuntimeRegistry.java; cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmServiceRegistryController.java; cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmServiceRegistryService.java,All runtimes register; ADM topology/operations consume registry,Runtime registration/heartbeat -> JdbcRuntimeRegistry -> desired/actual grouping -> ADM service registry/topology,runtime registry/state provider tests; ADM service registry tests; multi-instance process runtime pending,System/instance/role/group identity and heartbeat are durable and queryable.,Duplicate/stale registration and version conflict are explicit.,TTL expiry/re-registration/reconcile preserves fencing/version.,Registry/group/heartbeat SQL and migrations; three-vendor runtime pending.,Authenticated runtime identity and scoped topology visibility.,ADM runtime group/topology; generated client/browser recheck pending.,no,재확인 필요,재확인 필요,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-005/sessions/DEVGPT-V9-S02/evidence/OPS-TOPOLOGY_REVIEW.md
