path,path_type,requirement_references,scenario_references,verification_basis,baseline_sha
cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/internal/ServiceManager.java,file,274,0,OVERLAY_FILE_HASHED,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/BatchRuntimePolicy.java,file,227,314,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/BatchRuntimePolicyApplier.java,file,227,314,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/CenterCutParameterProtector.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/JobPackCatalog.java,file,99,136,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeIdentityFactory.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeReporter.java,file,450,713,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeSmokeController.java,file,389,641,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/RuntimeStateProvider.java,file,179,240,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/runtime-common/src/main/java/com/cpf/batch/runtime/SensitiveTextSanitizer.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/scheduler/src/main/java/com/cpf/batch/scheduler/SchedulerDispatchService.java,file,0,492,OVERLAY_FILE_HASHED,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedFileExecutor.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/worker/src/main/java/com/cpf/batch/worker/ApprovedShellExecutor.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/worker/src/main/java/com/cpf/batch/worker/BatchRuntimeExecutorRegistry.java,file,346,564,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/worker/src/main/java/com/cpf/batch/worker/JcaScriptArtifactVerifier.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java,file,61,208,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
cpf-batch/worker/src/main/java/com/cpf/batch/worker/WorkerControlController.java,file,61,72,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
"cpf-tools/db/vendor/{mariadb,postgresql,oracle}/runtime/bat/repository/centercut-claim-*.sql",template,80,104,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
"cpf-tools/db/vendor/{mariadb,postgresql,oracle}/runtime/bat/repository/centercut-reconcile-failed-*.sql",template,84,108,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
"cpf-tools/db/vendor/{mariadb,postgresql,oracle}/runtime/bat/repository/centercut-reconcile-unknown-*.sql",template,80,104,EXACT_SHA_CONNECTOR_OR_API_CONTRACT,fc207ac5560da59f352ee0c5f83199177f2987b4
