path,action,purpose
cpf-docs/work/v9i/qa/r6j/a/CHANGE_MANIFEST.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/CROSS_REVIEW_REQUEST.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/HANDOVER.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/PACKAGE_MANIFEST.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_EDU_ARCH_CLASSIFICATION.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_EVIDENCE.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_FINDINGS.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_LOGGING_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_OPINION.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_REPORT.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_REQUIREMENT_STATUS.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/QA_A_RUNTIME_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/SHA256SUMS.txt,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/artifact-consumer-selftest.log,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/db3-v105-v106-source-parity.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/developer-ledger-facts.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/edu-consumer-contract.log,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/edu135-facts.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/environment.txt,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/frontend-contract.log,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/frontend-semantic-mutation.log,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/observability-fake-proof.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/observability-fake-proof.log,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/selected-source-hash-parity.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/a/evidence/supply-chain-selftest.log,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/CHANGE_MANIFEST.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/CROSS_REVIEW_REQUEST.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/DELETE_MANIFEST.txt,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/HANDOVER.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/PACKAGE_MANIFEST.json,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_ADM63_DEEP_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_APPROVAL_OWNER_RECONCILE_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_ARCHITECTURE_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_BZA26_DEEP_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_DEEP_SOURCE_AUDIT.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_EDU135_DEEP_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_EDU_ARCH_CLASSIFICATION.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_EVIDENCE.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_EVIDENCE_PROBE.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_FINDINGS.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_LOGGING_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_OPINION.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_RELEASE_GATE_AUDIT.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_REPORT.md,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_REQUIREMENT_STATUS.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_REWORK_CLASSIFICATION.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_RUNTIME_GAP_MATRIX.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/QA_B_SOURCE_PROBE_MANIFEST.csv,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/b/SHA256SUMS.txt,ADD_OR_MODIFY,Project-level 100 percent finalization mandate
cpf-docs/work/v9i/qa/r6j/central-package/CHANGE_MANIFEST.csv,ADD,package control
cpf-docs/work/v9i/qa/r6j/central-package/PACKAGE_MANIFEST.json,ADD,package control
cpf-docs/work/v9i/qa/r6j/central-package/SHA256SUMS.txt,ADD,package control
