requirement_id,primary_work_item_id,canonical_requirement_ids,mapping_basis,manual_review_required
CPF-FR-000020,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000021,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000022,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000023,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000024,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000025,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000026,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000027,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000028,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000029,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000030,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000031,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000032,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000033,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000034,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000035,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000036,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000037,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000038,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000039,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000040,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000041,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000042,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000043,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000044,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000045,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000046,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000047,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000048,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000049,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000050,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000051,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000052,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000053,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000054,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000055,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000056,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000057,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000058,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000059,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000060,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000061,CPF-WP-ARCH-MISSION-02-EVIDENCE_VALIDATION,ARCH-MISSION,SEMANTIC_AXIS_SCORE,false
CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000063,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000064,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000065,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000066,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000067,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000068,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000069,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000070,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000071,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000072,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000073,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000074,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000075,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000076,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000077,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000078,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000079,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000080,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000081,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000082,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000083,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000084,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000085,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000086,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000087,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000088,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000089,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000090,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000091,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000092,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000093,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000094,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000095,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000096,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000097,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000098,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000099,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000100,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000101,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000102,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000103,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,true
CPF-FR-000104,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000105,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000106,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000107,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000108,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000109,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000110,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000111,CPF-WP-ARCH-MSA-02-IMPLEMENTATION_CONSUMER,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000112,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000113,CPF-WP-ARCH-MSA-04-OPERATIONS_SECURITY,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000114,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000115,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000116,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000117,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000118,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000119,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000120,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000121,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000122,CPF-WP-ARCH-MSA-03-VERIFICATION_EVIDENCE,ARCH-MSA,SEMANTIC_AXIS_SCORE,false
CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000124,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000125,CPF-WP-ARCH-BOUNDARY-02-IMPLEMENTATION_CONSUMER,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000126,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000127,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000128,CPF-WP-ARCH-BOUNDARY-02-IMPLEMENTATION_CONSUMER,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000129,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000130,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000131,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000132,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000133,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000134,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000135,CPF-WP-ARCH-BOUNDARY-02-IMPLEMENTATION_CONSUMER,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000136,CPF-WP-ARCH-BOUNDARY-02-IMPLEMENTATION_CONSUMER,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000137,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000138,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000139,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000140,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000141,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000142,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000143,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000144,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000145,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000146,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000147,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000148,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000149,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000150,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000151,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000152,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000153,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000154,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000155,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000156,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000157,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000158,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000159,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000160,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000161,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000162,CPF-WP-ARCH-BOUNDARY-04-FAILURE_RECOVERY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000163,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000164,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000165,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000166,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000167,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000168,CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000169,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000170,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000171,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000172,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000173,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000174,CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000175,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000176,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000177,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000178,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000179,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000180,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000181,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000182,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000183,CPF-WP-ARCH-BOUNDARY-03-VERIFICATION_EVIDENCE,ARCH-BOUNDARY,SEMANTIC_AXIS_SCORE,false
CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,SEMANTIC_AXIS_SCORE,false
