scenario_id,requirement_id,primary_work_item_id,canonical_requirement_ids,mapping_basis,manual_review_required
CPF-SC-000013,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000014,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000015,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000016,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000017,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000018,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000019,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000020,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000021,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000022,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000023,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000024,CPF-FR-000062,CPF-WP-ARCH-MSA-01-CONTRACT_OWNERSHIP,ARCH-MSA,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000025,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000026,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000027,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000028,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000029,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000030,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000031,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000032,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000033,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000034,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000035,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000036,CPF-FR-000123,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,ARCH-BOUNDARY,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000037,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000038,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000039,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000040,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000041,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000042,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000043,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000044,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000045,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000046,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000047,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000048,CPF-FR-000184,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,ARCH-LAYER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000049,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000050,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000051,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000052,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000053,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000054,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000055,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000056,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000057,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000058,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000059,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000060,CPF-FR-000245,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,CORE-API,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000061,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000062,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000063,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000064,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000065,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000066,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000067,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000068,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000069,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000070,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000071,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000072,CPF-FR-000306,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,CORE-SPI,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000073,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000074,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000075,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000076,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000077,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000078,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000079,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000080,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000081,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000082,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000083,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000084,CPF-FR-000367,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,CORE-CONFIG,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000085,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000086,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000087,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000088,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000089,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000090,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000091,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000092,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000093,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000094,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000095,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000096,CPF-FR-000428,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,CORE-TESTKIT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000397,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000398,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000399,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000400,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000401,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000402,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000403,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000404,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000405,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000406,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000407,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-000408,CPF-FR-002014,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,ARCH-STARTER,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001585,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001586,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001587,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001588,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001589,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001590,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001591,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001592,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001593,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001594,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001595,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001596,CPF-FR-008053,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001597,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001598,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001599,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001600,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001601,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001602,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001603,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001604,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001605,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001606,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001607,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001608,CPF-FR-008114,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001609,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001610,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001611,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001612,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001613,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001614,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001615,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001616,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001617,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001618,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001619,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001620,CPF-FR-008175,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001621,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001622,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001623,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001624,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001625,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001626,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001627,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001628,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001629,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001630,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001631,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001632,CPF-FR-008236,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001633,CPF-FR-008297,CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,SAMPLE-ACC,PARENT_REQUIREMENT_MAPPING,false
CPF-SC-001634,CPF-FR-008297,CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,SAMPLE-ACC,PARENT_REQUIREMENT_MAPPING,false
