entity_id,entity_type,canonical_requirement_id,priority,work_type,axis,title,owner,owner_module,owner_package,dependencies,markdown_file,ledger_part,target_state
CPF-WP-ARCH-BOUNDARY-05-DATA_MIGRATION,WORK_PACKAGE,ARCH-BOUNDARY,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-BOUNDARY-06-GENERATION_COMPATIBILITY,WORK_PACKAGE,ARCH-BOUNDARY,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-ARCH-BOUNDARY-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-LAYER-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-LAYER-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP;CPF-WP-ARCH-LAYER-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-LAYER-04-GENERATION_COMPATIBILITY,WORK_PACKAGE,ARCH-LAYER,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-ARCH-LAYER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-API,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-API-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-API,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-API-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-API,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-API-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-API-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-SPI-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-SPI-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-SPI-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-SPI-04-GENERATION_COMPATIBILITY,WORK_PACKAGE,CORE-SPI,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-SPI-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-CONFIG-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-CONFIG-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-CONFIG-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-CONFIG-04-FAILURE_RECOVERY,WORK_PACKAGE,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-CONFIG-05-OPERATIONS_SECURITY,WORK_PACKAGE,CORE-CONFIG,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-CONFIG-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-TESTKIT-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-TESTKIT-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-TESTKIT-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-CORE-TESTKIT-04-FAILURE_RECOVERY,WORK_PACKAGE,CORE-TESTKIT,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-TESTKIT-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-STARTER-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP;CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-STARTER-04-FAILURE_RECOVERY,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-ARCH-STARTER-05-GENERATION_COMPATIBILITY,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,DEVEX-QUICK,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools + public artifacts,cpf-tools + public artifacts,,,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-QUICK-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,DEVEX-QUICK,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,DEVEX-QUICK,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-QUICK-02-IMPLEMENTATION_CONSUMER,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,WORK_PACKAGE,DEVEX-QUICK,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,DEVEX-CODEGEN,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools + public artifacts,cpf-tools + public artifacts,,,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,DEVEX-CODEGEN,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,DEVEX-CODEGEN,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,WORK_PACKAGE,DEVEX-CODEGEN,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,WORK_PACKAGE,DEVEX-CODEGEN,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,DEVEX-COMMENT,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools + public artifacts,cpf-tools + public artifacts,,,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,DEVEX-COMMENT,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,DEVEX-COMMENT,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,WORK_PACKAGE,DEVEX-COMMENT,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,ONBOARD-DOMAIN,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-tools + public artifacts,cpf-tools + public artifacts,,,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,ONBOARD-DOMAIN,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-ONBOARD-DOMAIN-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,ONBOARD-DOMAIN,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP;CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-ONBOARD-DOMAIN-04-DATA_MIGRATION,WORK_PACKAGE,ONBOARD-DOMAIN,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-ONBOARD-DOMAIN-05-GENERATION_COMPATIBILITY,WORK_PACKAGE,ONBOARD-DOMAIN,P2,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-tools + public artifacts,cpf-tools + public artifacts,,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,WORK_PACKAGE,SAMPLE-ACC,P2,REFERENCE_IMPLEMENTATION,REFERENCE_RUNTIME,Reference 실제 Runtime,cpf-reference / generated reference,cpf-reference,generated reference,,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
CPF-WP-SAMPLE-ACC-02-FAILURE_PARITY,WORK_PACKAGE,SAMPLE-ACC,P2,REFERENCE_IMPLEMENTATION,FAILURE_PARITY,Reference 오류·복구 Parity,cpf-reference / generated reference,cpf-reference,generated reference,CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,80_DEVEX_GENERATOR_SAMPLE.md,ledgers/80_DEVEX_GENERATOR_SAMPLE_WORK_ITEMS.csv,작업 대상
