path,action,sha256,purpose,test_evidence
cpf-tools/db/vendor/oracle/rollback/R101__cache_invalidation_ledger.sql,CREATE_OR_MODIFY,ba1adab6ba6bba81038926620bc6ef3af77af1616bf983437b473c209901ecb8,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/oracle/runtime/cache/cache_invalidation_queries.sql,CREATE_OR_MODIFY,86d9c023f7a8726e744523ff5799883097838ab8f311dc0d9eb9c1a5640bc861,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql,CREATE_OR_MODIFY,54c4743347b50b94a488130256b174ebd9b8ace184fd7135f47b0c4910a7142b,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/oracle/source/00_test_seed.sql,CREATE_OR_MODIFY,8aab0104e5dac208a1a05a5aca3c61b64d07b2d55c3c252ad8f8a03f182d4f74,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/oracle/source/16_cache_invalidation_ledger.sql,CREATE_OR_MODIFY,1afa8e612d1e66641624c6ad4c53a7b0e58ab474806842c4a66c0576879ff079,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/oracle/verify/101_verify_cache_invalidation_ledger.sql,CREATE_OR_MODIFY,029c092cdae4e441014c2e2f1bfe7da76cb53826ebd2a127c3e438a6ef576ac0,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/install/05_cache_invalidation_ledger.sql,CREATE_OR_MODIFY,4918f3b0609e2a6872072dbd3bfeca119a9118b2053d4b1bdefb9142aad048db,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/migration/V101__cache_invalidation_ledger.sql,CREATE_OR_MODIFY,4918f3b0609e2a6872072dbd3bfeca119a9118b2053d4b1bdefb9142aad048db,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/pack.json,CREATE_OR_MODIFY,7f46e9e9ac58008b79119b413b66453091448ff10ee31a0dab2198f82cfb8b61,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/rollback/R101__cache_invalidation_ledger.sql,CREATE_OR_MODIFY,c4a697c63d66d9439caf778b78c7920c00cf67369578ad8461ea48e0ea8286ff,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/runtime/cache/cache_invalidation_queries.sql,CREATE_OR_MODIFY,86d9c023f7a8726e744523ff5799883097838ab8f311dc0d9eb9c1a5640bc861,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql,CREATE_OR_MODIFY,a1462e3dbc991ab54db8a52c809a9020799ac36aedbd5ec97895a3af93be0bef,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/source/00_test_seed.sql,CREATE_OR_MODIFY,3b44acdef011e9432ebe2b9b4c74d93b3c4e4748a1a545f518980fe80bdafc67,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/source/16_cache_invalidation_ledger.sql,CREATE_OR_MODIFY,4918f3b0609e2a6872072dbd3bfeca119a9118b2053d4b1bdefb9142aad048db,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/db/vendor/postgresql/verify/101_verify_cache_invalidation_ledger.sql,CREATE_OR_MODIFY,8cae43d6ebf976fa96f3dbefbd53a97eb0a149572506b2a2d511482c612cbbe7,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/performance/cpf-performance-profile.json,CREATE_OR_MODIFY,73f0fa26123f646a85df3cbd356ffcb44d10ffc53b8cb26d7fe601c97b949865,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/runtime-alternatives/cpf-runtime-alternative-profile.json,CREATE_OR_MODIFY,2cc5bfa164862334456ac57e0b8ff5029b6ec13c59d009b001f79d9c9bc01628,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/Qa39Tool.java,CREATE_OR_MODIFY,5d31cb6c55208a171255718b0dcf0f7f40a7f704d53a8af40f7730bcc97797ff,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/apply-qa-reopen-feed.ps1,CREATE_OR_MODIFY,df009fa063df4da1064893fde3530e5116f2966aaf6c5f29b0afe2a07de61505,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/apply_qa_reopen_feed.py,CREATE_OR_MODIFY,958a9462e328675b701709da4ecc18c1e6dbd87af5fdb15eded360cc612e80d2,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/bootstrap-and-generate-first-campaign.ps1,CREATE_OR_MODIFY,546f97242d4e9ea620867f9570909b3866cc6095789412c605d17d1bbd0e95d6,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py,CREATE_OR_MODIFY,cf77fc50d600a6f290ee7fb2318e5ad94e96a0b0d65bb20968ba3ede28977e30,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/devgpt_control_lib.py,CREATE_OR_MODIFY,7c15fe89d2da7eb00743f7f460357c2929cc9dfaf6b8d57fe963d948d3872ce8,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/generate_development_requests.py,CREATE_OR_MODIFY,5738dd908c13115bae4f18fbbdf012f3b4524777000a91dfe52e9b356f1e293f,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/initialize-development-management.ps1,CREATE_OR_MODIFY,92591aaecc688488aec38764250a4709f205019cdf3c2aad839c5fc33ceecd73,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/merge-development-results.ps1,CREATE_OR_MODIFY,27fbe818c87276f3792ee511165a943c7a9e62f991085f61ecd07df115841d0c,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/merge_session_results.py,CREATE_OR_MODIFY,2375c49c93204aba2ddb30dab3a7c98eb442c628bf258b23cb4b7f8b30e5d77f,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/devgpt-control-v9/validate-development-management.ps1,CREATE_OR_MODIFY,410a741882e4fdc29ac0d6d8100083bf1468f16b67683cdc3668a0373a3318d8,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/generate-cpf-support-bundle.ps1,CREATE_OR_MODIFY,b384b0da88e63faed62ed320054895369931d97498c4363ea4536e2ad16b9fec,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/generate-cpf-support-bundle.py,CREATE_OR_MODIFY,48759234a1625d746e4b0aa55ec9ca646cb4a618a7c13534b2976b8906094324,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/run-cpf-performance-contract.py,CREATE_OR_MODIFY,4bb5e224ff02d326847a1de94344182025200d599590d12ed6045e6cdbd956d0,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/devgpt_control_v9/test_devgpt_control.py,CREATE_OR_MODIFY,50c053f14ef394c7b2728c9a57c9232005525acd599ce2161cab03ab6a068890,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/CpfCacheRuntimeHarness.java,CREATE_OR_MODIFY,460f2d7fd87ef6ccc516f829102922982245088ce23618b5084f07e99119f60a,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/CpfFeatureFlagRuntimeHarness.java,CREATE_OR_MODIFY,4297ef804579c9e1d5251a31b22d5bc92aad223a2f2908d42add861c60194347,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/ValkeyCpfCachePortRuntimeHarness.java,CREATE_OR_MODIFY,655f4bb108e6cae6da1eb8df9b8b5ee113b3cccee621831fefbe2adeec19bdbd,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/boot/context/properties/ConfigurationProperties.java,CREATE_OR_MODIFY,6ba875646c840d4aa86d188b6c56fb629b7866817b39ef3e4de39c22f9357c0c,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/connection/RedisConnection.java,CREATE_OR_MODIFY,35612d554621d81aaa9d5a6ad88641128fea919edc25c303e215db3224339625,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/connection/RedisConnectionFactory.java,CREATE_OR_MODIFY,ddbc17dd23c9912cd4e8ea67b96b52d0b0724a96f69cf5b960b87b478e21b9bd,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/core/Cursor.java,CREATE_OR_MODIFY,db8a42857d7c45281e959c78659d140f49383a2ec4eaed41d98e4fcf58a57333,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/core/ScanOptions.java,CREATE_OR_MODIFY,917489e304aa2c4599d39342b6d7a833cd30a02ee93fbe5a2b165144988c1fbf,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/core/StringRedisTemplate.java,CREATE_OR_MODIFY,5e502a6f5c9d46fbdf6562079a118074ced3fd79db3973e7ac86b682e684db76,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/core/ValueOperations.java,CREATE_OR_MODIFY,9d7ea01b861d686a41e4a0fd50c2082a31f7d09135a4a34438926b92a6c14d8a,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/runtime-fixtures/cache-feature-flag/org/springframework/data/redis/core/script/DefaultRedisScript.java,CREATE_OR_MODIFY,6e1859c3084253ee48766cee467c1b9d98be1e2652523a191c5ddf03b2b67afc,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_cache_provider_contract_source.py,CREATE_OR_MODIFY,471e8eedc7486ee10f3bf5b2b516347cbb5aa1cd850d17c25ccf22003660d86d,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_generate_cpf_support_bundle.py,CREATE_OR_MODIFY,16ea11189d6af0293992f71835425933d7ce1d253bed9e2f6be1175c4a595552,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_qa39_network_identity_semantics.py,CREATE_OR_MODIFY,139b704b7e426b1f77eef4e9642976fdd764be2e8378e75e24ea1e79d7f3d7b3,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_qa39_runtime_contract_semantics.py,CREATE_OR_MODIFY,b36fe6914cdc9387ad90641a8c8e4e8ef453c3ece44a59261a59ead25f9fa1ec,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_qa39_supply_chain_schema_semantics.py,CREATE_OR_MODIFY,987059226ff02d8e5de4d32b4a737dd0c9aa666c4ef729ede2a9c208898b4c80,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_run_cpf_performance_contract.py,CREATE_OR_MODIFY,4444ce558f8dcf68e2dfa7bc070ac4081506319f859478fad913a0337453b6ae,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_asyncapi_lifecycle.py,CREATE_OR_MODIFY,60c310393a2670397d3a39dc16651b8995a6bf39f698e5bdbb81f977db164745,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_cache_capability.py,CREATE_OR_MODIFY,2f67206417e3b787499ffbbca065d3feff24af05180baf095412c08b9c3d5231,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_cache_durable_lifecycle.py,CREATE_OR_MODIFY,0514a4ce6ea9c2e8dbfe532bd5e3d6ac46e81a15fd6d028a3d8f8eeb10783268,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_cache_feature_flag_runtime.py,CREATE_OR_MODIFY,b8acbc5ee30d8382719f7967e118ae823061703c373eb9bdadb6ffadf88f0836,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_feature_flag_runtime_harness.py,CREATE_OR_MODIFY,baf2c84c5d0a0f7669686c2eb6fc6d96ea185ae63c549d1727a818981c9fe2d4,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_notification_incident_lifecycle.py,CREATE_OR_MODIFY,6d1a8267fc8ba9d38a95e07be4760a81a5a51da220fe97d23d2bd2894ea0f9c5,S06 telemetry/notification lifecycle verifier and negative fixtures,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_openapi_profile_lifecycle.py,CREATE_OR_MODIFY,62e4c304ebf89aa29c3ffa128eedea7f6bee94668e6268684d3a7bf987fbff6f,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_runtime_alternatives.py,CREATE_OR_MODIFY,8472145d8865926c6d712aa75b20a7aca4338c3b4dfa0f05fd56dad6e5e673c2,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_supply_chain.py,CREATE_OR_MODIFY,cc42b0c4025b80a273f4ff564ab89195654cdbb00c7462ea99d9d83dd6913230,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_telemetry_lifecycle.py,CREATE_OR_MODIFY,26fb2ec2699bc15bdf92b9b0efc9d34956a2b63ea399fa5e97c00e2bb70cbbc9,S06 telemetry/notification lifecycle verifier and negative fixtures,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/tests/test_verify_cpf_threat_models.py,CREATE_OR_MODIFY,a7b3944bb5f8a5c9cc05bba3d9272a079f71e22b34ed88242034a7f3eb95f74c,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-asyncapi-lifecycle.py,CREATE_OR_MODIFY,0b7b294b9595edb7e298007f7b18145b7bb68e74d9caa51ec8f00673eef35226,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-cache-capability.py,CREATE_OR_MODIFY,56917df965b482dd5411f4180d9eb765537c1d25a2977bef4c98460ac534fcc3,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-cache-durable-lifecycle.py,CREATE_OR_MODIFY,742d136c8ea764c0158fc87d89638f3c7f4d329765a78e4fb68e2df5d92f6b98,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-cache-feature-flag-runtime.py,CREATE_OR_MODIFY,f4d427077e3433322dda26343b81016698a21461b4d6b1a733ecadac42896aee,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-feature-flag-runtime-harness.py,CREATE_OR_MODIFY,ed780fef636bcd3a8b46f6649c0712f1bb11fe629e510eacfb3dd78b9f5148c9,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-notification-incident-lifecycle.py,CREATE_OR_MODIFY,f8665af8b740258cf639aa7b00b97e2c2b69b6b63c50e04fc4b7a15f2c2f192c,S06 telemetry/notification lifecycle verifier and negative fixtures,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-openapi-profile-lifecycle.py,CREATE_OR_MODIFY,dbdc69476dd56c709713e5d2aede83d5a0962f1d1e06978fbdb86926dc674c3c,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-runtime-alternatives.py,CREATE_OR_MODIFY,04f715fa69867826d0df9e0f29e04562a41c627a046a9205c21e4e7eb9fb5196,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-supply-chain.py,CREATE_OR_MODIFY,e7bac86d88b40bb92221aab65feb8b030965d2b72c0bb3e6dfb35482692e3a1b,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-telemetry-lifecycle.py,CREATE_OR_MODIFY,650766cbc92b728886f83c8203fe2d15a0d6892d9415dfbd0076f8c40d620128,S06 telemetry/notification lifecycle verifier and negative fixtures,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/scripts/verify-cpf-threat-models.py,CREATE_OR_MODIFY,69daa84df09174c487b731639a4ab7a0800741d3ab1e8a117c449e53f654de99,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
cpf-tools/security/threat-models/TM-CPF-DEVEX-QUALITY.json,CREATE_OR_MODIFY,8da6687057335c70e8b1eaa799bfb47f538016fbd83192377e776d79bc221763,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
gradle/wrapper/gradle-wrapper.properties,CREATE_OR_MODIFY,42bc80546f2979857efc20b23ede63b1c5a20478aef5a5c7b89ca66fb46fc786,S06 product implementation/test change,evidence/S06_FINAL29_REGRESSION_SUMMARY.json
