request_id,requirement_id,canonical_requirement_id,primary_work_item_id,mapping_basis,mapping_score,manual_review_required,priority,owner_module,owner_package,acceptance_criteria
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004647,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 상태 Catalog 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004648,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,72,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 상태 전이 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004649,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 명령 실행 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004650,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 조회·검색 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004651,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 멱등성 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004652,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 동시성 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004653,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,SEMANTIC_AXIS_SCORE,72,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Timeout Budget 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004654,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 재시도 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004655,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,64,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Circuit·Bulkhead 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004656,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 결과 불명 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004657,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 대사 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004658,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,64,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 복구 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004659,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 보상 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004660,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,64,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Rollback·Forward Recovery 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004661,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,SEMANTIC_AXIS_SCORE,72,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 다중 인스턴스 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004662,BAT-CORE,CPF-WP-BAT-CORE-01-CONTRACT_OWNERSHIP,SEMANTIC_AXIS_SCORE,66,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Local/Remote 동등성 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004663,BAT-CORE,CPF-WP-BAT-CORE-01-CONTRACT_OWNERSHIP,SEMANTIC_AXIS_SCORE,66,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004664,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,64,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 인증 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004665,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 권한 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004666,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Data Scope 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004667,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004668,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 사유 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004669,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 승인 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004670,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 감사 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004671,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,64,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Log 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004672,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,SEMANTIC_AXIS_SCORE,72,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Metric 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004673,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Trace 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004674,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004675,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,64,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004676,BAT-CORE,CPF-WP-BAT-CORE-02-IMPLEMENTATION_CONSUMER,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004677,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004678,BAT-CORE,CPF-WP-BAT-CORE-01-CONTRACT_OWNERSHIP,SEMANTIC_AXIS_SCORE,70,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 DB Schema 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004679,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,72,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004680,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,SEMANTIC_AXIS_SCORE,68,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 Migration 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-FR-004681,BAT-CORE,CPF-WP-BAT-CORE-04-FAILURE_RECOVERY,DEVGPT_MANUAL_SEMANTIC_REVIEW,100,false,P0,cpf-batch,com.cpf.batch,Batch 개발자·운영자가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 Spring Batch를 Job/Step/Repository/ExecutionContext/Restart 단일 Primary Engine으로 사용하고 자체 중복 실행 Engine을 제거한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
