request_id,scenario_id,linked_requirement_id,canonical_requirement_id,primary_work_item_id,mapping_basis,manual_review_required,priority,scenario_type,title,expected_result,failure_criteria
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000923,CPF-FR-004637,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,ROLLBACK,[BAT-CORE] Rollback/Forward Recovery,데이터 보존·actual 일치·audit,부분 rollback·drift
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000924,CPF-FR-004637,BAT-CORE,CPF-WP-BAT-CORE-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,SECURITY_LEAK,[BAT-CORE] 민감정보 누출,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000925,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,POSITIVE,[BAT-JOB] 정상 수직 흐름,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000926,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,INVALID,[BAT-JOB] 입력·경계 오류,표준 field/path 오류·side effect 0,500/raw exception/부분 저장
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000927,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,UNAUTHORIZED,[BAT-JOB] 미인증·권한 부족,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000928,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,CONFLICT,[BAT-JOB] Version·Hash 충돌,409·기존 결과 보존·lost update 0,후행 요청 덮어씀
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000929,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,DUPLICATE,[BAT-JOB] 중복 요청,"동일 replay, 다른 payload conflict",side effect 2회
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000930,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,TIMEOUT_PRE,[BAT-JOB] Side effect 전 Timeout,retryable failure·side effect 0,UNKNOWN/성공 오인
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000931,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,RESPONSE_LOSS,[BAT-JOB] Side effect 후 응답 유실,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000932,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PARTIAL,[BAT-JOB] 부분 실패,개별 성공/실패/unknown 보존,전체 성공/실패로 축약
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000933,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PROCESS_KILL,[BAT-JOB] Process Kill·Restart,lease 회수·stale fencing·복구,고아 상태·중복
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000934,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,MULTI_INSTANCE,[BAT-JOB] 다중 Instance,version/state 일치·중복 0,local state 의존
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000935,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,ROLLBACK,[BAT-JOB] Rollback/Forward Recovery,데이터 보존·actual 일치·audit,부분 rollback·drift
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000936,CPF-FR-004698,BAT-JOB,CPF-WP-BAT-JOB-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,SECURITY_LEAK,[BAT-JOB] 민감정보 누출,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000937,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,POSITIVE,[BAT-ITEM] 정상 수직 흐름,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000938,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,INVALID,[BAT-ITEM] 입력·경계 오류,표준 field/path 오류·side effect 0,500/raw exception/부분 저장
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000939,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,UNAUTHORIZED,[BAT-ITEM] 미인증·권한 부족,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000940,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,CONFLICT,[BAT-ITEM] Version·Hash 충돌,409·기존 결과 보존·lost update 0,후행 요청 덮어씀
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000941,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,DUPLICATE,[BAT-ITEM] 중복 요청,"동일 replay, 다른 payload conflict",side effect 2회
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000942,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,TIMEOUT_PRE,[BAT-ITEM] Side effect 전 Timeout,retryable failure·side effect 0,UNKNOWN/성공 오인
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000943,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,RESPONSE_LOSS,[BAT-ITEM] Side effect 후 응답 유실,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000944,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PARTIAL,[BAT-ITEM] 부분 실패,개별 성공/실패/unknown 보존,전체 성공/실패로 축약
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000945,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PROCESS_KILL,[BAT-ITEM] Process Kill·Restart,lease 회수·stale fencing·복구,고아 상태·중복
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000946,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,MULTI_INSTANCE,[BAT-ITEM] 다중 Instance,version/state 일치·중복 0,local state 의존
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000947,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,ROLLBACK,[BAT-ITEM] Rollback/Forward Recovery,데이터 보존·actual 일치·audit,부분 rollback·drift
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000948,CPF-FR-004759,BAT-ITEM,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,SECURITY_LEAK,[BAT-ITEM] 민감정보 누출,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000949,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,POSITIVE,[BAT-EXECUTOR] 정상 수직 흐름,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000950,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,INVALID,[BAT-EXECUTOR] 입력·경계 오류,표준 field/path 오류·side effect 0,500/raw exception/부분 저장
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000951,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,UNAUTHORIZED,[BAT-EXECUTOR] 미인증·권한 부족,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000952,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,CONFLICT,[BAT-EXECUTOR] Version·Hash 충돌,409·기존 결과 보존·lost update 0,후행 요청 덮어씀
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000953,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,DUPLICATE,[BAT-EXECUTOR] 중복 요청,"동일 replay, 다른 payload conflict",side effect 2회
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000954,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,TIMEOUT_PRE,[BAT-EXECUTOR] Side effect 전 Timeout,retryable failure·side effect 0,UNKNOWN/성공 오인
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000955,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,RESPONSE_LOSS,[BAT-EXECUTOR] Side effect 후 응답 유실,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000956,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,PARTIAL,[BAT-EXECUTOR] 부분 실패,개별 성공/실패/unknown 보존,전체 성공/실패로 축약
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000957,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,PROCESS_KILL,[BAT-EXECUTOR] Process Kill·Restart,lease 회수·stale fencing·복구,고아 상태·중복
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000958,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,MULTI_INSTANCE,[BAT-EXECUTOR] 다중 Instance,version/state 일치·중복 0,local state 의존
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000959,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,ROLLBACK,[BAT-EXECUTOR] Rollback/Forward Recovery,데이터 보존·actual 일치·audit,부분 rollback·drift
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000960,CPF-FR-004820,BAT-EXECUTOR,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,PARENT_REQUIREMENT_MAPPING,false,P0,SECURITY_LEAK,[BAT-EXECUTOR] 민감정보 누출,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000961,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,POSITIVE,[BAT-AGENT] 정상 수직 흐름,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000962,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,INVALID,[BAT-AGENT] 입력·경계 오류,표준 field/path 오류·side effect 0,500/raw exception/부분 저장
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000963,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,UNAUTHORIZED,[BAT-AGENT] 미인증·권한 부족,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000964,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,CONFLICT,[BAT-AGENT] Version·Hash 충돌,409·기존 결과 보존·lost update 0,후행 요청 덮어씀
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000965,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,DUPLICATE,[BAT-AGENT] 중복 요청,"동일 replay, 다른 payload conflict",side effect 2회
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000966,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,TIMEOUT_PRE,[BAT-AGENT] Side effect 전 Timeout,retryable failure·side effect 0,UNKNOWN/성공 오인
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000967,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,RESPONSE_LOSS,[BAT-AGENT] Side effect 후 응답 유실,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000968,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PARTIAL,[BAT-AGENT] 부분 실패,개별 성공/실패/unknown 보존,전체 성공/실패로 축약
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000969,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PROCESS_KILL,[BAT-AGENT] Process Kill·Restart,lease 회수·stale fencing·복구,고아 상태·중복
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000970,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,MULTI_INSTANCE,[BAT-AGENT] 다중 Instance,version/state 일치·중복 0,local state 의존
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000971,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,ROLLBACK,[BAT-AGENT] Rollback/Forward Recovery,데이터 보존·actual 일치·audit,부분 rollback·drift
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000972,CPF-FR-004881,BAT-AGENT,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,SECURITY_LEAK,[BAT-AGENT] 민감정보 누출,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000973,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,POSITIVE,[BAT-CALL-SYNC] 정상 수직 흐름,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000974,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,INVALID,[BAT-CALL-SYNC] 입력·경계 오류,표준 field/path 오류·side effect 0,500/raw exception/부분 저장
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000975,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,UNAUTHORIZED,[BAT-CALL-SYNC] 미인증·권한 부족,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000976,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,CONFLICT,[BAT-CALL-SYNC] Version·Hash 충돌,409·기존 결과 보존·lost update 0,후행 요청 덮어씀
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000977,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,DUPLICATE,[BAT-CALL-SYNC] 중복 요청,"동일 replay, 다른 payload conflict",side effect 2회
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000978,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,TIMEOUT_PRE,[BAT-CALL-SYNC] Side effect 전 Timeout,retryable failure·side effect 0,UNKNOWN/성공 오인
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000979,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,RESPONSE_LOSS,[BAT-CALL-SYNC] Side effect 후 응답 유실,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000980,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PARTIAL,[BAT-CALL-SYNC] 부분 실패,개별 성공/실패/unknown 보존,전체 성공/실패로 축약
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000981,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,PROCESS_KILL,[BAT-CALL-SYNC] Process Kill·Restart,lease 회수·stale fencing·복구,고아 상태·중복
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000982,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,MULTI_INSTANCE,[BAT-CALL-SYNC] 다중 Instance,version/state 일치·중복 0,local state 의존
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000983,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,ROLLBACK,[BAT-CALL-SYNC] Rollback/Forward Recovery,데이터 보존·actual 일치·audit,부분 rollback·drift
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000984,CPF-FR-004942,BAT-CALL-SYNC,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,SECURITY_LEAK,[BAT-CALL-SYNC] 민감정보 누출,원문 0 또는 승인 범위,Log/DOM/Storage/Evidence 원문
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000985,CPF-FR-005003,BAT-CALL-ASYNC,CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,POSITIVE,[BAT-CALL-ASYNC] 정상 수직 흐름,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000986,CPF-FR-005003,BAT-CALL-ASYNC,CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,INVALID,[BAT-CALL-ASYNC] 입력·경계 오류,표준 field/path 오류·side effect 0,500/raw exception/부분 저장
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000987,CPF-FR-005003,BAT-CALL-ASYNC,CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,UNAUTHORIZED,[BAT-CALL-ASYNC] 미인증·권한 부족,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000988,CPF-FR-005003,BAT-CALL-ASYNC,CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,CONFLICT,[BAT-CALL-ASYNC] Version·Hash 충돌,409·기존 결과 보존·lost update 0,후행 요청 덮어씀
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-SC-000989,CPF-FR-005003,BAT-CALL-ASYNC,CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE,PARENT_REQUIREMENT_MAPPING,false,P0,DUPLICATE,[BAT-CALL-ASYNC] 중복 요청,"동일 replay, 다른 payload conflict",side effect 2회
