request_id,work_item_id,canonical_requirement_id,priority,primary_owner,integration_owner,applicable_gates,dependencies,ledger_part
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-ITEM-02-IMPLEMENTATION_CONSUMER,BAT-ITEM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-ITEM-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-ITEM-03-VERIFICATION_EVIDENCE,BAT-ITEM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-ITEM-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-ITEM-02-IMPLEMENTATION_CONSUMER,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-ITEM-04-FAILURE_RECOVERY,BAT-ITEM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-ITEM-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-EXECUTOR-01-CONTRACT_OWNERSHIP,BAT-EXECUTOR,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-EXECUTOR-02-IMPLEMENTATION_CONSUMER,BAT-EXECUTOR,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-EXECUTOR-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-EXECUTOR-03-VERIFICATION_EVIDENCE,BAT-EXECUTOR,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-EXECUTOR-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-EXECUTOR-02-IMPLEMENTATION_CONSUMER,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-EXECUTOR-04-FAILURE_RECOVERY,BAT-EXECUTOR,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-EXECUTOR-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-EXECUTOR-05-OPERATIONS_SECURITY,BAT-EXECUTOR,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-EXECUTOR-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP,BAT-AGENT,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-AGENT-02-IMPLEMENTATION_CONSUMER,BAT-AGENT,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-AGENT-03-VERIFICATION_EVIDENCE,BAT-AGENT,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-AGENT-02-IMPLEMENTATION_CONSUMER,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-AGENT-04-FAILURE_RECOVERY,BAT-AGENT,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-AGENT-05-GENERATION_COMPATIBILITY,BAT-AGENT,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-AGENT-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-SYNC-01-CONTRACT_OWNERSHIP,BAT-CALL-SYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-SYNC-02-IMPLEMENTATION_CONSUMER,BAT-CALL-SYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-CALL-SYNC-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-SYNC-03-VERIFICATION_EVIDENCE,BAT-CALL-SYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-CALL-SYNC-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-CALL-SYNC-02-IMPLEMENTATION_CONSUMER,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-SYNC-04-FAILURE_RECOVERY,BAT-CALL-SYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,CPF-WP-BAT-CALL-SYNC-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-ASYNC-01-CONTRACT_OWNERSHIP,BAT-CALL-ASYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-ASYNC-02-IMPLEMENTATION_CONSUMER,BAT-CALL-ASYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-CALL-ASYNC-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-ASYNC-03-VERIFICATION_EVIDENCE,BAT-CALL-ASYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-CALL-ASYNC-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-CALL-ASYNC-02-IMPLEMENTATION_CONSUMER,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-CALL-ASYNC-04-FAILURE_RECOVERY,BAT-CALL-ASYNC,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-CALL-ASYNC-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP,BAT-SHARED,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-SHARED-02-IMPLEMENTATION_CONSUMER,BAT-SHARED,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-SHARED-03-VERIFICATION_EVIDENCE,BAT-SHARED,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP;CPF-WP-BAT-SHARED-02-IMPLEMENTATION_CONSUMER,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-SHARED-04-FAILURE_RECOVERY,BAT-SHARED,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-SHARED-05-OPERATIONS_SECURITY,BAT-SHARED,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-BAT-SHARED-06-GENERATION_COMPATIBILITY,BAT-SHARED,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-12-OBSERVABILITY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-BAT-SHARED-01-CONTRACT_OWNERSHIP,40_BATCH_AGENT_WORKER.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CORE-01-CONTRACT_OWNERSHIP,CENTER-CORE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CORE-02-IMPLEMENTATION_CONSUMER,CENTER-CORE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-CORE-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CORE-03-VERIFICATION_EVIDENCE,CENTER-CORE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-CORE-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-CORE-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-CORE-04-FAILURE_RECOVERY,CENTER-CORE,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-CORE-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RUNNER-01-CONTRACT_OWNERSHIP,CENTER-RUNNER,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RUNNER-02-IMPLEMENTATION_CONSUMER,CENTER-RUNNER,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-RUNNER-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RUNNER-03-VERIFICATION_EVIDENCE,CENTER-RUNNER,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-RUNNER-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-RUNNER-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-RUNNER-04-FAILURE_RECOVERY,CENTER-RUNNER,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-RUNNER-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP,CENTER-PARAM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-10-CRYPTO-PRIVACY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-PARAM-02-IMPLEMENTATION_CONSUMER,CENTER-PARAM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-10-CRYPTO-PRIVACY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-PARAM-03-VERIFICATION_EVIDENCE,CENTER-PARAM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-10-CRYPTO-PRIVACY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP;CPF-WP-CENTER-PARAM-02-IMPLEMENTATION_CONSUMER,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-PARAM-04-FAILURE_RECOVERY,CENTER-PARAM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-PARAM-05-DATA_MIGRATION,CENTER-PARAM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-10-CRYPTO-PRIVACY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
DEVREQ-V9-S02-LOCAL-20260805-2140-R005,CPF-WP-CENTER-PARAM-06-GENERATION_COMPATIBILITY,CENTER-PARAM,P1,cpf-batch,DEVGPT-V9-S02,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-10-CRYPTO-PRIVACY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-CENTER-PARAM-01-CONTRACT_OWNERSHIP,41_CENTER_CUT.md
