entity_type,exact_id,request_id,bundle_id,file_path,file_type,change_type,owner_module,actual_consumer_role,sha256,size_bytes,tracked_in_git,source_or_evidence,verification_result
CPF_SC,CPF-SC-032774,S06-DELETE-OPENAPI-WEBMVC-STALE-ROOT|S06-ENV-JAVA25-GRADLE91-RUNTIME|S06-INT-ADM-APPROVAL-DUAL-PRIMARY|S06-INT-ADM-BROWSER-RELEASE-CONTRACT|S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP|S06-INT-CACHE-VALKEY-MISSING-RUNTIME|S06-INT-CORE-CRYPTO-AGILITY|S06-INT-CORE-TIME-STANDARD|S06-INT-DATA-FIELD-ENCRYPTION|S06-INT-DATA-QUALITY-OPERATIONS|S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY|S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,BND-FINAL-INTEGRATION-CLOSURE,results/BUNDLE_CATALOG.csv,INTEGRATION_BUNDLE_CATALOG,LINK,,,DEFERRED_TO_PACKAGE_MANIFEST,,true,EVIDENCE,BUNDLE_AND_EXECUTION_LINKED
CPF_SC,CPF-SC-032775,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032776,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032776,S06-DELETE-OPENAPI-WEBMVC-STALE-ROOT|S06-ENV-JAVA25-GRADLE91-RUNTIME|S06-INT-ADM-APPROVAL-DUAL-PRIMARY|S06-INT-ADM-BROWSER-RELEASE-CONTRACT|S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP|S06-INT-CACHE-VALKEY-MISSING-RUNTIME|S06-INT-CORE-CRYPTO-AGILITY|S06-INT-CORE-TIME-STANDARD|S06-INT-DATA-FIELD-ENCRYPTION|S06-INT-DATA-QUALITY-OPERATIONS|S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY|S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,BND-FINAL-INTEGRATION-CLOSURE,results/BUNDLE_CATALOG.csv,INTEGRATION_BUNDLE_CATALOG,LINK,,,DEFERRED_TO_PACKAGE_MANIFEST,,true,EVIDENCE,BUNDLE_AND_EXECUTION_LINKED
CPF_SC,CPF-SC-032777,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032778,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032778,S06-DELETE-OPENAPI-WEBMVC-STALE-ROOT|S06-ENV-JAVA25-GRADLE91-RUNTIME|S06-INT-ADM-APPROVAL-DUAL-PRIMARY|S06-INT-ADM-BROWSER-RELEASE-CONTRACT|S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP|S06-INT-CACHE-VALKEY-MISSING-RUNTIME|S06-INT-CORE-CRYPTO-AGILITY|S06-INT-CORE-TIME-STANDARD|S06-INT-DATA-FIELD-ENCRYPTION|S06-INT-DATA-QUALITY-OPERATIONS|S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY|S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,BND-FINAL-INTEGRATION-CLOSURE,results/BUNDLE_CATALOG.csv,INTEGRATION_BUNDLE_CATALOG,LINK,,,DEFERRED_TO_PACKAGE_MANIFEST,,true,EVIDENCE,BUNDLE_AND_EXECUTION_LINKED
CPF_SC,CPF-SC-032779,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032780,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032781,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032782,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032783,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032784,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032785,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032786,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032787,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032787,S06-DELETE-OPENAPI-WEBMVC-STALE-ROOT|S06-ENV-JAVA25-GRADLE91-RUNTIME|S06-INT-ADM-APPROVAL-DUAL-PRIMARY|S06-INT-ADM-BROWSER-RELEASE-CONTRACT|S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP|S06-INT-CACHE-VALKEY-MISSING-RUNTIME|S06-INT-CORE-CRYPTO-AGILITY|S06-INT-CORE-TIME-STANDARD|S06-INT-DATA-FIELD-ENCRYPTION|S06-INT-DATA-QUALITY-OPERATIONS|S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY|S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,BND-FINAL-INTEGRATION-CLOSURE,results/BUNDLE_CATALOG.csv,INTEGRATION_BUNDLE_CATALOG,LINK,,,DEFERRED_TO_PACKAGE_MANIFEST,,true,EVIDENCE,BUNDLE_AND_EXECUTION_LINKED
CPF_SC,CPF-SC-032788,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032789,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032789,S06-DELETE-OPENAPI-WEBMVC-STALE-ROOT|S06-ENV-JAVA25-GRADLE91-RUNTIME|S06-INT-ADM-APPROVAL-DUAL-PRIMARY|S06-INT-ADM-BROWSER-RELEASE-CONTRACT|S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP|S06-INT-CACHE-VALKEY-MISSING-RUNTIME|S06-INT-CORE-CRYPTO-AGILITY|S06-INT-CORE-TIME-STANDARD|S06-INT-DATA-FIELD-ENCRYPTION|S06-INT-DATA-QUALITY-OPERATIONS|S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY|S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,BND-FINAL-INTEGRATION-CLOSURE,results/BUNDLE_CATALOG.csv,INTEGRATION_BUNDLE_CATALOG,LINK,,,DEFERRED_TO_PACKAGE_MANIFEST,,true,EVIDENCE,BUNDLE_AND_EXECUTION_LINKED
CPF_SC,CPF-SC-032790,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032791,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032791,S06-DELETE-OPENAPI-WEBMVC-STALE-ROOT|S06-ENV-JAVA25-GRADLE91-RUNTIME|S06-INT-ADM-APPROVAL-DUAL-PRIMARY|S06-INT-ADM-BROWSER-RELEASE-CONTRACT|S06-INT-ADM-ROUTE-RAW-URL-OWNERSHIP|S06-INT-CACHE-VALKEY-MISSING-RUNTIME|S06-INT-CORE-CRYPTO-AGILITY|S06-INT-CORE-TIME-STANDARD|S06-INT-DATA-FIELD-ENCRYPTION|S06-INT-DATA-QUALITY-OPERATIONS|S06-INT-NOTIFICATION-INCIDENT-CANONICAL-DB-PARITY|S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,BND-FINAL-INTEGRATION-CLOSURE,results/BUNDLE_CATALOG.csv,INTEGRATION_BUNDLE_CATALOG,LINK,,,DEFERRED_TO_PACKAGE_MANIFEST,,true,EVIDENCE,BUNDLE_AND_EXECUTION_LINKED
CPF_SC,CPF-SC-032792,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032793,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032794,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
CPF_SC,CPF-SC-032795,,BND-BASELINE-PROVENANCE,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-2020/REV-007/sessions/DEVGPT-V9-S06/results/DEVELOPMENT_SCENARIO_RESULT.csv,SOURCE_RESULT_CSV,REFERENCE,,,4a22f132ac7d5bd20d9ca243d3dfd4c30746514d61b55a2177c14db0a790e89b,,true,SOURCE,SOURCE_PATH_AND_HASH_CAPTURED
