atomic_id,atomic_type,canonical_requirement_id,work_item_id,development_status,verification_status,qa_status,evidence_path,evidence_sha256
CPF-FR-002085,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002086,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002087,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002088,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002089,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002090,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002091,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002092,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002093,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002094,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002095,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002096,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002097,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002098,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002099,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002100,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002101,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002102,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002103,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002104,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002105,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002106,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002107,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002108,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002109,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002110,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002111,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002112,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002113,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002114,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002115,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002116,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002117,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002118,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002119,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002120,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002121,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002122,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002123,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002124,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002125,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002126,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002127,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002128,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002129,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002130,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002131,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002132,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002133,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002134,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002135,CPF-FR,CMN-EXTENSION,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_extension_contract.log,841484a8214616427a5ab33c4f38598b87b9a9e4bb08255c946f52dd4d379fb3
CPF-FR-002136,CPF-FR,CMN-SAMPLE-DB,CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,완료,완료,미검수,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S04/evidence/s04_cmn_sql_java_harness.log,9af69663535562d519144202b788413e4f1ffe2ea256d6ea21582a4d62e6cce9
