area,canonical_requirement_id,path,method,operation_id,source_snapshot,baseline_sha,status
ADM,ADM-BATCH,/adm/api/batch/schedules/{scheduleId}/enable,POST,admBatchEnableSchedule,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/schedules/{scheduleId}/simulation,GET,admBatchSimulateSchedule,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/steps,GET,admBatchFindStepExecutions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/executions,GET,admBatchWorkbenchExecutions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/executions/{executionId},GET,admBatchWorkbenchExecutionDetail,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/infrastructure,GET,admBatchWorkbenchInfrastructure,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/jobs,GET,admBatchWorkbenchJobs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/jobs/{jobId},GET,admBatchWorkbenchJobDetail,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/overview,GET,admBatchWorkbenchOverview,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/recovery,GET,admBatchWorkbenchRecovery,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-BATCH,/adm/api/batch/workbench/schedules,GET,admBatchWorkbenchSchedules,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-AGENT,/adm/api/batch/workers,GET,admBatchFindWorkers,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/break-glass,GET,admBreakGlassFindSessions,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/break-glass,POST,admBreakGlassOpenSession,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/break-glass/{sessionId}/close,POST,admBreakGlassCloseSession,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/break-glass/{sessionId}/review,POST,admBreakGlassReviewSession,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/business-calendars/{calendarId}/days,GET,admCalendarFindDays,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/business-calendars/{calendarId}/days/{businessDate},DELETE,admCalendarDeleteDay,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/business-calendars/{calendarId}/days/{businessDate},PUT,admCalendarSaveDay,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/business-calendars/{calendarId}/resolve,GET,admCalendarResolveDate,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/cache/evict-key,POST,admCacheEvictKey,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/cache/evict-namespace,POST,admCacheEvictNamespace,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/cache/reconcile,POST,admCacheReconcile,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/cache/refresh,POST,admCacheRefresh,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/cache/summary,GET,admCacheSummary,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/executions/{executionId}/reconcile-unknown,POST,admCenterCutReconcileUnknownExecution,cpf-admin/frontend/openapi/cpf-openapi.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED_REV005_OVERLAY
ADM,ADM-CENTER,/adm/api/center-cut/executions/{executionId}/reprocess-failed,POST,admCenterCutReprocessFailedExecution,cpf-admin/frontend/openapi/cpf-openapi.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED_REV005_OVERLAY
ADM,ADM-CENTER,/adm/api/center-cut/jobs,GET,admCenterCutFindJobs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/jobs/{centerCutJobId},GET,admCenterCutFindJobDetail,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/jobs/{centerCutJobId}/parameters,GET,admCenterCutFindParameters,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/jobs/{centerCutJobId}/results,GET,admCenterCutFindResults,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/jobs/{centerCutJobId}/summary,GET,admCenterCutFindSummary,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/jobs/{centerCutJobId}/targets,GET,admCenterCutFindTargets,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-CENTER,/adm/api/center-cut/results/{resultId},GET,admCenterCutFindResultDetail,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/channels,GET,admChannelFindSnapshot,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/channels/package,GET,admChannelExportPackage,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/channels/package/import,POST,admChannelImportPackage,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/channels/policies/{policyKey},PUT,admChannelSaveExecutionPolicy,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/channels/refresh,POST,admChannelRefreshSnapshot,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/channels/{channelCode},PUT,admChannelSave,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/codes,GET,admCodeFindCodes,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/codes,POST,admCodeCreateCode,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/codes/{codeId},DELETE,admCodeDeleteCode,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/codes/{codeId},GET,admCodeFindCode,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/codes/{codeId},PUT,admCodeUpdateCode,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/configs,GET,admConfigFindConfigs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/configs,POST,admConfigCreateConfig,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/configs/{configId},DELETE,admConfigDeleteConfig,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/configs/{configId},GET,admConfigFindConfig,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/configs/{configId},PUT,admConfigUpdateConfig,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-AUDIT,/adm/api/downloads/audit-logs,GET,admDownloadFindDownloadAuditLogs,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/downloads/csv,POST,admDownloadDownloadCsv,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/downloads/policies,GET,admDownloadFindPolicies,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs,GET,admFileJobList,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/uploads,POST,admFileJobUpload,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId},GET,admFileJobDetail,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId}/apply,POST,admFileJobApply,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId}/artifact,GET,admFileJobArtifact,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId}/cancel,POST,admFileJobCancel,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-RECOVERY,/adm/api/file-jobs/{jobId}/resolve-unknown,POST,admFileJobResolveUnknown,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId}/retry,POST,admFileJobRetry,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId}/rollback,POST,admFileJobRollback,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/file-jobs/{jobId}/rows,GET,admFileJobRows,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings,GET,admGatewayFindBindings,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings,POST,admGatewaySaveBinding,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings/{id},DELETE,admGatewayDeleteBinding,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings/{id}/apply-status,GET,admGatewayFindApplyStatus,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings/{id}/connection-tests,GET,admGatewayFindConnectionTests,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings/{id}/connection-tests,POST,admGatewayRequestConnectionTest,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/bindings/{id}/state,POST,admGatewayChangeBindingState,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/capability,GET,admGatewayCapability,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/connection-test-operations/{operationId},GET,admGatewayFindConnectionTestOperation,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/connection-test-operations/{operationId}/cancel,POST,admGatewayCancelConnectionTest,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/connection-test-operations/{operationId}/revalidate,POST,admGatewayRevalidateConnectionTest,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/operations/events,GET,admGatewayOperationsEvents,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/operations/snapshot,GET,admGatewayOperationsSnapshot,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/operations/stream,GET,admGatewayOperationsStream,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/server-groups,GET,admGatewayFindServerGroups,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/server-groups,POST,admGatewaySaveServerGroup,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/server-groups/{id},DELETE,admGatewayDeleteServerGroup,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-EXS,/adm/api/gateway-registry/server-groups/{id}/members,GET,admGatewayFindGroupMembers,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/health,GET,getAdmReadiness,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-UX,/adm/api/health/liveness,GET,getAdmLiveness,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents,GET,admIncidentFindIncidents,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents,POST,admIncidentCreateIncident,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/maintenance-windows,GET,admIncidentFindMaintenance,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/maintenance-windows,POST,admIncidentCreateMaintenance,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/maintenance-windows/{maintenanceId},PUT,admIncidentUpdateMaintenance,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
ADM,ADM-INCIDENT,/adm/api/incidents/policies,GET,admIncidentFindPolicies,/mnt/data/adm-cpf-openapi-exact.json,af12a0c8851a2e8d20e9e42964d8dacc0266af03,CONFIRMED
