path,reason,approved,precondition,lifecycle,user_execution_required,replacement_path,user_approved,user_approval_ref,user_approved_at
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-CP-TWO-WORKER-RUNTIME-RERUN28/runtime/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/bat-smoke-control-plane/control-plane.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/bat-smoke-control-plane/control-plane.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/logs/cpf-runtime/bat-smoke-control-instance/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-F252-F253-F254-CP-TWO-WORKER-RUNTIME-RERUN29/runtime/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-TWO-WORKER-RUNTIME-RERUN26/runtime/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-TWO-WORKER-RUNTIME-RERUN26/runtime/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-TWO-WORKER-RUNTIME-RERUN26/runtime/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-TWO-WORKER-RUNTIME-RERUN26/runtime/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-TWO-WORKER-RUNTIME-RERUN26/runtime/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-TWO-WORKER-RUNTIME-RERUN26/runtime/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-TWO-WORKER-RUNTIME-RERUN25/runtime/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-TWO-WORKER-RUNTIME-RERUN25/runtime/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-TWO-WORKER-RUNTIME-RERUN25/runtime/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-TWO-WORKER-RUNTIME-RERUN25/runtime/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-TWO-WORKER-RUNTIME-RERUN25/runtime/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-TWO-WORKER-RUNTIME-RERUN25/runtime/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-TWO-WORKER-RUNTIME-RERUN24/runtime/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-TWO-WORKER-RUNTIME-RERUN24/runtime/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-TWO-WORKER-RUNTIME-RERUN24/runtime/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-TWO-WORKER-RUNTIME-RERUN24/runtime/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-TWO-WORKER-RUNTIME-RERUN24/runtime/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-TWO-WORKER-RUNTIME-RERUN24/runtime/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-TWO-WORKER-RUNTIME-RERUN23/two-worker/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-TWO-WORKER-RUNTIME-RERUN23/two-worker/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-TWO-WORKER-RUNTIME-RERUN23/two-worker/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-TWO-WORKER-RUNTIME-RERUN23/two-worker/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-TWO-WORKER-RUNTIME-RERUN23/two-worker/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-TWO-WORKER-RUNTIME-RERUN23/two-worker/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-TWO-WORKER-RUNTIME-RERUN22/two-worker/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-TWO-WORKER-RUNTIME-RERUN22/two-worker/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-TWO-WORKER-RUNTIME-RERUN22/two-worker/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-TWO-WORKER-RUNTIME-RERUN22/two-worker/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-TWO-WORKER-RUNTIME-RERUN22/two-worker/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-TWO-WORKER-RUNTIME-RERUN22/two-worker/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-TWO-WORKER-RUNTIME-RERUN21/two-worker/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-TWO-WORKER-RUNTIME-RERUN21/two-worker/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-TWO-WORKER-RUNTIME-RERUN21/two-worker/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-TWO-WORKER-RUNTIME-RERUN21/two-worker/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw runtime log violates canonical external-output ownership and Windows path budget,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:31:00+09:00
