exact_id,qa_status,architecture_decision,source_path,basis_sha,qa_note
EDU-DEV-11,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-12,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-13,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-14,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-15,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-16,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-17,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-18,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-19,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-20,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-21,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-22,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-23,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-24,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-25,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-26,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-27,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-28,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-29,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-30,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-31,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-32,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-33,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-34,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-35,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-36,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-37,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-38,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-39,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-40,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-41,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-42,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-43,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-44,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-DEV-45,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-01,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-02,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-03,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-04,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-05,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-06,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-07,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-08,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-09,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-10,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-11,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-12,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-13,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-14,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-15,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-16,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-17,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-18,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-19,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-20,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-21,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-22,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-23,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-24,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-25,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-26,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-27,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-28,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-29,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-BAT-30,재확인 필요,,See current dev-final/EDU_135_MATRIX.csv source_path; direct handler source was not independently opened in this QA execution.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,"135 denominator adjudicated, but direct exact-SHA Handler→Consumer→5 tests→runtime closure was not independently opened/executed; no Developer PASS inherited."
EDU-ADM-01,미검증,MERGE_EDU,cpf-reference/src/main/java/com/cpf/reference/optional/operations/reuse/EduAdm01Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-02,미검증,EXTENSION_SAMPLE,cpf-reference/src/main/java/com/cpf/reference/optional/operations/query/EduAdm02Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-03,미검증,EXTENSION_SAMPLE,cpf-reference/src/main/java/com/cpf/reference/optional/operations/command/EduAdm03Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-04,미검증,EXTENSION_SAMPLE,cpf-reference/src/main/java/com/cpf/reference/optional/operations/approval/EduAdm04Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-05,미검증,MERGE_EDU,cpf-reference/src/main/java/com/cpf/reference/optional/operations/asyncoperation/EduAdm05Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-06,미검증,MERGE_EDU,cpf-reference/src/main/java/com/cpf/reference/optional/operations/partialrecovery/EduAdm06Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-07,미검증,EXTENSION_SAMPLE,cpf-reference/src/main/java/com/cpf/reference/optional/operations/customscreen/EduAdm07Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-08,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/search/EduAdm08Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-09,미검증,MERGE_EDU,cpf-reference/src/main/java/com/cpf/reference/optional/operations/detail/EduAdm09Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-10,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/bulk/EduAdm10Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-11,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/configuration/EduAdm11Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-12,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/incident/EduAdm12Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
EDU-ADM-13,미검증,PRODUCT_ADM,cpf-reference/src/main/java/com/cpf/reference/optional/operations/evidence/EduAdm13Handler.java,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,Current handler directly opened. 02/03/04/07 are executable CPF_ADM_OPERATOR; 13 others are non-executable redirect metadata. Associated build/runtime tests not executed.
