work_item_id,canonical_requirement_id,domain_file,priority,owner,work_type,axis,axis_title,canonical_goal,mandatory_results,implementation_proposals,scenario_classes,applicable_gates,standards,dependencies,baseline_sha,development_status,verification_status,evidence_ref,open_issue,next_action
CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,"Public API/SPI, 주요 Service/Controller, 복구·동시성·보안 로직에 유지보수 가능한 한글 JavaDoc/주석과 설정 설명을 제공한다.","Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",Leaf Starter와 조건부 AutoConfiguration을 사용해 선택하지 않은 Runtime 의존을 유입하지 않는다. || 제품 Consumer와 Reference Consumer를 분리하되 동일 Public Contract를 사용한다.,normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,"Public API/SPI, 주요 Service/Controller, 복구·동시성·보안 로직에 유지보수 가능한 한글 JavaDoc/주석과 설정 설명을 제공한다.","연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",공통 Test Harness는 재사용하되 각 Requirement/Scenario의 Acceptance 근거를 개별 기록한다. || 긴 로그는 별도 Evidence로 두고 원장에는 핵심 결과와 경로를 남긴다.,direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,"Public API/SPI, 주요 Service/Controller, 복구·동시성·보안 로직에 유지보수 가능한 한글 JavaDoc/주석과 설정 설명을 제공한다.","Generator/OpenAPI/AsyncAPI/DB metadata/template 등 Canonical 입력과 생성 산출물의 ownership을 확정한다. || remove→regenerate deterministic parity와 user-owned 영역 보존을 검증한다. || API/message/file/DB/config/artifact의 semantic version, compatibility, deprecation, mixed-version와 rollback 영향을 처리한다. || Generated Source만 수동 수정하지 않고 원본 입력·Generator·Golden Sample을 함께 수정한다.",입력 version/hash와 generator version을 manifest에 고정하고 normalized diff gate를 사용한다. || 최신 표준 버전은 shadow compatibility를 통과한 뒤 CPF 지원 profile로 승격한다.,clean regeneration;user region preserve;mixed version;unsupported profile;rollback compatibility,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,DomainName+SystemCode로 신규 업무 Domain을 충돌 검증 후 생성·DB bootstrap·build/runtime·remove/regenerate할 수 있게 한다.,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",기존 정식 Package와 Contract를 우선 재사용하고 새 Module은 실제 Owner가 없을 때만 제안한다. || 복잡한 기술 세부는 Internal로 숨기고 고객 확장 지점만 안정 SPI로 노출한다.,contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER,ONBOARD-DOMAIN,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,DomainName+SystemCode로 신규 업무 Domain을 충돌 검증 후 생성·DB bootstrap·build/runtime·remove/regenerate할 수 있게 한다.,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",Leaf Starter와 조건부 AutoConfiguration을 사용해 선택하지 않은 Runtime 의존을 유입하지 않는다. || 제품 Consumer와 Reference Consumer를 분리하되 동일 Public Contract를 사용한다.,normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ONBOARD-DOMAIN-03-VERIFICATION_EVIDENCE,ONBOARD-DOMAIN,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,DomainName+SystemCode로 신규 업무 Domain을 충돌 검증 후 생성·DB bootstrap·build/runtime·remove/regenerate할 수 있게 한다.,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",공통 Test Harness는 재사용하되 각 Requirement/Scenario의 Acceptance 근거를 개별 기록한다. || 긴 로그는 별도 Evidence로 두고 원장에는 핵심 결과와 경로를 남긴다.,direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP;CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ONBOARD-DOMAIN-04-DATA_MIGRATION,ONBOARD-DOMAIN,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,DomainName+SystemCode로 신규 업무 Domain을 충돌 검증 후 생성·DB bootstrap·build/runtime·remove/regenerate할 수 있게 한다.,DB/SQL/Query 영향 여부를 반드시 판정하고 N/A면 실제 호출 경로 근거를 기록한다. || Canonical Model/Query Contract→Generator/Template→Generated SQL/Mapper→Fresh Init/Seed→Migration/Rollback/Reapply 순서로 변경한다. || MariaDB/PostgreSQL/Oracle의 type/default/paging/locking/error/index/FK/transaction 차이를 전수 반영한다. || Repository/Mapper/DTO/Service/API/Frontend/Batch/ADM/BZA/Sample/EDU 소비자를 모두 점검한다.,Vendor-native SQL을 유지하되 Canonical Metadata에서 생성/검증 가능한 구조를 우선한다. || 파괴적 변경은 expand→migrate→contract와 compatibility window를 사용한다.,fresh install;double seed;upgrade;migration interruption;rollback/forward recovery;drift;vendor difference,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-ONBOARD-DOMAIN-05-GENERATION_COMPATIBILITY,ONBOARD-DOMAIN,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-tools + public artifacts,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,DomainName+SystemCode로 신규 업무 Domain을 충돌 검증 후 생성·DB bootstrap·build/runtime·remove/regenerate할 수 있게 한다.,"Generator/OpenAPI/AsyncAPI/DB metadata/template 등 Canonical 입력과 생성 산출물의 ownership을 확정한다. || remove→regenerate deterministic parity와 user-owned 영역 보존을 검증한다. || API/message/file/DB/config/artifact의 semantic version, compatibility, deprecation, mixed-version와 rollback 영향을 처리한다. || Generated Source만 수동 수정하지 않고 원본 입력·Generator·Golden Sample을 함께 수정한다.",입력 version/hash와 generator version을 manifest에 고정하고 normalized diff gate를 사용한다. || 최신 표준 버전은 shadow compatibility를 통과한 뒤 CPF 지원 profile로 승격한다.,clean regeneration;user region preserve;mixed version;unsupported profile;rollback compatibility,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,SAMPLE-ACC,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REFERENCE_RUNTIME,Reference 실제 Runtime,범용 계정/업무 흐름을 과도한 제품 원장 없이 Local/Remote·validation·transaction·error 사용법을 보여주는 선택형 Sample로 제공한다.,Sample/Reference가 제품 Public API와 Published Artifact를 실제 소비한다. || 별도 장난감 Contract나 Sample-only Engine을 만들지 않는다. || 정상·오류·권한·복구·운영 흐름을 실행 가능하게 제공한다.,작은 Golden scenario와 표준 Test Kit를 재사용한다.,normal;validation;authorization;failure;recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-ACC-02-FAILURE_PARITY,SAMPLE-ACC,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,FAILURE_PARITY,Reference 오류·복구 Parity,범용 계정/업무 흐름을 과도한 제품 원장 없이 Local/Remote·validation·transaction·error 사용법을 보여주는 선택형 Sample로 제공한다.,"Reference가 제품 Runtime과 동일한 error taxonomy, retry/unknown/recovery와 audit를 사용한다. || Local/Remote 또는 provider profile 차이를 동일 업무 계약으로 검증한다.",fault profile과 documented operator workflow를 포함한다.,local/remote parity;dependency failure;unknown;manual recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-ACC-03-REGENERATION_EVIDENCE,SAMPLE-ACC,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REGENERATION_EVIDENCE,Sample·Golden 재생성 Evidence,범용 계정/업무 흐름을 과도한 제품 원장 없이 Local/Remote·validation·transaction·error 사용법을 보여주는 선택형 Sample로 제공한다.,Generator 입력에서 Sample/Golden Domain을 재생성하고 normalized parity를 확인한다. || 사용자 영역과 교육 문서가 재생성 후 보존된다.,remove/regenerate CI profile과 golden diff를 사용한다.,remove/regenerate;user edit preserve;drift,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-MBR-01-REFERENCE_RUNTIME,SAMPLE-MBR,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REFERENCE_RUNTIME,Reference 실제 Runtime,cpf-member를 Generator output과 동일한 Golden Reference Instance로 유지하고 normalize parity gate를 통과시킨다.,Sample/Reference가 제품 Public API와 Published Artifact를 실제 소비한다. || 별도 장난감 Contract나 Sample-only Engine을 만들지 않는다. || 정상·오류·권한·복구·운영 흐름을 실행 가능하게 제공한다.,작은 Golden scenario와 표준 Test Kit를 재사용한다.,normal;validation;authorization;failure;recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-MBR-02-FAILURE_PARITY,SAMPLE-MBR,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,FAILURE_PARITY,Reference 오류·복구 Parity,cpf-member를 Generator output과 동일한 Golden Reference Instance로 유지하고 normalize parity gate를 통과시킨다.,"Reference가 제품 Runtime과 동일한 error taxonomy, retry/unknown/recovery와 audit를 사용한다. || Local/Remote 또는 provider profile 차이를 동일 업무 계약으로 검증한다.",fault profile과 documented operator workflow를 포함한다.,local/remote parity;dependency failure;unknown;manual recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-SAMPLE-MBR-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-MBR-03-REGENERATION_EVIDENCE,SAMPLE-MBR,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REGENERATION_EVIDENCE,Sample·Golden 재생성 Evidence,cpf-member를 Generator output과 동일한 Golden Reference Instance로 유지하고 normalize parity gate를 통과시킨다.,Generator 입력에서 Sample/Golden Domain을 재생성하고 normalized parity를 확인한다. || 사용자 영역과 교육 문서가 재생성 후 보존된다.,remove/regenerate CI profile과 golden diff를 사용한다.,remove/regenerate;user edit preserve;drift,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-SAMPLE-MBR-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-REF-01-REFERENCE_RUNTIME,SAMPLE-REF,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REFERENCE_RUNTIME,Reference 실제 Runtime,cpf-reference에서 제품 Public API의 정상·오류·경계·복구·권한·운영 사용법을 실제 Runtime으로 교육한다.,Sample/Reference가 제품 Public API와 Published Artifact를 실제 소비한다. || 별도 장난감 Contract나 Sample-only Engine을 만들지 않는다. || 정상·오류·권한·복구·운영 흐름을 실행 가능하게 제공한다.,작은 Golden scenario와 표준 Test Kit를 재사용한다.,normal;validation;authorization;failure;recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-REF-02-FAILURE_PARITY,SAMPLE-REF,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,FAILURE_PARITY,Reference 오류·복구 Parity,cpf-reference에서 제품 Public API의 정상·오류·경계·복구·권한·운영 사용법을 실제 Runtime으로 교육한다.,"Reference가 제품 Runtime과 동일한 error taxonomy, retry/unknown/recovery와 audit를 사용한다. || Local/Remote 또는 provider profile 차이를 동일 업무 계약으로 검증한다.",fault profile과 documented operator workflow를 포함한다.,local/remote parity;dependency failure;unknown;manual recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,CPF-WP-SAMPLE-REF-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-REF-03-REGENERATION_EVIDENCE,SAMPLE-REF,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REGENERATION_EVIDENCE,Sample·Golden 재생성 Evidence,cpf-reference에서 제품 Public API의 정상·오류·경계·복구·권한·운영 사용법을 실제 Runtime으로 교육한다.,Generator 입력에서 Sample/Golden Domain을 재생성하고 normalized parity를 확인한다. || 사용자 영역과 교육 문서가 재생성 후 보존된다.,remove/regenerate CI profile과 golden diff를 사용한다.,remove/regenerate;user edit preserve;drift,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,CPF-WP-SAMPLE-REF-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-BIZADM-01-REFERENCE_RUNTIME,SAMPLE-BIZADM,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REFERENCE_RUNTIME,Reference 실제 Runtime,BZA 선택형 업무관리/채번/결재 Customization Sample을 기본 활성화 없이 제공한다.,Sample/Reference가 제품 Public API와 Published Artifact를 실제 소비한다. || 별도 장난감 Contract나 Sample-only Engine을 만들지 않는다. || 정상·오류·권한·복구·운영 흐름을 실행 가능하게 제공한다.,작은 Golden scenario와 표준 Test Kit를 재사용한다.,normal;validation;authorization;failure;recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-BIZADM-02-FAILURE_PARITY,SAMPLE-BIZADM,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,FAILURE_PARITY,Reference 오류·복구 Parity,BZA 선택형 업무관리/채번/결재 Customization Sample을 기본 활성화 없이 제공한다.,"Reference가 제품 Runtime과 동일한 error taxonomy, retry/unknown/recovery와 audit를 사용한다. || Local/Remote 또는 provider profile 차이를 동일 업무 계약으로 검증한다.",fault profile과 documented operator workflow를 포함한다.,local/remote parity;dependency failure;unknown;manual recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-SAMPLE-BIZADM-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-BIZADM-03-REGENERATION_EVIDENCE,SAMPLE-BIZADM,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REGENERATION_EVIDENCE,Sample·Golden 재생성 Evidence,BZA 선택형 업무관리/채번/결재 Customization Sample을 기본 활성화 없이 제공한다.,Generator 입력에서 Sample/Golden Domain을 재생성하고 normalized parity를 확인한다. || 사용자 영역과 교육 문서가 재생성 후 보존된다.,remove/regenerate CI profile과 golden diff를 사용한다.,remove/regenerate;user edit preserve;drift,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-SAMPLE-BIZADM-01-REFERENCE_RUNTIME,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-SAMPLE-EDU-01-REFERENCE_RUNTIME,SAMPLE-EDU,80_DEVEX_GENERATOR_SAMPLE.md,P2,cpf-reference / generated reference,REFERENCE_IMPLEMENTATION,REFERENCE_RUNTIME,Reference 실제 Runtime,교육 시나리오가 장난감 계약을 만들지 않고 실제 Header/API/DB/Event/Batch/Security 표준을 사용한다.,Sample/Reference가 제품 Public API와 Published Artifact를 실제 소비한다. || 별도 장난감 Contract나 Sample-only Engine을 만들지 않는다. || 정상·오류·권한·복구·운영 흐름을 실행 가능하게 제공한다.,작은 Golden scenario와 표준 Test Kit를 재사용한다.,normal;validation;authorization;failure;recovery,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-09-SECURITY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
