path,change_action,owner,canonical_ids,reason,delete,protected_path
cpf-starters/file/sftp/src/main/java/com/cpf/starter/sftp/CpfSftpUploadOutcomePolicy.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-FILE;EXS-FILE;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/file/sftp/src/test/java/com/cpf/starter/sftp/CpfSftpUploadOutcomePolicyTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-FILE;EXS-FILE;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/fixedlength-core/src/main/java/com/cpf/starter/integration/fixedlength/CpfBinaryFieldCodec.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-FIXED;EXS-FIXED,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/fixedlength-core/src/main/java/com/cpf/starter/integration/fixedlength/CpfFixedLengthField.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-FIXED;EXS-FIXED,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/fixedlength-core/src/test/java/com/cpf/starter/integration/fixedlength/CpfFixedLengthValidationTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-FIXED;EXS-FIXED,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/integration/tcp/internal/CpfResilientTcpClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,EXS-TCP;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,EXS-TCP;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpFrameCodec.java,ADD_OR_REPLACE,DEVGPT-V9-S03,EXS-TCP;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/integration/tcp/internal/CpfResilientTcpClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,EXS-TCP;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,EXS-TCP;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/ibm-mq/src/test/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/jms/src/main/java/com/cpf/starter/jms/CpfJmsBrokerClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/jms/src/test/java/com/cpf/starter/jms/CpfJmsBrokerClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/rabbitmq/src/test/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerOutboxIdentity.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerPublisherWorker.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerClientRouter.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerHeaderPolicy.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconciler.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfProviderBrokerPublisher.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfReliableBrokerClient.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerOutboxIdentityTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerPublisherWorkerUnknownResultTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerHeaderPolicyTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconcilerTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfProviderBrokerPublisherTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfReliableBrokerClientTest.java,ADD_OR_REPLACE,DEVGPT-V9-S03,CORE-MESSAGE;EVENT-CORE;EVENT-BROKER;EVENT-MQ;EVENT-JMS;EVENT-IBM-MQ;EVENT-AMQP;EVENT-DLQ;EVENT-OUTBOX;EXS-UNKNOWN;EXS-RECON,S03 P0/P1 source/test completion and UNKNOWN/recovery correctness,false,false
