path,review_item,risk,mitigation,self_review_status
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpClientTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClient.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/ibm-mq/src/test/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClientTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/jms/src/main/java/com/cpf/starter/jms/CpfJmsBrokerClient.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/jms/src/test/java/com/cpf/starter/jms/CpfJmsBrokerClientTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/kafka/src/main/java/com/cpf/starter/kafka/KafkaCpfBrokerClient.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/kafka/src/test/java/com/cpf/starter/kafka/KafkaCpfBrokerClientTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClient.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/rabbitmq/src/test/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClientTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerOutboxIdentity.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerPublisherWorker.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerClientRouter.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerHeaderPolicy.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconciler.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfProviderBrokerPublisher.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfReliableBrokerClient.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerOutboxIdentityTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/CpfBrokerPublisherWorkerUnknownResultTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerHeaderPolicyTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerUnknownResultReconcilerTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfProviderBrokerPublisherTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfReliableBrokerClientTest.java,owner/consumer/failure/recovery/test regression,"transport ambiguity, duplicate side effect or stale fencing",independent harness + exact atomic evidence + target runtime recheck,PASS
