repository_relative_path,delete_type,reason,approved_by_user
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/OPEN_ISSUES.md,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/REQUIREMENT_EVIDENCE_INDEX.csv,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/SCENARIO_EVIDENCE_INDEX.csv,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/TEST_AND_EVIDENCE.md,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/VALIDATION_SUMMARY.json,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/curl_download.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/finalize_checkpoint.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/finalize_checkpoint.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/finalize_checkpoint.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/git_ls_remote.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/git_ls_remote.log,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fencing/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/fixedlength/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/gateway/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/http/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/kafka/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/provider_header/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/sftp_policy/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/summary.tsv,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/javac.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/run.command.txt,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/run.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/run.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp/run.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp_initial_failed/javac.exitcode,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp_initial_failed/javac.stderr,EXACT_FILE,Replaced by short V9 S03 workspace path,true
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/CPF-V9-INITIAL-FULL-REVIEW-20260805-1952/REV-001/sessions/DEVGPT-V9-S03/evidence/harness/tcp_initial_failed/javac.stdout,EXACT_FILE,Replaced by short V9 S03 workspace path,true
