path,artifact_kind,change_action,final_sha256,integration_required,integration_status,cleanup_eligible,owner,notes
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerOutboxPort.java,PRODUCT_REQUIRED,ADD_OR_MODIFY,72bed916d8e7c4518134d386dae1b542e8c98e8212fe0eeeb5f8bbdf1992ddde,true,pending,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/OPEN_ISSUES.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,024fcd0df496c426c4605f847fb1072e56b70b0a4c1cc93b68c04651bbc9a725,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/PACKAGE_MANIFEST.json,EVIDENCE_RETAINED,ADD_OR_MODIFY,35c7e37de2a778c4726919c33266e4fb6d83451f83a5318f44c7f09f197d5c3f,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/QA_PATCH_REVIEW.csv,EVIDENCE_RETAINED,ADD_OR_MODIFY,27382131d71aa73f80059c0953d211bc8c4bfcf88dfea11e3505ae713bb89d45,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/REMOVE_OLD_LONG_PATH_FILES.ps1,CLEANUP_SCRIPT,ADD_OR_MODIFY,9e0d0186501b746dba03c8ccb8d087cb3bc951de51c23fbd1ba60a3dcdca76d3,false,session-ready,false,DEVGPT-V9-S03,long-path-safe exact file cleanup
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/REQUEST.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,a7bedf77a914b358e3c119c21ad7ab1774c5e817a62ae7422ed8976cb95597c9,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/SESSION_CLEANUP_COMMAND.ps1,EVIDENCE_RETAINED,ADD_OR_MODIFY,85077d36ac764a9dc4a612660763cbd2ac0b8ce17b5fa83822a85e889572dddf,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/SHORT_PATH_MIGRATION.md,MIGRATION_NOTE,ADD_OR_MODIFY,dbea687d7f7f7c32ac332166e96331d7fe52025cb61db965a327a7a764f4decc,false,session-ready,false,DEVGPT-V9-S03,R4 short workspace path migration
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/TEST_AND_EVIDENCE.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,f86424a0fb92e4a44c8cc5a3c9c147b744c84c690a2105a4854456cbfdc95180,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/CANONICAL_EVIDENCE_MATRIX.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,113f433393920d71196e7791c4f63c002696023da4d281ad83f9f917fd188eff,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/ENVIRONMENT.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,8192b5ad6a70b246d662f92b11fde95ec25e69c6a20fff5ed898ce458c07b687,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/GATE_RESULT.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,edcc42c58d81f936fa86845ef232be36152289d7e5165a47f06a9bc4e571f769,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/INTEGRATION_REQUEST_CPF-V9-INT-S03-001.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,87e128d04ecd8ae1c0624bb0e0409fbe7e1082a834e6f12a9a32a7e2dac88fe2,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/LATEST_MASTER_CONFIRMATION.json,EVIDENCE_RETAINED,ADD_OR_MODIFY,10772ddf91ff7854f5303b3705871ec59529f251a59c4f4b0fa3ab0d6a7dc14e,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/OPEN_ISSUES.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,776f5eb3b361f345fe84b694c868be159876cf5190dbca3b55cd55d424a32007,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/REQUIREMENT_EVIDENCE_INDEX.csv,EVIDENCE_RETAINED,ADD_OR_MODIFY,161a4e4599f6fac950c57b6cee4a94d6aa74c9fcf39c60d176ccaddd1f8546ec,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/SCENARIO_EVIDENCE_INDEX.csv,EVIDENCE_RETAINED,ADD_OR_MODIFY,56aad6c2a8929032dbb9956d76d323e191fe7be7f5acb506d84f78243cbec040,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/TEST_AND_EVIDENCE.md,EVIDENCE_RETAINED,ADD_OR_MODIFY,f3cb012ac35b8c231500fc03276bbf25c25a7823361e4165d71d95c92ee9475f,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/VALIDATION_SUMMARY.json,EVIDENCE_RETAINED,ADD_OR_MODIFY,4833476982b0443144505c83dafd02bc507b01f8b4ee9d658842e7b3adbdb0a7,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/curl_download.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,06e9d52c1720fca412803e3b07c4b228ff113e303f4c7ab94665319d832bbfb7,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/finalize_checkpoint.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/finalize_checkpoint.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/finalize_checkpoint.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,ba02e388b9db7850874ecf6934e0d0ad7d514b294b692da7e947455a8debb64c,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/git_ls_remote.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,56292515f7d3a7110811eb8de26b3f75f82a0766aa5a1fd66ebcfcb84fe6d5ff,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/git_ls_remote.log,EVIDENCE_RETAINED,ADD_OR_MODIFY,d7d6a1e46c556a818033eb3c3faaa096ddf4af9285aa99a893bd27509750340a,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/javac.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,1d8945dd0e4c4d8dfb90fd5b909951ce6f227e1d21064bef4b1249a356bc0c05,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/javac.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/javac.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/javac.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/run.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,a61a3410d7cfa951d92071497bccf1926d1fcf4d8516cde2342db4926b22ec45,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/run.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/run.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fencing/run.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,a7a7222a1ca001c800b52ae8833fe7b456b331650d00c364fcc0853e88ba1519,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/javac.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,92a10bce1bc4476d4cdb5a8f7c03f103f086e186a69edc98fe5c03ca48336aad,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/javac.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/javac.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/javac.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/run.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,f4488db5a9723067cb718637ac56b3137bebf1b32ede92533878c1c0a72fe806,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/run.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/run.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/fixedlength/run.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,2b66bb6d0ecc3eb47803ca74706ff9d594967443dbe92d8b07bd6ccbc47afbfd,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/javac.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,d9d0d0d10754752aee2149a9097f53428bb893f7d418244675a105e723a6fd9e,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/javac.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/javac.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/javac.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/run.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,7382eb31f863f2e551a6e606541c3f9a0615d673188f9d2a37da86da7c4b18bf,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/run.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/run.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/gateway/run.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e7153182da688538371faf5bc969a5f85c40e0270f84d86a1dd9c82ddb4ea435,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/javac.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,96a160804040a90aeb819c07cfe97b332421f85d434c9d635e1161a8ca899e05,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/javac.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/javac.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/javac.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/run.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,67eb66e2d4db4fbf8d1773b2fb56bba6ed644d5781d48f19689f9eb3d33633b2,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/run.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/run.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/http/run.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,3eb3835e5f93d467d136b1b19b0d2ae6d6ca2edda2514eb315b27df62dc59042,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/javac.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,8ed33554121a90d712f957f42f9092454d284de761543ebad9e95a1ee9bda527,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/javac.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/javac.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/javac.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/run.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,c2e9d69506cc72417e1da10e0f71f9f285452b752c824661cf697c9ef6c568f4,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/run.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/run.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/kafka/run.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,346f3b654c9961aca9d993efc5982c1209d2a6a92a3671c0f583495ce25b97ce,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/provider/javac.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,4ad9771ab231fbd6a2e4765693b2d27f6aecc85a6066993be02dd8f1d36a103a,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/provider/javac.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/provider/javac.stderr,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/provider/javac.stdout,EVIDENCE_RETAINED,ADD_OR_MODIFY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/provider/run.command.txt,EVIDENCE_RETAINED,ADD_OR_MODIFY,51a55b2a17087030131be7aef992b769f87ac1e78c440cd109b9b2ad7febc6a7,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S03/evidence/harness/provider/run.exitcode,EVIDENCE_RETAINED,ADD_OR_MODIFY,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,false,session-ready,false,DEVGPT-V9-S03,checkpoint R2; target reverify remains
