source_requirement_id,source_text,source_status,new_child_first_id,new_child_last_id,new_child_count,mapping_type,change_reason,active_rule,baseline_sha,r3_handling,r3_status
CPF-ROUTING,service/instance/zone/version/weight/maintenance 정책 기반 routing·failover를 결정적으로 수행하고 승인된 override와 audit를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-000611,CPF-FR-000671,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-HEALTH,liveness·readiness·startup·dependency·business readiness를 구분하고 service identity·build SHA·schema version까지 검증한다.,HISTORY_SOURCE_ONLY,CPF-FR-000672,CPF-FR-000732,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-HEADER,표준/확장 Header 이름·형식·신뢰경계·생성자·전파·masking·최대크기·호환성을 정본화하고 spoofing을 차단한다.,HISTORY_SOURCE_ONLY,CPF-FR-000733,CPF-FR-000793,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-CONTEXT,transaction·trace·segment·caller·principal·environment·channel·deadline·attempt context를 동기·비동기·Batch 전 구간에 보존한다.,HISTORY_SOURCE_ONLY,CPF-FR-000794,CPF-FR-000854,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-TXID,34자리 transactionId 단일 정본을 생성·검증·승계하고 Local/Remote/Async/Batch/File/Log/ADM Timeline이 같은 값을 사용한다.,HISTORY_SOURCE_ONLY,CPF-FR-000855,CPF-FR-000915,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-ROLE,transaction role·direction·source/target·caller/receiver 관계를 표준 Context·Log·Audit에 일관되게 기록한다.,HISTORY_SOURCE_ONLY,CPF-FR-000916,CPF-FR-000976,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-ERROR,표준 오류 코드·HTTP/Protocol mapping·retryability·unknown-result·field error·operator guidance를 버전 가능한 계약으로 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-000977,CPF-FR-001037,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-VALID,입력·출력·설정·Header·파일·메시지·SQL parameter 검증과 오류 위치·allowlist·크기·깊이·개수 상한을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001038,CPF-FR-001098,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-IDEMP,canonical request hash·scope·TTL·result replay·conflict semantics·concurrent race를 포함한 idempotency 원장을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001099,CPF-FR-001159,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-STATE,승인·비동기·배치·배포·복구 등 장기 거래의 허용 상태전이·낙관적 잠금·terminal state·reconciliation을 명시한다.,HISTORY_SOURCE_ONLY,CPF-FR-001160,CPF-FR-001220,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-LOCK,optimistic/distributed lock·lease·fencing token·owner epoch·expiry·takeover와 stale writer 차단을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001221,CPF-FR-001281,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-RESILIENCE,Spring Cloud CircuitBreaker + Resilience4j를 내부 Adapter로 사용해 timeout·retry·circuit breaker·bulkhead·rate/backpressure·retry storm 방지·operation 정책을 상용 Capability로 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001282,CPF-FR-001342,61,SUPERSEDE_AND_REWRITE,얇은 Wrapper 폐기 + 최신 상용 Resilience Capability로 변경,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-DEADLINE,요청 전체 deadline budget을 하위 호출·DB·Broker·파일·process에 배분하고 초과 시 cancel·cleanup·unknown-result 규칙을 적용한다.,HISTORY_SOURCE_ONLY,CPF-FR-001343,CPF-FR-001403,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-SCHED,기술 Scheduler의 trigger·cluster claim·misfire·calendar·idempotency·pause/resume·운영 제어 계약을 정의하고 Batch Scheduler와 Owner를 분리한다.,HISTORY_SOURCE_ONLY,CPF-FR-001404,CPF-FR-001464,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-OPSDB,운영 DB 공유/분리 topology·schema ownership·연결 장애 fail-open/fail-closed·backpressure·복구·readiness를 정의한다.,HISTORY_SOURCE_ONLY,CPF-FR-001465,CPF-FR-001525,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-LOGDB,DB Log schema·index·retention·masking·비동기 적재·조회 성능·장애 격리와 ADM projection을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001526,CPF-FR-001586,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-FILELOG,환경·Domain·Instance·transactionId·execution 단위로 탐색 가능한 구조화 File Log·rotation·retention·secure permission·수집 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001587,CPF-FR-001647,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-LOGFAIL,로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001648,CPF-FR-001708,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-TRACE,transactionId와 trace/span/segment/attempt를 연결하고 sampling·trace boost·baggage allowlist·cardinality·민감정보를 통제한다.,HISTORY_SOURCE_ONLY,CPF-FR-001709,CPF-FR-001769,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CPF-MASK,PII/Secret/Credential 분류·context-aware masking/redaction·raw 조회 승인·logging/evidence/download 정책과 test corpus를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001770,CPF-FR-001830,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CORE-FIXED,고정길이 전문 Layout·Field·Group·encoding·byte length·parser/writer·validator·version·streaming·secure diagnostic engine을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001831,CPF-FR-001891,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CORE-FILE,Path Alias·bounded streaming·checksum·atomic publish·symlink/path traversal 방지·cleanup·cancellation을 포함한 File/Attachment/Archive 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001892,CPF-FR-001952,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CORE-MESSAGE,versioned broker envelope·correlation·idempotency key·schema·TTL·producer/environment binding·size limit·serialization allowlist를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-001953,CPF-FR-002013,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
ARCH-STARTER,"cpf-core를 Spring Boot 없는 초경량 계약 Artifact로 유지하고 Leaf Starter·Capability Profile·Aggregate Starter·BOM 역할, Provider 충돌, Consumer, Footprint를 정본화한다.",HISTORY_SOURCE_ONLY,CPF-FR-002014,CPF-FR-002074,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CMN-EXTENSION,고객 Header·User Context·Validation·Error Mapping·Masking·Audit·Web Client 정책을 cpf-core SPI 위에서 확장하고 기술 Engine을 중복 소유하지 않는다.,HISTORY_SOURCE_ONLY,CPF-FR-002075,CPF-FR-002135,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CMN-SAMPLE-DB,cmnDB의 단일 Golden Sample Table로 CRUD·Search·Paging·Validation·duplicate·optimistic lock·commit·rollback을 3 Vendor에서 검증한다.,HISTORY_SOURCE_ONLY,CPF-FR-002136,CPF-FR-002196,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CMN-CODE,고객 공통 코드·참조데이터의 group/item/version/유효기간/cache/invalidation/조회·관리·audit 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002197,CPF-FR-002257,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CMN-MSG,다국어·오류·업무 메시지의 code·locale·parameter schema·fallback·cache·version·관리 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002258,CPF-FR-002318,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CMN-CALENDAR,영업일·휴일·기관 calendar·기준일 계산·DB-less fallback·override 승인과 Batch/업무 공통 소비 계약을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002319,CPF-FR-002379,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
CMN-TEMPLATE,알림·문서 Template의 version·variable schema·escaping·preview·channel extension·approval·audit를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002380,CPF-FR-002440,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-OWNERSHIP,모든 schema/table/view/index/FK/trigger/seed/query에 단일 Owner와 실제 Consumer를 부여하고 Admin/타 Domain 직접 갱신을 금지한다.,HISTORY_SOURCE_ONLY,CPF-FR-002441,CPF-FR-002501,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-INSTALL,Schema/User provision·최소권한·table/index/constraint·mandatory seed·verify/smoke를 Vendor-native 정본으로 재현한다.,HISTORY_SOURCE_ONLY,CPF-FR-002502,CPF-FR-002562,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-FRESH,Oracle·PostgreSQL·MariaDB 전용 초기 Database/Schema의 CPF Object 0건부터 Fresh Install→Upgrade→Rollback→Reapply→Cleanup을 자동화한다.,HISTORY_SOURCE_ONLY,CPF-FR-002563,CPF-FR-002623,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-MIGRATION,불변 version migration·expand-migrate-contract·checksum·drift fail-closed·restart·data transform·신규설치 parity를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002624,CPF-FR-002684,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-ROLLBACK,rollback/forward recovery 분류·데이터 보존·backup checkpoint·승인·재적용·부분 실패 복구를 Vendor별로 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002685,CPF-FR-002745,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-BACKUP,schema/data/config/key metadata의 backup·encryption·retention·restore validation·PITR·DR 연계를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002746,CPF-FR-002806,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-MULTI-VENDOR,MariaDB·PostgreSQL·Oracle type/default/index/FK/paging/locking/error semantics와 lifecycle 동등성을 보장한다.,HISTORY_SOURCE_ONLY,CPF-FR-002807,CPF-FR-002867,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-SQL,Query ID·Owner·parameter/result contract·sort/filter allowlist·Vendor SQL resource·MyBatis/JDBC 규칙과 Java literal SQL 금지를 적용한다.,HISTORY_SOURCE_ONLY,CPF-FR-002868,CPF-FR-002928,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-PERF,index/plan/statistics/partition/slow query/capacity/purge 성능 기준과 대표 데이터 규모 regression gate를 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002929,CPF-FR-002989,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
DB-MULTI,multi datasource·read replica·read/write routing·transaction consistency·lag·failover/failback·tenant/domain isolation을 제공한다.,HISTORY_SOURCE_ONLY,CPF-FR-002990,CPF-FR-003050,61,REISSUED_AND_DECOMPOSED,최신 유효 요구로 신규 ID 재발급; 과거 상태 미승계,신규 CPF-FR ID만 활성; 과거 상태 미승계,4aea798c913787e86341809e2cef2b9495cbf7ba,R2 신규 ID 유지·상태 초기화·Phase/선행관계 부여·최신 Source Closure 재검증,ACTIVE_R3_REVALIDATION
