exec_id,canonical_ref,target_menu_group,route_id,current_path,screen_name,risk_level,feature_description,required_ui,required_flow,acceptance,evidence,status,coverage_route_id,coverage_path,coverage_mode,coverage_notes,development_status,verification_status
ADMUI-011,"ADM-AUDIT, ADM-EXS",03 서비스·연계·Gateway,gateway-apply-status,/gateway-apply-status,Gateway 적용 상태·이력,MEDIUM,Gateway 설정 적용상태·이력·연결시험 Operation을 모아 변경 결과와 실패 대상을 추적.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-apply-status,/gateway-apply-status,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-012,"ADM-SERVICE, ADM-EXS",03 서비스·연계·Gateway,gateway-dashboard,/gateway-dashboard,Gateway 대시보드,MEDIUM,Gateway 상태·최근 Event·운영 Snapshot을 요약하고 연결시험/Route/거래로 Drill-down.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-dashboard,/gateway-dashboard,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-013,"ADM-SERVICE, ADM-EXS",03 서비스·연계·Gateway,gateway-groups,/gateway-groups,Gateway 서버 그룹,MEDIUM,Gateway Server Group 구성과 Member를 관리하고 Routing 적용 영향과 상태를 확인.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-groups,/gateway-groups,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-014,"ADM-SERVICE, ADM-EXS",03 서비스·연계·Gateway,gateway-health,/gateway-health,Gateway Health·연결시험,MEDIUM,연결시험 요청/취소/재검증과 결과 이력을 조회하여 Endpoint 연결성·인증·Timeout 문제를 진단.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 7개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-health,/gateway-health,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-015,"ADM-LOG, ADM-EXS",03 서비스·연계·Gateway,gateway-log-policies,/gateway-log-policies,Gateway 로그 정책,MEDIUM,Gateway 로그 정책과 배포/분산 상태를 조회하여 정책 미반영 Instance를 식별.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-log-policies,/gateway-log-policies,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-016,"ADM-SERVICE, ADM-EXS",03 서비스·연계·Gateway,gateway-routes,/gateway-routes,Gateway 경로·라우팅,MEDIUM,Binding/Route를 조회·등록·상태변경·삭제하며 적용 전 영향 Preview와 적용 결과를 추적.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-routes,/gateway-routes,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-017,"ADM-RBAC, ADM-EXS",03 서비스·연계·Gateway,gateway-security,/gateway-security,Gateway 보안·제한,HIGH,Gateway Binding의 보안·제한 정책을 관리하고 위험 변경은 승인·Audit·Rollback 가능성을 보장.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help; 위험조치 배지; 영향 Preview; Reason; Confirm; Approval/SoD; Audit; 결과/복구,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-security,/gateway-security,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-018,"ADM-SERVICE, ADM-EXS",03 서비스·연계·Gateway,gateway-servers,/gateway-servers,Gateway 연동 서버,MEDIUM,연동 서버/Server Group과 Member를 조회·편집하고 Target 상태·가용성을 관리.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-servers,/gateway-servers,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-019,"ADM-TX, ADM-TIMELINE, ADM-EXS",03 서비스·연계·Gateway,gateway-transactions,/gateway-transactions,Gateway 거래 조회,MEDIUM,Gateway를 통과한 거래 Snapshot/Event를 조회하고 TransactionId Timeline으로 연결.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 3개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,gateway-transactions,/gateway-transactions,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-020,"ADM-TX, ADM-EXS",03 서비스·연계·Gateway,messages,/messages,전문·Protocol Message,MEDIUM,전문/Protocol Message 정의를 조회·등록·수정·삭제하고 실제 Transaction Trace와 연결.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 6개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,messages,/messages,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-021,ADM-INCIDENT,03 서비스·연계·Gateway,notifications,/notifications,알림,MEDIUM,"운영 알림 Rule, Delivery, Attempt, DLQ, Retry/Cancel/Test를 관리하여 장애 통지의 전달결과까지 추적.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 11개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,notifications,/notifications,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-022,ADM-SERVICE,03 서비스·연계·Gateway,serviceRegistry,/serviceRegistry,서비스 레지스트리,MEDIUM,서비스·Instance·Endpoint·Capability·Circuit·Routing Policy를 조회·관리하고 상태변경은 Owner Command와 Audit를 통해 수행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 15개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,serviceRegistry,/serviceRegistry,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-023,"ADM-BATCH, ADM-CENTER",04 Batch·대량처리,batch,/batch,Batch / Center-Cut,MEDIUM,Job/Schedule/Execution/Instance/Worker/Relation을 한 업무 Workbench에서 연결하고 Job 등록과 즉시 실행까지 지원.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 12개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch,/batch,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-024,ADM-AGENT,04 Batch·대량처리,batch-agents,/batch-agents,Host Agents,MEDIUM,"Host Agent Registry, Heartbeat, Capability, Runtime 상태를 조회하고 Drain/Takeover 관련 명령을 관리.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-agents,/batch-agents,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-025,"ADM-INCIDENT, ADM-BATCH",04 Batch·대량처리,batch-alerts,/batch-alerts,Batch Alerts,MEDIUM,Batch Unknown/DLQ/Outbox/Operation Log에서 운영 Alert를 모아 장애 대응으로 연결.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-alerts,/batch-alerts,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-026,"ADM-AUDIT, ADM-BATCH",04 Batch·대량처리,batch-audit,/batch-audit,Audit / Evidence,MEDIUM,Batch Operation Log와 Audit/Evidence를 조회하여 누가 어떤 위험조치를 언제 수행했는지 추적.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 5개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-audit,/batch-audit,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-027,ADM-CENTER,04 Batch·대량처리,batch-center-cut,/batch-center-cut,Center-Cut,MEDIUM,Center-Cut Job/Result/Target/Parameter/Attempt를 조회하고 Failed Reprocess와 UNKNOWN Reconcile을 수행.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 9개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-center-cut,/batch-center-cut,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-028,ADM-BATCH,04 Batch·대량처리,batch-executions,/batch-executions,Executions,MEDIUM,"Execution/Step 상세, Progress, 시작·종료·소요시간, Retry/Stop과 실패 위치를 제공.",페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 7개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-executions,/batch-executions,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-029,"ADM-BATCH, ADM-AGENT",04 Batch·대량처리,batch-instances,/batch-instances,Runtime Instances,MEDIUM,Batch Instance 목록·상세와 Runtime View를 제공하고 Host/Version/Heartbeat/상태를 확인.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-instances,/batch-instances,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-030,ADM-BATCH,04 Batch·대량처리,batch-job-packs,/batch-job-packs,Job Packs,MEDIUM,Job Definition/Pack의 목록·상세·Validate·Save·State Transition을 관리하고 실행 Job과 연결.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 8개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-job-packs,/batch-job-packs,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
ADMUI-031,"ADM-BATCH, ADM-RECOVERY",04 Batch·대량처리,batch-leases,/batch-leases,Lease / Fencing,MEDIUM,Lease/Lock/Fencing 상태와 Ghost 위험을 조회하고 안전한 Lock Release를 지원.,페이지 제목+기능설명; 검색/필터; Loading/Empty/Error; 상세/Drill-down; 권한표현; 최근갱신; 관련ID Copy; Help,Menu→Route→Page→Generated Client→Backend API→Owner Runtime/DB→Permission/Audit→E2E,expectedOperationIds 4개 실제 Consumer 확인; raw mock-only 금지; 401/403/404/409/429/500/503 UX; Desktop/Narrow Playwright,"Route Matrix, OpenAPI operation mapping, Browser E2E, Screenshot, permission/audit evidence",DEVELOPMENT_COMPLETE_RUNTIME_UNVERIFIED,batch-leases,/batch-leases,DIRECT,요구 Capability를 동일 물리 Route의 Page→Generated Client→Backend Owner 흐름으로 직접 제공,완료,미검증
