path,action,owner_session,canonical_requirement_id,reason,baseline_sha,sha256
cpf-admin/frontend/src/generated/orval/model/admBatchFindWorkersParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,4f5274f936eace10740b557a7b46dddf07cc2a24d7df9b61a3ca9fd667a3b80c
cpf-admin/frontend/src/generated/orval/model/admBatchGhostActionRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,d91110fdd0ba883184ee6b51805f365f1db26b98bbea6503e60dd132b57b4a45
cpf-admin/frontend/src/generated/orval/model/admBatchJobRegisterRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,01e4c5683364197ed7cadae2b895dcde604e330fd31976bbc6d0b950308118f0
cpf-admin/frontend/src/generated/orval/model/admBatchLockReleaseRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,da52ded91a83a3606805cdcb6d04ba0362ebd90cb56cab03f15bbb4a5d1d6b71
cpf-admin/frontend/src/generated/orval/model/admBatchOperationRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,e5770fe4f4741c563a35adb71b944c6a2f432971d484b44eed8e613f144c528a
cpf-admin/frontend/src/generated/orval/model/admBatchSimulateScheduleParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,08f14afa6d339f961affc50f38ec06d2a76c772d15a15cf778c372f49b13291c
cpf-admin/frontend/src/generated/orval/model/admBatchWorkbenchExecutionsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,076d29c32ae156b12c142192ee2b8dab13d402e02aebf24894604647262d0e3f
cpf-admin/frontend/src/generated/orval/model/admBatchWorkbenchInfrastructureParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,d56bd4272a6119a1a7c2e018ecf2f38f7ee3e10dd3ab2abf789e90a490119c04
cpf-admin/frontend/src/generated/orval/model/admBatchWorkbenchJobsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,5323ccc15bf450024f8fa04947936d0bd87c70fae1039d739f2b6b76f3a04483
cpf-admin/frontend/src/generated/orval/model/admBatchWorkbenchRecoveryParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,bd3ae6c28b23e762ca76268a7278be810b2046b5f33da0bfd6223dfbc18307a9
cpf-admin/frontend/src/generated/orval/model/admBatchWorkbenchSchedulesParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,aa3fea9af55bd0fcc4aaa34729046d69527088f76adf05f5ab572e6135681646
cpf-admin/frontend/src/generated/orval/model/admBreakGlassCloseSessionRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,d015efee0b9587561200d614192956ef8ba007c95e48f5d5f259b8bf148c4813
cpf-admin/frontend/src/generated/orval/model/admBreakGlassFindSessionsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,aed0b614c8434d2466ab251ff91f2f6f563bca761d26bb4e7685a1eeeb0b1403
cpf-admin/frontend/src/generated/orval/model/admBreakGlassOpenSessionRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,63e44153d389a75ef1f14db2eef2f43f89b5e58d76bdeeb09a7c67b42eeb083f
cpf-admin/frontend/src/generated/orval/model/admBreakGlassReviewSessionRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,8f29568cee0ebe29d4b5a99db81677798ed246318582593c9a2218d198443056
cpf-admin/frontend/src/generated/orval/model/admButtonPermissionUpdateRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,2003f0c4144fc8ccf089370134fc7defb744a8b1144f1cd837e05a7834100ef4
cpf-admin/frontend/src/generated/orval/model/admButtonSaveRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,2de230e5fd34b71b04ee08c6a717e54e148bb455f34829228a2f7c461da2eb18
cpf-admin/frontend/src/generated/orval/model/admCacheControlRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,954f46a1d810a1bad0f8e7f69edf4feaf4975a660e63a060855103af1bc1d88e
cpf-admin/frontend/src/generated/orval/model/admCacheEvictKeyRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,468ca322499eca42ce31ed166831281b442f088a8cec94d7fb74fd28a0c46682
cpf-admin/frontend/src/generated/orval/model/admCacheEvictNamespaceRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,d0f3a07e9a458ac8f5465380c12dee2b1b9855916af75e385652cffc70322213
cpf-admin/frontend/src/generated/orval/model/admCacheReconcileRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,e7aca250faef8ebcf9d1c61302ddb30d7fd5fea8117d0b603cf72c563836db69
cpf-admin/frontend/src/generated/orval/model/admCacheRefreshParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,ffba9fd2d796452f9c090d7678b14a1407fadbe35024a2dbb946a5293580cd5a
cpf-admin/frontend/src/generated/orval/model/admCalendarDeleteDayParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,d8fa4068c438659ec1eb1ff54700d2f24bad031f8bf32b04afd1d2efc1d22bba
cpf-admin/frontend/src/generated/orval/model/admCalendarFindDaysParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,54597be82f53ff6f78be9d6a32dc90ed4c6a6c144e3aa61e83d0283bd4e502e6
cpf-admin/frontend/src/generated/orval/model/admCalendarResolveDateParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,70e79de82c1dbfe786d14d41d4d079a624939950b067b7eb4397f48c7bee6794
cpf-admin/frontend/src/generated/orval/model/admCalendarSaveDayParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,ab44d10bd0baaa0741081b6dff59b06bacf30ea9827496ec9a9eb824beccbeaf
cpf-admin/frontend/src/generated/orval/model/admCalendarSaveDayRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,f3d8ac77bc0c3790cf06555ed4d9066d61a43a16e7dc5718c0c621349064e9b2
cpf-admin/frontend/src/generated/orval/model/admCenterCutActionRequest.ts,ADD,DEVGPT-V9-S05,ADM-CENTER,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,10f20d96348aa47401595415e39827f847e2f1435ded981b34fb0a10622c0bd4
cpf-admin/frontend/src/generated/orval/model/admCenterCutFindResultsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-CENTER,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,34ca36af24d20deb04db52624757102362f9c5ed8cf0e3dc11635d538232f8dd
cpf-admin/frontend/src/generated/orval/model/admCenterCutFindTargetsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-CENTER,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,f3c31278be3ce0e17581c4d3d1f15382094f32277f36c5a756b6346638392687
cpf-admin/frontend/src/generated/orval/model/admChannelPackageImportRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,ec2d22a9e9e03228c5c0ba2cd57b9e4cd6c1b527064a56ebfec842c4c4532a23
cpf-admin/frontend/src/generated/orval/model/admChannelPolicySaveRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,e396a93f5d7e0aaa8b63f677e9bbadb8593804963904e01c0b07c11d5996f4bf
cpf-admin/frontend/src/generated/orval/model/admChannelSaveRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,9f608bb0ea7a3610928ba46fd3d8468e71e6f9ebc88dea23d6222d5e30f802fb
cpf-admin/frontend/src/generated/orval/model/admCodeDeleteCodeParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,165392c30afa8edb56a1a78abeac4e284f04d5a8303ed147689eae8c8e4f8873
cpf-admin/frontend/src/generated/orval/model/admConfigDeleteConfigParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,1a4a7ccbb778f0b9798ff42f58dfa19b298f6aea32c53acb26404099be17eabb
cpf-admin/frontend/src/generated/orval/model/admDownloadFindDownloadAuditLogsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,510a3de0494c56a384c54aeed3d15f6ed0fb807612dc01d9283e98cc042784d8
cpf-admin/frontend/src/generated/orval/model/admDynamicLogLevelRegisterParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,0c92c8185303dcb32763626c3bddb92774b94aeb06cd5b340b2063076da99318
cpf-admin/frontend/src/generated/orval/model/admDynamicLogLevelRemoveParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,b98ef4461ad31fd0e0e72278ceded424525594ff87439fcf2b293516dc1bce38
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagApproveOverrideParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,964b95575f31fe00d6c4f23ad1688314f902c57482f9033f1cfa00c53454caa8
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagApproveOverrideRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,3a02f7850c6b9c94fe22d16571a684830be26c2787217a730f7cae28ff098f6b
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagDecisionRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,a329028b2138fb74fde381a36a2da8843ef841dd3a95dd4c817c1718be123f69
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagEvaluateRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,63a7e0fb7448ffe3f82c74716b6ba7a9e6e070c8df6ab643cd831b8c9a5b9dec
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagKillSwitchRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,44cddbebf8a823335ce8d10521adbe5c67a70d57b7ad863a329c1553f553eb36
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagOverrideRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,c043d9a115438c4041f098a0dddfb48129df7fa944fb32e999e7c839b79e611c
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagRequestOverrideRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,573ee8f714952467fff344c11363390273e6b2a5b6d7c76456dc87042c7e9a9b
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagRevokeOverrideParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,bed4873ab5d0dc6a5bb2cf9e8b206b437b8d82f5c5cf4e42e7ea284ba448547b
