path,change_type,sha256,size_bytes,purpose
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/CODEX_REVIEW_REQUEST.md,ADD,be925cacaecbafafe2e7ce3e866471a99a8d0590e7db28a093be7bb4cbe59de5,786,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/CROSS_PARTITION_PATCH_REQUEST.csv,ADD,4ead575353302c4b657aec8d6fca8ca7b569520e4f26da7132dca4aac75f4827,49,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/DELETE_MANIFEST.csv,ADD,ca04e3a7e15f7940335ab6c70afef893c408cc4b07836c77647cb68c22e85a03,33,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/GIT_STATUS_ONE_LINE.txt,ADD,665b56a9be1ab8bc6935b32a3b12877d6f401e9d99190a1abd1a194cc70cf59c,52,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/NEXT_SESSION_HANDOVER.md,ADD,24465188a3d16ad4afa01c2c9f7d899e60bd5e2089b8c4982b9f6ec8930825f7,571,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/OPEN_ISSUES.md,ADD,e067efa212aed921a288d404fb8059ccc88128eb0291803f1d0d6e80554f1a90,1108,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/QA_DIRECT_FIXES.csv,ADD,3ec65085740f64725ea973f88821fe1d738c913b613e261cf25f94d08d244fd0,1459,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/QA_REWORK_REQUEST.md,ADD,f8cd6cb3a079e3c340326a123ccb0613ab8f29988b00ebb4a89d59c4ba10439b,81902,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/REQUIREMENT_STATUS.csv,ADD,a099c19471a15cdb2f40db8d95fcbfc77af01341760cc4babf3ef6aafa8e6415,35526217,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/REVIEW_INDEX.md,ADD,2cad7de51a143502c1892dcfc0fc1903eb2515cf7ffa332ad1506528b72fdc63,3582,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/SCENARIO_STATUS.csv,ADD,04d53b07df59f88079fc1a4f5852e311d1e08c8a0bc5aa250bb79b3bad5a8f19,13363152,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/SHARED_FILE_CLAIM.csv,ADD,28588935c15925d40cb927b3431d16d217249d841b55d2b995c0409d54657922,1803,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/TEST_AND_EVIDENCE.md,ADD,1d7a53534187f3def22fb22741c1d0c066e86190c377dfcc1764883ee25ff9c1,2457,QA-6F R2 report/evidence
cpf-docs/work/review/qa/QA_PARALLEL_6WAY_QA-6F_f97655c_R2/VALIDATE_ONE_LINE.txt,ADD,1d7978a202df424a866e5a6db529c92c02cd84afce6ec72d2b10d6350fcb8662,222,QA-6F R2 report/evidence
cpf-tools/config/database-source-plan.json,MODIFY,4ef7a4e0db5ac0f4b9cd5a38b4cf54e5cd838eabcaba185db304bf5d88f029de,3393,QA direct fix
cpf-tools/db/canonical/seed-model.json,MODIFY,44053ca0c9433aee7062521992809afb54985ed80000f1c8dea07914e51aa5b2,299481,QA direct fix
cpf-tools/db/vendor/mariadb/seed/00_product_seed.sql,MODIFY,d3b8ef65722f3e15d0c93b19df17a0fd40e57cdefce6f93c2d51005db04916f8,137602,QA direct fix
cpf-tools/db/vendor/mariadb/source/00_product_seed.sql,MODIFY,d3b8ef65722f3e15d0c93b19df17a0fd40e57cdefce6f93c2d51005db04916f8,137602,QA direct fix
cpf-tools/db/vendor/oracle/seed/00_product_seed.sql,MODIFY,49dc4a9b23cec7f0522a991f7ec55119a3480b9d8cab7a588c296920b306296c,250223,QA direct fix
cpf-tools/db/vendor/oracle/source/00_product_seed.sql,MODIFY,49dc4a9b23cec7f0522a991f7ec55119a3480b9d8cab7a588c296920b306296c,250223,QA direct fix
cpf-tools/db/vendor/postgresql/seed/00_product_seed.sql,MODIFY,ea0e49cb4d00d6b392dad603035d95c844e1b651d5bef18cb31da1b7a3991d6a,138609,QA direct fix
cpf-tools/db/vendor/postgresql/source/00_product_seed.sql,MODIFY,ea0e49cb4d00d6b392dad603035d95c844e1b651d5bef18cb31da1b7a3991d6a,138609,QA direct fix
cpf-tools/scripts/invoke-official-db-vendor-sql.ps1,MODIFY,cf30486b44a3d2934464ee887b3463e204265df2ca84c5438c26452415eb413a,10869,QA direct fix
cpf-tools/scripts/tests/test_oracle_sqlplus_secret_transport.py,MODIFY,524c77948d0fd6b5f25bc472eb284b61370adc8c21df7dcef3524529cc674bf2,1752,QA direct fix
cpf-tools/scripts/tests/test_seed_bundle_plan_closure.py,MODIFY,a51411a34815dbc28c063d1878769226f5a163aeab3e3f040f4114e711f51209,1976,QA direct fix
cpf-tools/scripts/tests/test_seed_bundle_runtime_contract.py,MODIFY,3b3d1af1a7e9f2a92c011fe3768abd7894b50cc2cf06e9e11665cb54883ed048,4618,QA direct fix
