referenced_path,exists_in_uploaded_source_zip
cpf-education/src/main/java/com/cpf/education/batch/performance/backpressure/EduBat30Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/reconcile/requestloss/EduBat10Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/recovery/restart/EduBat09Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/remote/reassignment/EduBat24Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/remote/worker/EduBat05Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/scheduler/businessday/EduBat07Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/scheduler/misfire/EduBat20Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/batch/tasklet/close/EduBat01Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/approval/EduAdm04Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/asyncoperation/EduAdm05Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/bulk/EduAdm10Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/command/EduAdm03Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/configuration/EduAdm11Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/correlation/EduAdm15Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/customscreen/EduAdm07Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/detail/EduAdm09Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/evidence/EduAdm13Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/incident/EduAdm12Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/notification/EduAdm16Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/partialrecovery/EduAdm06Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/query/EduAdm02Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/reuse/EduAdm01Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/search/EduAdm08Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/session/EduAdm17Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/admin/topology/EduAdm14Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/approvalflow/EduBackoffice04Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/approvalhistory/EduBackoffice11Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/attachment/EduBackoffice12Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/authorization/EduBackoffice02Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/delegation/EduBackoffice05Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/directory/EduBackoffice07Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/evidence/EduBackoffice06Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/lifecycle/EduBackoffice09Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/organization/EduBackoffice01Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/policysimulation/EduBackoffice03Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/privacyexport/EduBackoffice13Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/reorganization/EduBackoffice08Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/rollback/EduBackoffice14Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/backoffice/separationofduties/EduBackoffice10Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/audit/EduGw13Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/drain/EduGw09Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/health/EduGw08Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/publish/EduGw05Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/ratecontrol/EduGw12Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/reconcile/EduGw06Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/recovery/EduGw14Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/registry/EduGw07Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/rejection/EduGw10Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/resilience/EduGw04Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/route/EduGw02Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/security/EduGw03Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/servergroup/EduGw01Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/gateway/version/EduGw11Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/configuration/reconcile/EduOps09Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/configuration/validation/EduOps02Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/database/lifecycle/EduOps04Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/deployment/bluegreen/EduOps08Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/deployment/rolling/EduOps07Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/install/artifact/EduOps01Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/lifecycle/startstop/EduOps06Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/messaging/kafka/EduOps05Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/observability/pipeline/EduOps10Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/recovery/backuprestore/EduOps11Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/recovery/disaster/EduOps12Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/runbook/infrastructure/EduOps13Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/security/incident/EduOps14Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/security/secretrotation/EduOps03Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/operations/platform/upgrade/compatibility/EduOps15Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/audit/evidence/EduDev41Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/cache/consistency/EduDev36Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/command/audit/EduDev03Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/concurrency/lease/EduDev37Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/concurrency/optimisticlock/EduDev04Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/counterparty/fixedwidth/EduDev10Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/counterparty/rest/EduDev09Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/counterparty/soap/EduDev27Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/counterparty/webhook/EduDev25Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/database/migration/EduDev14Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/file/attachment/EduDev08Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/file/bulkimport/EduDev17Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/file/multipart/EduDev28Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/file/objectstorage/EduDev30Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/file/sftp/EduDev26Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/generator/domain/EduDev01Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/idempotency/payment/EduDev05Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/lifecycle/softdelete/EduDev18Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/masterdata/effectiveperiod/EduDev19Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/messaging/outboxinbox/EduDev07Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/messaging/schema/EduDev44Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/messaging/transactionaloutbox/EduDev21Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/notification/export/EduDev13Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/observability/correlation/EduDev42Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/query/cursor/EduDev16Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/query/scoped/EduDev02Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/resilience/recovery/EduDev15Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/runtime/featuremanagement/EduDev12Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/security/authorization/EduDev11Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/security/cryptography/EduDev32Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/security/multitenancy/EduDev38Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/security/session/EduDev33Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/servicecall/topology/EduDev06Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/workflow/saga/EduDev22Handler.java,PASS
cpf-education/src/main/java/com/cpf/education/scenarios/online/workflow/statemachine/EduDev20Handler.java,PASS
cpf-starters/base/runtime/src/main/java/com/cpf/foundation/annotation/CpfOnlineTransaction.java,PASS
cpf-starters/base/runtime/src/main/java/com/cpf/foundation/annotation/CpfService.java,PASS
cpf-starters/data/src/main/java/com/cpf/data/api/CpfDto.java,PASS
cpf-starters/web/src/main/java/com/cpf/web/api/CpfController.java,PASS
