path,action,role,requirement_ids,reason,deletion_performed
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-002.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-003.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-004.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-005.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-006.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-007.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-008.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-009.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-010.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-011.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-012.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-013.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-014.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-015.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-016.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-017.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-018.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-019.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-020.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-021.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-022.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-023.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-024.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/FDEV-025.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/canonical-integrity.json,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/direct-gates.json,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/final-campaign-overlay.log,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/gates/admin-synthetic-javac.txt,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/gates/canonical-contract-gate.txt,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/gates/catalog-bom.txt,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/gates/data-quality-javac.txt,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/gates/integration-contract.txt,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/gates/typescript-client.txt,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/templates/FDEV-004.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/templates/FDEV-005.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/templates/FDEV-006.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/templates/FDEV-017.md,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/fdr/r1/evidence/verification.json,ADD_OR_UPSERT,EVIDENCE,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/CANONICAL_INTEGRATION_CONTROL.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/ENVIRONMENT_DELEGATION_MATRIX.csv,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/EXECUTION_GATE.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/HANDOVER_TEMPLATE.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/NO_PINGPONG_POLICY.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/PACKAGE_MANIFEST.json,ADD_OR_UPSERT,CONTRACT_OR_CONFIG,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/REQUEST.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/REQUIREMENT_STATUS.csv,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/REVIEW_SUMMARY.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/final-dev-request/REV-003/SHA256SUMS.txt,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-docs/work/v9i/results/REVIEW_FINDINGS.csv,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/build.gradle,MODIFY,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/api/CpfOpenApiContributor.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/api/CpfOpenApiDocument.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/api/CpfOpenApiOperations.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/api/CpfOpenApiSnapshot.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/api/CpfOpenApiStatus.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/CpfOpenApiActuatorEndpoint.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/CpfOpenApiCustomizerAdapter.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/CpfOpenApiEnvironmentPostProcessor.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/CpfOpenApiHealthIndicator.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/CpfOpenApiWebMvcAutoConfiguration.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/CpfOpenApiWebMvcProperties.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/java/com/cpf/starter/openapi/webmvc/internal/DefaultCpfOpenApiOperations.java,ADD_OR_UPSERT,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/resources/META-INF/additional-spring-configuration-metadata.json,ADD_OR_UPSERT,CONTRACT_OR_CONFIG,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-starters/profiles/web-api/src/main/resources/META-INF/spring/org.springframework.boot.env.EnvironmentPostProcessor.imports,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/build/platform-bom/internal-bom/build.gradle,MODIFY,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/build/platform-bom/public-bom/build.gradle,MODIFY,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/contracts/openapi/cpf-integration-closure.openapi.json,ADD_OR_UPSERT,CONTRACT_OR_CONFIG,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/generator/contracts/cpf-starter-catalog.json,MODIFY,CONTRACT_OR_CONFIG,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/final-dev/README.md,ADD_OR_UPSERT,MANAGEMENT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/final-dev/run-browser-matrix.ps1,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/final-dev/run-db3-lifecycle.ps1,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/final-dev/run-java25-gradle91.ps1,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/final-dev/run-multiprocess-chaos.ps1,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/final_dev_campaign.py,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/verify_integration_closure_contract.py,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
cpf-tools/verification/verify_starter_catalog.py,ADD_OR_UPSERT,VERIFICATION_SCRIPT,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
settings.gradle,MODIFY,SOURCE_OR_TEST,FDEV-001~FDEV-025,"Final Development GPT implementation, regression protection, canonical integration, evidence, or package metadata",N
