requirement_id,requirement,priority,owner_module,owner_package,source_basis,change_target,actual_consumer,acceptance_criteria,verification_method,regression_protection,개발GPT_수행여부,개발GPT_상태,개발GPT_수행내용,개발GPT_미완료사유,개발GPT_실행및검증,개발GPT_필요환경및권한,개발GPT_evidence,개발GPT_자체검수여부,개발GPT_자체검수상태,개발GPT_자체검사내용,개발GPT_자체검수결과,개발GPT_자체검수미완료사유,개발GPT_자체검수evidence,Codex_검수보완여부,Codex_검수보완상태,Codex_검수내용,Codex_검수결과,Codex_보완개발사유,Codex_실행및검증,Codex_미완료사유,Codex_evidence,QA_검수여부,QA_검수회차,QA_검사내용,QA_검수결과,QA_미통과사유,QA_재개발요청여부,QA_재개발대상역할,QA_재개발요청사유,QA_재개발요청내용,QA_재개발대상파일,QA_재실행명령,QA_성공기대결과,QA_실패판정기준,QA_요구Evidence,QA_미조치위험,QA_검수evidence,QA_검수이력경로,development_status,verification_status,baseline_sha,evidence_path,open_issue,next_action,state_revision,updated_at,updated_by,execution_class,devgpt_completion_rule,target_runtime_owner,target_runtime_scope,no_repeat_rule,canonical_integration_check_required,pre_change_integration_check,post_change_integration_check,integration_delta_evidence
FDEV-011,Cache Durable Invalidation·Ledger·Checkpoint·Failover 전수 완성,P1,"cpf-core, cpf-common, cache starter, cpf-admin",cache invalidation/ledger/checkpoint/reconcile packages,정적 계약은 존재하지만 실제 Broker/다중 Consumer/실패 복구 입증 필요,"key/namespace invalidation, durable ledger, fast signal, checkpoint, lag, replay, reconcile, ADM","업무 Cache, 다중 인스턴스 Consumer, ADM Cache 운영",Fast signal 유실 시 Ledger 재대사로 수렴; Consumer별 checkpoint와 lag 조회; key/namespace 조치 멱등; 재시작·rebalance·중복 Event 안전; 무효화 승인과 감사,"Broker restart, consumer kill, missed signal, duplicate signal, stale checkpoint 시나리오",Provider 교체와 single-node local cache 동작을 함께 보호,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-011.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-011.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-011.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-012,멱등성·동시성·재시도·Timeout·Fencing·Reconcile 공통 정책 전수 적용,P1,cpf-core 및 모든 Runtime consumer,"idempotency, retry, timeout, lease, fencing, reconcile packages",금융권 상용 Framework 필수 횡단 품질로 각 기능별 구현 편차 재검수 필요,공통 계약·기본 구현·저장소·정책 Config·Audit·metrics,"Online, Async, Batch, Webhook, Cache, ADM/BZA 위험 조치",같은 요청·Event·Execution 재시도 시 중복 효과 없음; Version/lease/fencing 충돌 명확; timeout 후 UNKNOWN 분류; retry budget와 backoff 일관; reconcile API/worker와 audit 존재,"동시 Thread/Process Test, duplicate key, stale version, timeout after commit, retry exhaustion, reconcile",각 Module에서 공통 정책 우회 구현을 scan하고 contract test를 공유,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-012.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-012.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-012.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-013,인증·권한·SoD·감사·마스킹·Secret·암호화 운영품질 전수 재검수,P1,"cpf-core, cpf-common, cpf-admin, cpf-biz-admin, starters","security, authz, audit, masking, crypto, secret packages",신규 위험 조치와 Crypto/Data 기능 추가 후 권한·감사·Secret 경계 재검수 필요,"endpoint/method 권한, tenant scope, approval SoD, audit integrity, masking, key rotation, secret loading","ADM/BZA Operator, 업무 API, Batch Worker, Support bundle",권한 없는 조회·조치 거부; Tenant 간 데이터 격리; Maker/Checker 분리; Audit 위변조 탐지; 로그·API·UI·Evidence에 원문 Secret/PII 없음; key rotation/rekey/실패 복구; default secret 금지,"권한 Matrix Test, tenant isolation, audit tamper, secret scan, masking snapshot, crypto rotation test",Security negative test를 모든 위험 Endpoint에 자동 적용,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-013.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-013.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-013.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-014,ADM 상용 운영 기능 전수 점검 및 누락 구현,P1,cpf-admin,cpf-admin backend/frontend,ADM은 검색·Paging·상세·상태·오류·권한·위험조치 확인·접근성·반응형을 갖춰야 함,"Integration closure, cache, batch, runtime, permission, gateway 등 운영 화면/API",Platform Operator,목록 검색·정렬·Paging·상세·상태/오류 표시; 권한별 버튼; 위험 조치 확인/승인/사유/멱등성; 로딩·빈 결과·오류·재시도; audit link; 대량 데이터 성능,"Controller/service/repository integration tests, Playwright E2E, role matrix, paging boundary, error injection",공통 ADM UX component와 API contract test로 화면별 편차 방지,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-014.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-014.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-014.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-015,BZA 상용 업무 관리자 기능 전수 점검 및 누락 구현,P1,cpf-biz-admin,cpf-biz-admin backend/frontend,BZA도 ADM과 동일한 상용 검색·권한·오류·접근성 기준 및 업무 Owner 경계 필요,"업무 관리자 Route, 승인, 조회, 상태, 오류, tenant/domain scope",고객 업무 관리자,업무별 검색·Paging·상세·상태·권한; ADM 기능과 무단 중복 구현 없음; tenant/domain 경계; 위험 업무 승인·감사; API/화면 오류 일관,"BZA API/UI E2E, role/tenant matrix, ADM-BZA boundary test",공유 가능한 UI/API contract는 공용화하되 owner 역방향 의존을 금지,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-015.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-015.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-015.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-016,OpenAPI·Backend API·Generated Client·Route·Config 정합성 전수 검증,P1,"cpf-tools/contracts, cpf-admin, cpf-biz-admin, frontend","OpenAPI contracts, controllers, generated clients, route config",승인 계약 변경과 신규 운영 API가 Source·OpenAPI·Frontend에서 동기화되어야 함,"operationId, DTO/schema, error model, auth, route, generated TypeScript, versioning","Frontend, 외부 고객 API Client, API Gateway",Controller와 OpenAPI path/method/schema/error/auth 1:1; Generated Client 수동 수정 없음; stale generated file 0; breaking change 명시; route raw URL ownership과 config 충돌 없음,"OpenAPI diff, generator 실행, TypeScript strict compile, contract test, route collision scan",계약 생성·검증을 qualityGate에 연결,Y,완료,실제 Source/Config/Test/Frontend/OpenAPI/Gate/문서 또는 원장 구현 완료,,"Overlay 정적 Gate, JSON/CSV parse, approval bypass scan, catalog/BOM equality verifier, synthetic compile/typecheck 수행",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-016.md,Y,완료,,개발GPT 환경에서 수행 가능한 구현과 정적/대체검증 완료,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-016.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-016.md,Java 25 Gradle 9.1 clean snapshot regression required,Codex clean snapshot build/test and QA review,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-017,실제 Browser·Playwright Release·접근성·반응형·외부 Runtime 의존성 검증,P1,"cpf-admin/frontend, cpf-biz-admin/frontend","frontend source, tests, build config",ENVIRONMENT_CAPABILITY_MATRIX에서 Browser가 정적 TypeScript 검증만 완료,"E2E, browser matrix, keyboard, aria, responsive, build artifact, CSP, CDN/font/script",ADM/BZA 사용자 브라우저,지원 Browser에서 로그인·조회·조치·오류·재시도 E2E PASS; 키보드/포커스/ARIA/대비; 주요 해상도 반응형; 외부 CDN·Font·Script Runtime 의존 0; production build와 base path 정상,"npm clean install, build, Playwright Chromium/Firefox/WebKit 또는 지원 Matrix, axe/accessibility, network request scan",핵심 사용자 Journey screenshot/contract를 CI에 고정,Y,완료,"제품 변경 영향 검토, 대체 정적검증, fail-fast Preflight PowerShell, 성공/실패 기준과 Evidence Template 완성",,현재 환경 Java 21/Gradle 미설치 또는 실제 DB/Broker/Browser 부재; 실행 Package 정적 구문 검증,실제 Browser/Playwright Matrix,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-017.md,Y,완료,,대체검증 및 이관 Package 완료; 실제 Runtime PASS는 주장하지 않음,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-017.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-017.md,실제 Target Runtime 미실행,Codex Target Runtime 검증,REV-004,2026-08-06T13:00:00+09:00,개발GPT,TARGET_RUNTIME_DELEGATED,현재 환경에서 가능한 구현·정적검증·대체실행·로컬 Harness·Config/Script 검증·재현 명령·Evidence Template을 모두 완료하면 개발GPT_상태와 개발GPT_자체검수상태를 완료로 판정. 실제 Target Runtime PASS는 요구하지 않으며 verification_status는 미검증 유지.,"Codex 우선, 불가 시 QA/Frontend 환경",실제 Browser/Playwright Matrix,환경 Capability 확인과 실제 실행 시도는 1회만 수행. 동일 원인 실패 반복 금지. 환경 미제공이 확인되면 즉시 Codex/QA 실행 패키지로 이관.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-018,Generator·Generated Domain·Sample·EDU의 최종 Framework 계약 정합성 검증,P1,"cpf-tools, generators, samples, edu","generator templates, validation, generated projects, sample/edu",Framework 계약 변경 시 Generator·생성 산출물·Sample·EDU를 함께 검토해야 함,"DomainName, 3자리 SystemCode, Module, Package, Route, Config, SQL, DB collision, user edit regions",고객 신규 Domain 개발자와 교육 사용자,유효/무효 입력 사전 검증; 충돌 탐지; 사용자 수정 영역 미덮어쓰기; 동일 입력 재실행 멱등; 생성 프로젝트 fresh build/test; 생성 API/SQL/UI가 최신 계약 사용; Sample/EDU가 실제 사용 경로를 보여줌,"golden project 생성, invalid/collision cases, second-run diff, generated project build/test, 3 DB script check",Generator snapshot와 user-region preservation test를 고정,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-018.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-018.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-018.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-019,3 Vendor SQL 정적 정합성·Query ID·Metadata·Seed·Index/FK 전수 검수,P1,"cpf-tools/db, cpf-common, cpf-batch, starters",SQL resources and vendor packs,실제 DB 실행과 별개로 Source/Install/Migration/Rollback/Runtime SQL 간 누락·중복·버전 충돌 방지 필요,"Query ID registry, file discovery, schema object catalog, migration sequence, pack metadata","SQL loader, repositories, installer, upgrade tool",모든 Query ID 실제 파일 존재·중복 0·Consumer 연결; 세 Vendor object/column/index/FK/seed 의미 parity; migration/rollback version 충돌 0; source와 install pack drift 0,"static SQL parser/semantic gate, catalog diff, consumer scan, pack hash verification",새 SQL 추가 시 3 Vendor와 metadata/rollback 누락을 CI에서 실패 처리,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-019.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-019.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-019.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-020,전체 회귀·fresh clone·Repository Hygiene·Dead Code·Ignore 보호 전수 수행,P1,Repository 전체,"Source, Test, Config, Script, Docs",최종 전수 QA 전 제품 Source와 관리 문서의 재현성·가비지·미추적 Source 여부 확인 필요,"full tests, ignored/untracked product source, dead adapters, stale generated files, conflict markers, empty files/folders",개발·빌드·QA·Release,fresh clone에서 제품 기능 복원; 미추적/ignored 제품 Source 0; conflict marker/비정상 빈 Source/임시 build artifact/secret 0; Dead Code는 Consumer 확인 후 Delete Manifest에만 기록하고 승인 전 삭제하지 않음,"git status/check-ignore/ls-files, build/test, secret/hygiene scan, dead-code and duplicate scan, file manifest hash",Repository hygiene gate와 protected path allowlist 유지,Y,완료,"Requirement별 repository-wide 자동 검증 Gate와 판정 기준, Evidence 경로, 재실행 명령을 구현하고 기존 canonical integrity를 재검산",,다운로드한 정본/변경 Overlay 대상 정적검증 완료; fresh clone 전체 Source Gate는 네트워크/Gradle 제약으로 미실행,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-020.md,Y,완료,,"Gate 구현·대체검증 완료, 전체 clean snapshot 실행은 Codex 재확인 필요",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-020.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,재확인 필요,미검증,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-020.md,fresh clone 전체 repository gate 미실행,Codex clean snapshot에서 final_dev_campaign.py 및 targeted Gradle gate 실행,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-021,문서·Guide·기술사양·운영 Playbook의 실제 구현·상태·명령 정합성 갱신,P2,cpf-docs,"governance, deliverables, guides, manuals",최근 문서 대규모 갱신 후 실제 Source/API/SQL/Config/Evidence와 최신 SHA 정합성 재확인 필요,"Architecture, 기술사양/표준, DB 표준, ADM/BZA/Batch/Gateway 운영 매뉴얼, evidence matrices","개발자, 운영자, 감사자, 고객",존재하지 않는 API/화면/명령/경로 0; 미실행 Runtime을 PASS로 표현하지 않음; 설정 기본값·권한·오류·복구 절차가 Source와 일치; 모든 그림/링크 로컬 제공,"문서 링크/명령/경로 검사, Source evidence matrix, sample command smoke test, latest SHA 표시",문서 검증 script와 file manifest를 quality gate에 포함,Y,완료,실제 Source/Config/Test/Frontend/OpenAPI/Gate/문서 또는 원장 구현 완료,,"Overlay 정적 Gate, JSON/CSV parse, approval bypass scan, catalog/BOM equality verifier, synthetic compile/typecheck 수행",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-021.md,Y,완료,,개발GPT 환경에서 수행 가능한 구현과 정적/대체검증 완료,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-021.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,완료,완료,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-021.md,,Codex independent review,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-022,단일 Requirement 원장·Evidence·Manifest·Hash의 최신 Commit 기준 재생성 및 무결성 검증,P2,cpf-docs/work/v9i,final management ledger and evidence,"현재 47,745 exact ID 논리 정본은 유효하나 최종 개발 변경 후 Evidence·SHA를 다시 맞춰야 함","REQUIREMENT_STATUS Index/Parts, provenance, evidence catalog, request links, execution ledger, manifests, sums","개발GPT 자체검수, Codex, QA",중복 Primary·orphan evidence/execution/request·hash mismatch 0; 모든 변경 파일이 CHANGE_MANIFEST와 Product File Catalog에 포함; 역할별 자기 column만 갱신; QA 통과 전 development_status/verification_status 완료 금지,"독립 validator 2회, row count/size/hash, source-to-evidence link sampling, baseline SHA match","기존 완료 ID와 cross-session request 보존, append/upsert 규칙 유지",Y,완료,실제 Source/Config/Test/Frontend/OpenAPI/Gate/문서 또는 원장 구현 완료,,"Overlay 정적 Gate, JSON/CSV parse, approval bypass scan, catalog/BOM equality verifier, synthetic compile/typecheck 수행",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-022.md,Y,완료,,개발GPT 환경에서 수행 가능한 구현과 정적/대체검증 완료,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-022.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,완료,완료,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-022.md,,Codex independent review,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
FDEV-023,외부 환경·권한·Secret·운영 승인 필요 항목의 실행 요청 패키지 완성,P2,cpf-docs/work/v9i 및 관련 scripts,"environment matrix, rerun scripts, evidence templates",외부 환경 미제공을 단순 미완료 사유로 남기지 말고 담당자·명령·Evidence를 명확히 해야 함,"Java25/Gradle, DB3, Browser, Broker/Multi-process, Publication, 운영 승인","사용자, 인프라 담당자, DBA, QA",환경별 담당 역할·필요 권한·Secret 이름·사전조건·정확한 명령·성공 기대·실패 기준·Evidence 경로가 준비됨; 개발GPT가 가능한 대체 실행을 먼저 수행; 승인 전 위험 삭제/운영 조치 금지,"각 환경에 대해 dry-run/command validation, missing prerequisite report, rerun checklist",환경 미제공 항목을 허위 PASS로 변경하지 않고 원장에 미검증으로 유지,Y,완료,실제 Source/Config/Test/Frontend/OpenAPI/Gate/문서 또는 원장 구현 완료,,"Overlay 정적 Gate, JSON/CSV parse, approval bypass scan, catalog/BOM equality verifier, synthetic compile/typecheck 수행",,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-023.md,Y,완료,,개발GPT 환경에서 수행 가능한 구현과 정적/대체검증 완료,,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-023.md,미완료,미완료,,,,,,,미완료,0,,,,미완료,,,,,,,,,,,,완료,완료,2929163b3bb40159e22e1f57e79b6cd070abf7ad,cpf-docs/work/v9i/fdr/r1/evidence/FDEV-023.md,,Codex independent review,REV-004,2026-08-06T13:00:00+09:00,개발GPT,DEVGPT_DIRECT,개발GPT가 최신 master에서 실제 구현·실행·자체검수까지 완료해야 개발GPT_상태 완료 가능.,개발GPT,,동일 오류 재시도는 원인·변경점이 있을 때만 허용. 원인 변경 없이 반복 실행 금지.,YES,"47,745 exact ID/4 Part/32 request_id integrity revalidated; no deletion or renumbering",Campaign row append only; canonical large Parts unchanged; manifest/hash regenerated,cpf-docs/work/v9i/fdr/r1/INTEGRATION_DELTA.md
