path,classification,owner,change_type,size_bytes,sha256,requirement_scope,baseline_sha,note
cpf-biz-admin/frontend/.npmrc,FRONTEND,cpf-biz-admin,ADD_OR_REPLACE,180,af9b0aedcd0df151971f886f7451216df7e17abe8a81c648b8f1511a7c7596cc,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-biz-admin/frontend/.nvmrc,FRONTEND,cpf-biz-admin,ADD_OR_REPLACE,8,8fb7215a78fb2dacb282d6fca135a48bd69892ad6560efa3c5a9c12b0200ac7c,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-biz-admin/frontend/package-lock.json,FRONTEND,cpf-biz-admin,ADD_OR_REPLACE,408252,d62a85079000932538163d1b2485b1e1b1a81f93d08731acd03d4e75b01170ed,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-biz-admin/frontend/package.json,FRONTEND,cpf-biz-admin,ADD_OR_REPLACE,2324,e7dba3a8be8e6f00facd9356e913db28681ca5ddd32a64bf1732d5faac8e59f3,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-biz-admin/frontend/scripts/test-openapi-lifecycle.mjs,FRONTEND,cpf-biz-admin,ADD_OR_REPLACE,1336,568c5aaabfc70ac70fefea437b37702c49d123b7a54b8527e22f59329846aa49,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-biz-admin/frontend/scripts/validate-openapi.mjs,FRONTEND,cpf-biz-admin,ADD_OR_REPLACE,4496,8d7cef76675d11835cf7a4d52fee9c72b783377b3930a28683d84680a67d3ae6,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/evidence/qa37/QA37_COMPLETION_STATE.json,EVIDENCE,cpf-docs,ADD_OR_REPLACE,2048,378588470c1dcc80a070bd5efa9f4a1ea1728ee1eeef2886f2451abfd380659c,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,EVIDENCE,cpf-docs,ADD_OR_REPLACE,2656,7db26e89f8b9f4349730fcfdbac55b7b9b40e0749926630fe9f161de3a880e31,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.txt,EVIDENCE,cpf-docs,ADD_OR_REPLACE,3088,179aaa175a15d851fb48658a21ddde1c865494950485f7e122f0737dcef3c6e6,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,27523,0f84136e97992eb8e4cb71609e080f147ea1fa0d24536fc55c3c334d78eaf1b7,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_ENVIRONMENT_VERIFICATION_MATRIX.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,1119,a6245c3c04da0d1227867281f4a91df9da5523114b37e90df7046cafced1f09e,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_MANUAL_EDU_135_COVERAGE_MATRIX.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,278089,8f9788265165ba152055608fa036685b4fd2e6ea9677773497eee525a7816961,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_REQUIREMENT_MATRIX.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,38872,e7281a33bd6fb85a3f230559faf686bfddb40ff8481be33dab8b7d49b36cbf50,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_REQUIREMENT_RESULT_MATRIX.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,38872,e7281a33bd6fb85a3f230559faf686bfddb40ff8481be33dab8b7d49b36cbf50,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_SELF_DEVELOPMENT_RESULT_MATRIX.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,15680,3fd3136e41af3e3746acbbf0110006befded489e56693bdb2085418041437f8e,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/CPF_20260801_QA37_STALE_CURRENT_DOCUMENT_REVIEW.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,22676,5cd3e9cc7cd3b3a38693703e18eb7f7ec2965dbfc6718b55a9dafde3ae833759,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/EDU_ARCHITECTURE_BLOCKER_MATRIX.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,335,0dfe50addbffd8fb16453d79d7958ee5fab7395ce44810a29a821c43632daa4a,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/EDU_FOLLOWUP_REQUIREMENTS.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,254,de76fd262bc71b17c9f18aaa646c27fdb9146dd7b4b95a3b5593db141898f566,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/EDU_MISSING_OR_PARTIAL_IMPLEMENTATION.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,231,5ed847c44c37a2632a21e570326cae7bd287beb41935114216e4207751120914,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/EDU_NEW_OR_MODIFIED_SOURCE_MANIFEST.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,221114,0ec805e921d9a5507c42f303fad945304b57278a8e8e9821ad955f421b4aad5b,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/quality/EDU_REUSED_SOURCE_JUSTIFICATION.csv,MATRIX,cpf-docs,ADD_OR_REPLACE,165775,dd0a44f77a3b0ba651a951bcc826697b4d1d3571bfa65074e8bd2ddce1fb8be8,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/codex/qa37/CPF_CODEX_QA37_FINAL_INDEPENDENT_VERIFICATION_REQUEST.md,CODEX_REQUEST,cpf-docs,ADD_OR_REPLACE,10817,6d68f865b986f7c90d138c10eac612b8d556d1267b0b367e4ce83af086d756ff,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/continuity/CPF_20260801_QA37_CONTINUITY.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,807,3152ae0a24d2fe3aabb9a2b48477f440a9b7960e5f45349faaf9724b395f6728,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/CPF_20260801_QA37_APPLY_AND_ROLLBACK.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,1360,e746ff620b150e3d415bf6170ff3134bfc12712d94400efb328a8eaad815d894,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/CPF_20260801_QA37_SELF_DEVELOPMENT_REQUIREMENTS.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,1617,a94ace1e78ab152905b4f2526b0dbada055dc450048a74582a19f671ebf3be21,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/CPF_20260801_QA37_SOURCE_READINESS_REPORT.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,2541,ab18e896b92b8d8f7d425d4110e204bd45b7c19b216c39de21d47cc4b5c30a7e,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/CPF_20260801_QA37_VERIFICATION_READINESS_REPORT.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,2034,1fa132b89ae447638b55d38c1cfe6c990fd709e3515bce462c6600881f01bed7,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/CPF_CURRENT_WORK_REQUEST.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,1316,0f1c4228de27847230174f517ba45738450583187c3c59d37c3dc2e96b3bff42,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/EDU_ARCHITECTURE_BLOCKER_REPORT.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,794,5f8081b7f5f8c3ada2632d75fbfa80d6b0f394d69d5010be26f6edba81a89770,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/current/EDU_DECISION_REQUESTS.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,634,3d61d3b21d8650e81de04f1c67764a0df1195ec7f0e93840119a81da5943d81d,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/handover/CPF_20260801_QA37_SESSION_HANDOVER.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,1226,86a197bfdf3ab7c41002af2f6e7ea193ed6e59428f5a0d9bcb4b77242d4ce077,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/manifest/CPF_20260801_QA37_DELETE_MANIFEST.txt,MANIFEST,cpf-docs,ADD_OR_REPLACE,3577,35badf292744921836db61f6bea6d2cb2813f191bf888f505e32eaa16ffd2932,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/manifest/CPF_20260801_QA37_DELETE_REVIEW_REASON.csv,MANIFEST,cpf-docs,ADD_OR_REPLACE,22676,5cd3e9cc7cd3b3a38693703e18eb7f7ec2965dbfc6718b55a9dafde3ae833759,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/manifest/CPF_20260801_QA37_PACKAGE_MANIFEST.json,MANIFEST,cpf-docs,ADD_OR_REPLACE,3350,b30f4bc4cf8c39756ac85bcca09c3850dcf1208f0bfa6ee0323a7ccc93256107,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/manifest/CPF_20260801_QA37_ROOT_OVERLAY_MANIFEST.json,MANIFEST,cpf-docs,ADD_OR_REPLACE,1475,4c2b0320fc0e93c808cce339bfa17e23497c1500acf4c3c7d34bc17554915346,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/review/CPF_20260801_QA37_INTEGRATED_POST_REVIEW.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,2269,958d87fc7c81a1d5f1f50e8548dac91a1790a343b8271c4f1f34f10514a92286,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-docs/work/review/CPF_20260801_QA37_INTEGRATED_PRE_DEVELOPMENT_REVIEW.md,WORK_PRODUCT,cpf-docs,ADD_OR_REPLACE,1955,4ae9d24c15c08cc736dc6c29e5ef0d9a023ddc6eeeee1050cc022878df5f8e2d,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/build.gradle,SOURCE,repository,ADD_OR_REPLACE,5930,3f4a8c3b7609dffa3a011e51c8052cd50e8d652284b5f06a8442e62d500c559f,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/agent/offline/EduBat28Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5442,5c1ab2f0fbf0ae7faac27e44c9cce60d071aa40c3ac28745d5c951791e663f08,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/agent/offline/EduBat28JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2457,514a090ea2dbc375454466f3fa3fb10f446d0f9690da760f17ec2e05171a6692,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/backfill/latearrival/EduBat15Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5340,452f6666ce334eeaf17c00a1b5c9d2e4f83dc964be1e5223c7834507a60b448d,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/backfill/latearrival/EduBat15JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2483,88a6223e84c8ebc843e273027501c1d6eaa7395f7ceb82fcdb6f9da5755f94c0,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/calendar/businessday/EduBat22Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5329,a36d242d27ad943ca99efe7ace0570fc261329c728f4ad3067aae85ac2d2be47,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/calendar/businessday/EduBat22JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2478,78c352d7f9b9f262bf4a3f82d9c4303809ce90477ac5a3a84c5435c9af4ad522,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/centercut/approval/EduBat06Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,4363,6b252afa12a1b193f01e3ab90636aabae3e9e72db5b5b030556de022b899c0eb,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/centercut/approval/EduBat06JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2487,fa10773921f4641523cd4aa98b1c2baf589b2eb92f2ff7b1183c9c7795d36b7a,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/centercut/reconcile/EduBat26Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5371,3fbaf107ac26be5705e16c3a0c7b3f12bc8e02685a9de0adb45d217d98a02c3b,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/centercut/reconcile/EduBat26JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2484,2307bddc4d69faa190f0b82cda0ac3978b3040b98eb8fb5e83220840cc6bf2ad,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/checkpoint/writercommit/EduBat13Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5309,c9e6d6d23896a3dcca5e3d7d12efc006402cf28526ac33687305ee7557a641e6,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/checkpoint/writercommit/EduBat13JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2468,b2a4b35c1f72baf4c031a46cd93f13fe5ddfabee9e99916a4c1b0ea3d2f7a456,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/chunk/membergrade/EduBat02Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,4323,a7fd87c9586edc1a3d3da34d2f4873e12e79abfbb9cb9f9fe28d200ae09c768c,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/chunk/membergrade/EduBat02JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2469,d73d5eb8a9b37dc8b1b08157f9b0509689f20ae614a8dff239fc2171ac6ead56,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/concurrency/execution/EduBat21Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5275,13190ddb1deb495a970911c5f559c3d686f0026f01532424966bb04f39d1caba,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/concurrency/execution/EduBat21JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2463,d5e990a9090e8557c135f76434b28d5c9fe8611c3ef6635ec3a529bbb47f5833,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/config/ReferenceBatchCapabilityContributor.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,3414,35c7dcaa26dcdda3958bcc13e7912a9299b52b7d72f96dfc0fc545ff31761591,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/config/ReferenceBatchRuntimeConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,1099,75d5b3a8f4c013d3d7e61e224691f9a07b98843e25c87f2764ce0b3c59ba9c8b,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/dryrun/preview/EduBat29Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5320,8575bf9d8bf7506dffe3ac0a0f16379dea558b0ac4a8a5f1862f3d7d9eb66d4c,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/dryrun/preview/EduBat29JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2458,a64167a1e4dd07e7f8035f6a976e4acd2805a081d8d1620953161e3d483a3534,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/faulttolerance/retryskip/EduBat12Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5307,0ac99f42cd75bc531c89a7e6d2d559a83988190982451487ed0c60678e8428a1,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/faulttolerance/retryskip/EduBat12JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2477,077ca85e18a97233a34a9fc51ad58637142fd6d3498f6200f6630d7e354647d2,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/csv/EduBat03Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,4366,45580e418aa44ca27ffe52c90d22aa4d355f4110ce4c8d9eec34b0349e35873c,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/csv/EduBat03JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2491,aa2f7e6f1045aff7b8ee9cd88c526873e621adeae45cd52938fd9a08581847aa,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/faninout/EduBat19Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5457,6ca0adba00c876ca1ff0c6a71044e27e28cebcf3bcb1c52fa67153bc7398d80b,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/faninout/EduBat19JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2502,16b0cef620fbc77adbea5326f573760b2698cca963f11e799861351a25a1b11f,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/secureoutput/EduBat17Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5553,c39ca63e89a519629e6d21d2bb7740e1b4c17283dd674a1767dcb9aadb799277,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/secureoutput/EduBat17JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2530,f139d1247629f4afc0e957ac3a95905286c8e7898457ed21af6752b6671f748d,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/validation/EduBat18Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5475,dfc9d9e3272ad5895c0835d87da8408455c9597a5f545eb1f11d6aeb76439850,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/file/validation/EduBat18JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2502,0190a4658b90d49ecbea365062d3d7caa69b9cb058f0f3b7429411c0448ad76c,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/flow/conditional/EduBat11Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5245,d2f68d10f6cc1daeb1883a2007829ff687acea3485aae539bb5eb9a6195f50dc,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/flow/conditional/EduBat11JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2457,9e39238c61fc788173768643fa028a39e18dfc6c66cc0e7a159a18b21550fbf4,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/incremental/watermark/EduBat16Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5319,f72c0cc08813de0e4eaf3b5baeb1552f54332d62b025c9f468f33fd96aa696da,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/incremental/watermark/EduBat16JobConfiguration.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,2471,a0e2d8220ca5cd35b7b2aae6409d2caed8f0542e084768193b5112b966e8a3e3,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
cpf-reference/src/main/java/com/cpf/reference/batch/instance/parameter/EduBat14Handler.java,JAVA_SOURCE,cpf-reference,ADD_OR_REPLACE,5326,31a731e1e22bdaefa02585ca78d16ac3334db1f89d7b692238e9444cddbf679d,QA37|SELF|EDU32|MANUAL135,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,
