path,action,category,purpose
cpf-batch/worker/src/main/java/com/cpf/batch/worker/WorkerRegistryReporter.java,ADD_OR_REPLACE,BATCH_RUNTIME,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/broker/CpfBrokerPublishResultProbe.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/broker/CpfBrokerUnknownResultPort.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/featureflag/CpfFeatureFlagContext.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/featureflag/CpfFeatureFlagOperations.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/featureflag/CpfFeatureFlagResult.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/featureflag/CpfFeatureFlagValue.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/featureflag/CpfFeatureFlags.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/notification/CpfNotificationOperations.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/notification/CpfNotificationProviderStatus.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/notification/CpfNotificationReceipt.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/notification/CpfNotificationRequest.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/notification/CpfNotificationResult.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/resilience/CpfResilienceCallContext.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/resilience/CpfResilienceExecutor.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/resilience/CpfResilienceOutcome.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/resilience/CpfResiliencePolicy.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/api/resilience/CpfResiliencePolicyOperations.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/config/CpfPublicBoundaryAutoConfiguration.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/internal/broker/CpfBrokerClientAdapter.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/broker/CpfBrokerProvider.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/broker/CpfBrokerResultReconciler.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/featureflag/CpfFeatureFlagAuditSink.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/featureflag/CpfFeatureFlagProvider.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/featureflag/CpfFeatureFlagStateStore.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/notification/CpfNotificationProvider.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/notification/CpfNotificationReconciler.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/resilience/CpfResilienceAuditSink.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/resilience/CpfResilienceFailureClassifier.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-core/src/main/java/com/cpf/core/spi/resilience/CpfResiliencePolicyStore.java,ADD_OR_REPLACE,CORE_API_SPI_INTERNAL,QA39 final canonical implementation or evidence
cpf-docs/evidence/qa39/README.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/evidence/qa39/apply/CPF_QA39_SYNTHETIC_APPLY.sanitized.json,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/evidence/qa39/environment/CPF_QA39_ENVIRONMENT_BLOCKERS.sanitized.json,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/evidence/qa39/static/CPF_QA39_FINAL_NAMING_GATE_REPAIR.sanitized.json,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/evidence/qa39/static/CPF_QA39_STATIC_VALIDATION.sanitized.json,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/CPF_QA_FINAL_CORRECTIVE_REQUIREMENT_MATRIX.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/CPF_QA_FINAL_DELETE_WORK_ITEMS.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/CPF_QA_FINAL_MOVE_MAP.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/CPF_QA_FINAL_MOVE_MAP.json,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/OPEN_ISSUES.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/TEST_AND_EVIDENCE.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/codex/CPF_QA39_FINAL_CODEX_VALIDATION_REQUEST.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/codex/REVIEW_INDEX.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/continuity/CPF_QA39_CONTINUITY.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/current/CPF_QA39_COMPLETION_REPORT.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/current/CPF_QA39_FINAL_ROOT_OVERLAY_DELIVERY.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/current/CPF_QA39_INTEGRATED_DEVELOPMENT_BACKLOG.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/current/CPF_QA39_SELF_DEVELOPED_REQUIREMENTS.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/handover/CPF_QA39_HANDOVER.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/manifest/CHANGE_MANIFEST.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,Exact delivered file manifest
cpf-docs/work/manifest/DELETE_MANIFEST.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/manifest/FILE_SHA256.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,Delivered file SHA-256 and byte size
cpf-docs/work/manifest/PACKAGE_MANIFEST.json,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/matrix/CPF_QA39_REQUIREMENT_SCENARIO_RESULT_MATRIX.csv,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/review/CPF_QA39_POST_DEVELOPMENT_REVIEW.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-docs/work/review/CPF_QA_FINAL_PRE_DEVELOPMENT_REVIEW.md,ADD_OR_REPLACE,DOCUMENT_EVIDENCE_MANIFEST,QA39 final canonical implementation or evidence
cpf-gateway/build.gradle,ADD_OR_REPLACE,GATEWAY,QA39 final canonical implementation or evidence
cpf-gateway/src/main/java/com/cpf/gateway/internal/resilience/CpfGatewayResilientInvoker.java,ADD_OR_REPLACE,GATEWAY,QA39 final canonical implementation or evidence
cpf-starters/integration/http-client/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/http-client/src/main/java/com/cpf/starter/integration/http/client/internal/CpfResilientHttpClient.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfDefaultFailureClassifier.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfResilience4jCircuitStateAdapter.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfResilienceAutoConfiguration.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfResilienceEngine.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfResilienceExecutionException.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfResiliencePolicyCommandService.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfResilienceTransactionRunner.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfSpringCloudCircuitBreakerAdapter.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/CpfSpringResilienceTransactionRunner.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/JdbcCpfResilienceAuditSink.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/java/com/cpf/starter/integration/resilience/internal/JdbcCpfResiliencePolicyStore.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/resilience/src/test/java/com/cpf/starter/integration/resilience/internal/CpfResilienceEngineTest.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/tcp/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/integration/tcp/internal/CpfResilientTcpClient.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/messaging/kafka/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/messaging/kafka/src/main/java/com/cpf/starter/messaging/kafka/internal/CpfKafkaConsumerControlAdapter.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/notification/dispatch/src/main/java/com/cpf/starter/notification/dispatch/internal/CpfJdbcNotificationOperations.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/CpfFeatureFlagAutoConfiguration.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/CpfFeatureFlagRuntime.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/CpfFeatureFlagTransactionRunner.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/CpfOpenFeatureProviderAdapter.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/CpfSpringFeatureFlagTransactionRunner.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/JdbcCpfFeatureFlagAuditSink.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/JdbcCpfFeatureFlagStateStore.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/platform-operations/feature-flag-openfeature/src/test/java/com/cpf/starter/platform/operations/feature/flag/openfeature/internal/CpfFeatureFlagRuntimeTest.java,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/profiles/batch-service/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/profiles/browser-bff/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/profiles/event-service/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/profiles/minimal-domain/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/profiles/secure-api/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-starters/profiles/web-api/build.gradle,ADD_OR_REPLACE,STARTER_CANONICAL,QA39 final canonical implementation or evidence
cpf-tools/build/platform-bom/build.gradle,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/build/platform-bom/internal-bom/build.gradle,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/build/platform-bom/public-bom/build.gradle,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/build/platform-bom/settings.gradle,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/db/canonical/platform-schema.json,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/mariadb/install/03_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/mariadb/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/mariadb/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql.sha256,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/mariadb/rollback/R97__qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/mariadb/source/15_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/mariadb/verify/97_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/oracle/install/03_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/oracle/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/oracle/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql.sha256,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/oracle/rollback/R97__qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/oracle/source/15_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/oracle/verify/97_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/postgresql/install/03_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/postgresql/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/postgresql/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql.sha256,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/postgresql/rollback/R97__qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/postgresql/source/15_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/db/vendor/postgresql/verify/97_qa39_resilience_feature_flag.sql,ADD_OR_REPLACE,DB_3_VENDOR,QA39 final canonical implementation or evidence
cpf-tools/generator/contracts/cpf-starter-catalog.json,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/release/cpf-final-artifact-catalog.json,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/scripts/Qa39Tool.java,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/scripts/invoke-cpf-qa34-db-runtime-matrix.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/scripts/verify-cpf-qa34-frontend-runtime.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/scripts/verify-cpf-qa34-java-build.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/scripts/verify-cpf-qa34-runtime-matrix.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/verification/qa39/invoke-qa39-final-validation.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
cpf-tools/verification/qa39/invoke-qa39-low-cost-gates.ps1,ADD_OR_REPLACE,TOOLING_VERIFICATION,QA39 final canonical implementation or evidence
settings.gradle,ADD_OR_REPLACE,ROOT_BUILD_CATALOG,QA39 final canonical implementation or evidence
