delete_path,kind,replacement_path,owner,reason,status
cpf-common/src/main/java/com/cpf/common/config/CmnRuntimeControlAutoConfiguration.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/common/config/CmnRuntimeControlAutoConfiguration.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/main/java/com/cpf/common/config/CmnSampleDataSourceConfig.java,SOURCE,cpf-starters/persistence-jdbc/src/main/java/com/cpf/common/config/CmnSampleDataSourceConfig.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/main/java/com/cpf/common/tabular/CpfTabularAutoConfiguration.java,SOURCE,cpf-starters/tabular-poi/src/main/java/com/cpf/common/tabular/CpfTabularAutoConfiguration.java,tabular-poi,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/main/java/com/cpf/common/tabular/CpfXlsxTabularAdapter.java,SOURCE,cpf-starters/tabular-poi/src/main/java/com/cpf/common/tabular/CpfXlsxTabularAdapter.java,tabular-poi,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,RESOURCE,cpf-core/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/aop-service-access/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/attachment/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/base/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/cache-valkey/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/channel-registry-jdbc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/file-archive/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/http-client/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-fixedlength/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-ftps/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-grpc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-object-storage-s3/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-realtime-webflux/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-sftp/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-smb/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-soap/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-tcp/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/integration-webhook/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/messaging-ibm-mq/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/messaging-jms/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/messaging-kafka/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/messaging-rabbitmq/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/messaging-reliability-jdbc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/notification-email/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/notification-sms-spi/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/notification/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/observability-otlp/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/observability/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/openapi-webmvc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/persistence-jdbc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/persistence-mybatis/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/runtime-control-client/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/scheduler-quartz/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/security-resource-server/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/security-service-identity/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/tabular-poi/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports|cpf-starters/validation/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,starter-owner,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/test/java/com/cpf/common/cache/CpfCacheInvalidationCoordinatorTest.java,TEST,cpf-starters/cache-valkey/src/test/java/com/cpf/common/cache/CpfCacheInvalidationCoordinatorTest.java,cache-valkey,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/test/java/com/cpf/common/cache/CpfLocalCacheProviderTest.java,TEST,cpf-starters/cache/src/test/java/com/cpf/common/cache/CpfLocalCacheProviderTest.java,cache,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/test/java/com/cpf/common/config/CmnDataSourceConfigTest.java,TEST,cpf-starters/persistence-jdbc/src/test/java/com/cpf/common/config/CmnDataSourceConfigTest.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-common/src/test/java/com/cpf/common/tabular/CpfXlsxTabularAdapterTest.java,TEST,cpf-starters/tabular-poi/src/test/java/com/cpf/common/tabular/CpfXlsxTabularAdapterTest.java,tabular-poi,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/channel/adapter/JdbcCpfChannelRegistryAdapter.java,SOURCE,cpf-starters/channel-registry-jdbc/src/main/java/com/cpf/core/channel/adapter/JdbcCpfChannelRegistryAdapter.java,channel-registry-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/aop/ServiceAccessAspect.java,SOURCE,cpf-starters/aop-service-access/src/main/java/com/cpf/core/common/aop/ServiceAccessAspect.java,aop-service-access,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java,SOURCE,cpf-starters/file-archive/src/main/java/com/cpf/core/common/archive/LocalCpfArchiveService.java,file-archive,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java,SOURCE,cpf-starters/attachment/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java,attachment,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerBridgeAdapter.java,SOURCE,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerBridgeAdapter.java,messaging-reliability-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerConsumerRuntimePolicy.java,SOURCE,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerConsumerRuntimePolicy.java,messaging-reliability-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerConsumerWorker.java,SOURCE,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerConsumerWorker.java,messaging-reliability-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerPublisherWorker.java,SOURCE,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/CpfBrokerPublisherWorker.java,messaging-reliability-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,SOURCE,cpf-starters/messaging-reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,messaging-reliability-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/database/CpfConnectionPoolRuntimeController.java,SOURCE,cpf-starters/persistence-jdbc/src/main/java/com/cpf/core/common/database/CpfConnectionPoolRuntimeController.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/database/CpfDataSourceResolver.java,SOURCE,cpf-starters/persistence-jdbc/src/main/java/com/cpf/core/common/database/CpfDataSourceResolver.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/database/CpfJdbcReplicaHealthMonitor.java,SOURCE,cpf-starters/persistence-jdbc/src/main/java/com/cpf/core/common/database/CpfJdbcReplicaHealthMonitor.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/database/CpfReadRoutingRuntimePolicy.java,SOURCE,cpf-starters/persistence-jdbc/src/main/java/com/cpf/core/common/database/CpfReadRoutingRuntimePolicy.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/database/CpfReadWriteRoutingDataSource.java,SOURCE,cpf-starters/persistence-jdbc/src/main/java/com/cpf/core/common/database/CpfReadWriteRoutingDataSource.java,persistence-jdbc,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/CpfFileExchangeGateway.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileExchangeGateway.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferClientAdapter.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferClientAdapter.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferEngine.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferEngine.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferRuntimeState.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferRuntimeState.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/DeterministicCpfRemoteFileTransferAdapter.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/DeterministicCpfRemoteFileTransferAdapter.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/JdbcCpfFileTransferRepository.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/JdbcCpfFileTransferRepository.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/filetransfer/LocalCpfFileTransferAdapter.java,SOURCE,cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/LocalCpfFileTransferAdapter.java,integration-sftp,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/gateway/CpfGatewayRouteProviderAdapter.java,SOURCE,cpf-gateway/src/main/java/com/cpf/core/common/gateway/CpfGatewayRouteProviderAdapter.java,cpf-gateway,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfApiClientRuntimePolicy.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfApiClientRuntimePolicy.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfHttpClientProperties.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfHttpClientProperties.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfLocalServiceIdentity.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfLocalServiceIdentity.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfRestClientInterceptor.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfRestClientInterceptor.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfServiceEndpointProperties.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfServiceEndpointProperties.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfServiceEndpointRegistry.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfServiceEndpointRegistry.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfTargetServiceResolver.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfTargetServiceResolver.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfWebClient.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfWebClient.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfWebClientConfig.java,SOURCE,cpf-starters/http-client/src/main/java/com/cpf/core/common/http/CpfWebClientConfig.java,http-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfWebhookCallbackClient.java,SOURCE,cpf-starters/integration-webhook/src/main/java/com/cpf/core/common/http/CpfWebhookCallbackClient.java,integration-webhook,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/http/CpfWebhookRuntimePolicy.java,SOURCE,cpf-starters/integration-webhook/src/main/java/com/cpf/core/common/http/CpfWebhookRuntimePolicy.java,integration-webhook,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/logging/DynamicTransactionLogLevelService.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/logging/DynamicTransactionLogLevelService.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/logging/LoggingAspect.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/logging/LoggingAspect.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/product/CpfCapabilityRegistry.java,SOURCE,cpf-starters/base/src/main/java/com/cpf/core/common/product/CpfCapabilityRegistry.java,base,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/remotelog/InMemoryCpfRemoteLogBundleJobAdapter.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/remotelog/InMemoryCpfRemoteLogBundleJobAdapter.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/remotelog/LocalCpfRemoteLogArtifactAdapter.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/remotelog/LocalCpfRemoteLogArtifactAdapter.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/remotelog/LocalCpfRemoteLogNodeClient.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/remotelog/LocalCpfRemoteLogNodeClient.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/remotelog/LocalCpfRemoteLogNodeRegistry.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/remotelog/LocalCpfRemoteLogNodeRegistry.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/remotelog/RoutingCpfRemoteLogArtifactAdapter.java,SOURCE,cpf-starters/observability/src/main/java/com/cpf/core/common/remotelog/RoutingCpfRemoteLogArtifactAdapter.java,observability,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeCanonicalHash.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeCanonicalHash.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlAgent.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlAgent.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlPlaneRepository.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlPlaneRepository.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlPlaneService.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlPlaneService.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlReconciler.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeControlReconciler.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeFenceException.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeFenceException.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeHttpControlPlaneClient.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeHttpControlPlaneClient.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeInstanceInboxStore.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeInstanceInboxStore.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimePayloadJson.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimePayloadJson.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeRateLimitException.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeRateLimitException.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeVersionConflictException.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/CpfRuntimeVersionConflictException.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfApiClientRuntimeApplier.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfApiClientRuntimeApplier.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfAttachmentPolicyRuntimeApplier.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfAttachmentPolicyRuntimeApplier.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
cpf-core/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfBrokerConsumerRuntimeApplier.java,SOURCE,cpf-starters/runtime-control-client/src/main/java/com/cpf/core/common/runtimecontrol/applier/CpfBrokerConsumerRuntimeApplier.java,runtime-control-client,Starter capability owner로 실제 구현/검증을 이관하여 Legacy Core/Common 경로 제거,DELETE_ON_APPLY
