path,category,reason,replacement,preserve_if_modified
cpf-docs/work/current/CPF_20260802_QA39_INTEGRATED_DEVELOPMENT_AND_CODEX_REQUEST.md,EARLIER_DRAFT,최종 QA38 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/current/EDU_ARCHITECTURE_BLOCKER_REPORT.md,DATED_CURRENT,최종 요청/Matrix/History에 흡수,cpf-docs/work/current/CPF_QA38_FINAL_DEVELOPMENT_REQUIREMENTS.md,YES
cpf-docs/work/current/EDU_DECISION_REQUESTS.md,DATED_CURRENT,최종 요청/Matrix/History에 흡수,cpf-docs/work/current/CPF_QA38_FINAL_DEVELOPMENT_REQUIREMENTS.md,YES
cpf-docs/work/handover/CPF_20260802_05_POST_QA37_HANDOVER.md,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/handover/CPF_20260802_06_QA38_FINAL_HANDOVER.md,LOCAL_QA38_DRAFT,최종 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/handover/CPF_20260802_QA38_HANDOVER.md,EARLIER_DRAFT,최종 QA38 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/manifest/CPF_20260802_05_POST_QA37_CHANGE_MANIFEST.csv,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/manifest/CPF_20260802_05_POST_QA37_DELETE_MANIFEST.txt,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/manifest/CPF_20260802_05_POST_QA37_PACKAGE_MANIFEST.json,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/manifest/CPF_20260802_05_PROTECTED_PATHS.txt,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/ACCOUNT_LIFECYCLE_INVESTIGATION.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/APPLY_AND_CLEANUP.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/CHANGE_MANIFEST.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/CORE_AND_BASE_STARTER_FINAL_ARCHITECTURE_DECISION.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/CORE_LIGHTWEIGHT_RUNTIME_DEPENDENCY_REVIEW.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/CPF_FINAL_TARGET_REQUIREMENTS_STARTER_AMENDMENT_PROPOSAL.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/DATE_STAMPED_PATH_REVIEW.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/DEFERRED_CLEANUP_CANDIDATES.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/DELETE_COMMAND.txt,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/DELETE_MANIFEST.txt,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/DELETE_REVIEW.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/DOCUMENT_UPDATE_STATUS_AND_REMAINING_APPLY.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/FILES.sha256,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/FINAL_INDEPENDENT_REVIEW.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/FINAL_ONE_LINE_APPLY_COMMIT_PUSH_GUIDE.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/FRAMEWORK_STARTER_CANDIDATE_ASSESSMENT.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/GATE_INVENTORY_AND_DISPOSITION.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/GUIDE_AND_DELIVERABLES_STARTER_UPDATE_REQUEST.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/NEXT_QA_CORE_LIGHTWEIGHT_STARTER_MODULARIZATION_REQUEST.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/NEXT_QA_CORE_LIGHTWEIGHT_STARTER_REQUIREMENTS.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/PACKAGE_MANIFEST.json,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/POST_REVIEW.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/PRE_REVIEW.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/PROTECTED_PATHS.txt,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/README.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/ROOT_DIRECTORY_REVIEW.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/SELF_DEVELOPMENT_REQUIREMENTS.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTERS_ARCHITECTURE_REVIEW.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_CURRENT_STATE_AND_GAPS.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_DOCUMENT_AND_DELIVERABLE_UPDATE_MATRIX.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_MIGRATION_DECISION_RULES.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_PROFILE_AND_BUNDLE_DESIGN.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_PROFILE_CATALOG_DRAFT.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_SELECTION_MATRIX.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/STARTER_USAGE_AND_SELECTION_GUIDE_DRAFT.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/TEST_AND_EVIDENCE.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/codex-review/CHANGE_MANIFEST.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/codex-review/OPEN_ISSUES.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/codex-review/PACKAGE_MANIFEST.json,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/codex-review/REQUIREMENT_STATUS.csv,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/codex-review/REVIEW_INDEX.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/repository-consolidation/20260802/codex-review/TEST_AND_EVIDENCE.md,DATED_CONSOLIDATION,최종 정본/Review에 흡수,CPF_QA38 stable paths,YES
cpf-docs/work/review/20260802_05/CODEX_WORK_HISTORY_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/CORE_TO_STARTER_MIGRATION_REVIEW.csv,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/DB_FRESH_INITIALIZATION_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/HISTORICAL_REQUIREMENT_RECOVERY_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/OVERLAY_V2_CORRECTION_NOTE.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/POST_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/PRE_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/REPOSITORY_GARBAGE_CLEANUP_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_05/STARTER_PROFILE_BUNDLE_REVIEW.md,DATED_REVIEW,최종 3개 Review/History에 흡수,CPF_QA38 final reviews,YES
cpf-docs/work/review/20260802_06/CPF_20260802_06_QA38_CANONICAL_MERGE_REVIEW.md,LOCAL_QA38_DRAFT,최종 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/review/20260802_06/CPF_20260802_06_QA38_DEVELOPER_GPT_MERGE_REVIEW.md,LOCAL_QA38_DRAFT,최종 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/review/20260802_06/CPF_20260802_06_QA38_FINAL_REVIEW.md,LOCAL_QA38_DRAFT,최종 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-docs/work/review/20260802_06/CPF_20260802_06_QA38_STARTER_FINAL_REVIEW.md,LOCAL_QA38_DRAFT,최종 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-tools/scripts/apply-cpf-qa38-final-requirements-review.ps1,LOCAL_QA38_DRAFT,최종 안정 경로로 대체,CPF_QA38 stable paths,YES
cpf-tools/scripts/stage-post-qa37-integrated-overlay.ps1,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
cpf-tools/scripts/verify-post-qa37-integrated-overlay.ps1,DATED_CONTROL,최종 State/Handover/Manifest/Script로 대체,CPF_QA38 stable paths,YES
