path,change_type,requirement_ids,reason,sha256
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_BROKER_SOURCE_REVIEW.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,9220a359710a0bb9b139f9beac341161c8904699550e628e95e9deb877e9628e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,ADD,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,777fd459f03d132421b4525970a577b8f805f9be31a13f9ac3aad2fd4bf46b11
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_SOURCE_REVIEW.md,ADD,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,d697d5addf946ed216c8994081745f9525ae958ed2c13dd0135546b6b8c28064
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_AUTOCONFIG_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,88340e3683b21ae6fcfbc7421f8bc229c6a8063c6e8b0d9cba5612c13ad9ed6c
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_AUTOCONFIG_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,95c296fdb1aa65a0371074d8eb797f8d29911ce53aa74063a360871193d85ccc
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_CLIENT_AFTER_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,88340e3683b21ae6fcfbc7421f8bc229c6a8063c6e8b0d9cba5612c13ad9ed6c
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_CLIENT_AFTER_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,102f1674380042720c6c41bcbecad9db67f8a0dc0818b40657f6e8ea8084f253
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_CLIENT_BEFORE_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,88340e3683b21ae6fcfbc7421f8bc229c6a8063c6e8b0d9cba5612c13ad9ed6c
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_CLIENT_BEFORE_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,5fd0e76327f8863aa3cfe6685cb25ca83d095cdc51833665ac7b2b329ae013df
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_PATCH.diff,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,044b1c2505522eed04f769ac2dc400ffd8088ac4b08e126cc297fe5b86feb2a1
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_PRODUCT_TEST_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,88340e3683b21ae6fcfbc7421f8bc229c6a8063c6e8b0d9cba5612c13ad9ed6c
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_PRODUCT_TEST_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,d2f226a7c6a76159539c956ef3368c903f6a47dba249861a223bc830ff92950d
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_SOURCE_REVIEW.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,b8524c22fb7e26a81e242e4b8acfe14e55473c6628bdcfa48c19699212362166
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_STORE_AFTER_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,9da07a065c476ea3a444519473467c96c5839a9e90cc6e876fa4273b6dc9305a
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EXS_TCP_STORE_BEFORE_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,1f48ff4743c51b2bfcc4b47152da97f020af8bc7c303a0860f6fc071a6670677
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/IBM_MQ_AFTER_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/IBM_MQ_AFTER_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/IBM_MQ_BEFORE_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/IBM_MQ_BEFORE_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,1f60939dfe64d07b4a4d2b800abe592b5ec37e3e5387787a65f6ce04119191a9
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/JMS_AFTER_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/JMS_AFTER_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/JMS_BEFORE_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/JMS_BEFORE_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,3dcdcd2035ad03eb1add958efa222e5d5f97f043fe69d2f2d85139da01e684c1
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/JMS_PATCH.diff,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,c7fc4d085debb678a0a0a6e8da3ff1cb4fa7306fdc9054b3e2b6448a6ed68406
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/PROVIDER_METADATA_PATCH.diff,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,ce823a6a02fd8d08dbf73e3855500976d8353a6f349a8f37448689c51a445f8a
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/PROVIDER_METADATA_SOURCE_REVIEW.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,440205e53c8b787064c3913c7f1646b31fd055722d235f8a04f81d12ff0aa92a
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/RABBITMQ_AFTER_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/RABBITMQ_AFTER_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/RABBITMQ_BEFORE_COMPILE.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/RABBITMQ_BEFORE_RUN.txt,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e5bf5f42a35b4b41a4837c87c91fca0fd9acc7e1a1efa035cb260b21d2c2090e
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SECRET_SCAN_RESULT.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,172720a2aef19e552b3f3ce6601cb54fc03bbdc69a65f9fa71d0656507a8216d
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/baseline_and_scope.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,dd0d83510f7c524a6f6e46205f844f25a53a87f1c003860eef97599eb1737f8f
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/batch_review.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,fafc2fba661a122806cefaa00b6dbde57f450851058a638727e767561938a142
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/command_results.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,8cc5489ce024a08a41789ac21aadc84c785dec09a97e2241f7d30400141cb77a
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/db_review.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,abf44faffa97310fbd9284df440d1a8294228797432958944f99ab503c562d50
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/external_review.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,38788040cf4f5a4c30b9d1888653568cae5a20c06b5db44297da5212140fc27c
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/gateway_review.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,790e972329a7372a19eefa4863cab0d627c884148f065b29154ed91eee324806
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/messaging_review.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,d128e553baffd27254a261bd037e06974fcf524fe415ecdadedfb633220ea959
cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/saga_review.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,dff3766395932049e4433138f39718b2db6f4c408f842aef388f8633f48a5961
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/CHECKPOINT_STATUS.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e42dd4fc9944cfd98221970f27a842492ab26518db28bb9fd98e4019e1a13a26
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/COMMON_FINDINGS.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,34150082abe1a637fea9d019440d8a62cbf0fd389cb32cba38026f0bd15358da
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/CROSS_PARTITION_PATCH_REQUEST.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,2bc72c80e56e8c2dee927c5323c163dc814040b899df8322d68626908d09af57
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/CROSS_REVIEW_REQUEST.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,b692ccae75ae262b0405b5047ef56a97b77084f00f89f3d534f8ee85158371f5
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/DELETE_MANIFEST.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,52b6ed212a9a357efb68b5458183082bd33eb3b46cd1155bb473dd17b876c987
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/FEATURE_EVIDENCE_MATRIX.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,f6254e159ef0bd368568a840104027e9639d0a887821e2d4ccda6c0ed91d02b1
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/IMPACTED_REQUIREMENTS.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,c68bda98e38d20907f799b01501422034f8ddcf8f41c9bcbe7382b117f1df595
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/OPEN_ISSUES.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,6c6cf1b233c54b580eb03917fd6c2c651e81f032e663f5c3006eef4bfdd39f74
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/QA_PATCH_MANIFEST.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,70e82c054c72beace70972d6a146e8d8d65c620fdeb773e099210b863f8b24d8
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/QA_PATCH_STATUS.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,0d77cdae8c5074678d01a542e3c502315730aa983ebe518e0fccfd23b2f9c748
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/QA_REWORK_REQUEST.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,040c6205ed6275f3fa27f0c7f81801ad02ef9d9c6a16e0d06409abab48fb3461
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/REQUIREMENT_STATUS.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,bfaaba699fa216bb39575840d0ca2c1e30dc07df720a28abc1d0cfeabdccf22d
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/REQUIREMENT_STATUS_DELTA.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,80246d6dac5a323cc27f36b1685a72d086f9d34190f2664d9a9e5079a422a301
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/REQUIREMENT_STATUS_DELTA_R3.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,a42e8b7749e0e1a48b4e568af86fff7cd57f181a5ae3b66e1204a2741424fafb
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/REQUIREMENT_STATUS_DELTA_R4.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,97d5868a30acde83900bccef87028dd34dd9e851069a710bca47a69e76d1afff
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/REQUIREMENT_STATUS_DELTA_R5.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,6514aa8730bd6597b62930b2d8b9145f129b2c48bc7d933b0c507c01f3696ae8
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/REVIEW_INDEX.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,4acab97c6879d87f0e29d1c293c434e260c95adcc187155c67227e76de57884e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SCENARIO_STATUS.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,a407aec2ba490c1ea997d06b13a2412f1fc9a4e06d06201df305cecb95557cba
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SCENARIO_STATUS_DELTA.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,4a5857cee5697db2fe349eae9870219eae1bc941c7492393145964e53fab3ff2
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SCENARIO_STATUS_DELTA_R3.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,0d48bc2098fc08c722be0af675bed966d6442caf2eaeb9d4a3c26f8d8d4cab13
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SCENARIO_STATUS_DELTA_R4.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,89d9efbbeb7166a856aabe0ad350c01d18a5018811a4cbd8458619e7c651ba65
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SCENARIO_STATUS_DELTA_R5.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,6f5a1e8ed0ffb2d04fc081305c30568288004734a645b13e30ca6a46b419ad61
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/SHARED_FILE_CLAIM.csv,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,c47c74dfb1d5d1140be85f2ed24863e074294120b98d70a25788693e44fc7351
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/TEST_AND_EVIDENCE.md,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,f66e7b972d6981a73ba1609e1e1b1d3eb29c8069e52a0b1e020f3f87750b5c3e
cpf-docs/work/review/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/VALIDATION_SUMMARY.json,ADD,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,043ac17851ce8e44e0d57d87baa9cc2b6fd0761753c40b2d909913fca1104998
cpf-reference/src/main/java/com/cpf/reference/messaging/ReferenceBrokerPublishEducationSample.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,c37adad0c49cbc28432e6629e6e203ae8f9b1452a760a8032ea3c35ff469542d
cpf-reference/src/main/java/com/cpf/reference/messaging/controller/ReferenceMessagingEducationController.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,c9a851d9ba9d54c3546b389159ea00d303d572a55abf8c3cd63d9d16e9e4de71
cpf-reference/src/test/java/com/cpf/reference/messaging/ReferenceBrokerPublishEducationSampleTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,9a3690acf88391b4ccc0b641d271c74a2670d00ff5265716d7c49cead2eff915
cpf-reference/src/test/java/com/cpf/reference/messaging/controller/ReferenceMessagingEducationControllerTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,6978cf0cd4967e2c88e19e03fe73f17a3449e087d5a096ea38cf29948bb02a22
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpAutoConfiguration.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,ebdc3773d6f9a390fdafc9a900a0c740358de30913ca0ab92c5d23982a4e783c
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpClient.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,9e459977542b120011306e4852001091b3a92e040b5df06029e270f5fc2788e6
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpProperties.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,6724d5c09203ec6f7b15316d1be26042a3fc670823cd145b292d98f10f544022
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpUnknownResult.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,1fbde4aa149d87568574216ff0c97cc3a3d36d06967d81ba5633f690dc4aa242
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpUnknownResultStore.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,8ca7204b44e0c6d4e8850e6b01ea62432582b269649c4cd64a3ab0ee7815b595
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpClientTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,a2dae4c20429cbff9c8b0d17f60297cfd18b8712f3599982cc9f43a0e74ce0f0
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpPropertiesTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,4bc00c2f358c243b77ea9c7b44b9bfdef2bb5821c710411953eb657388f3c915
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpUnknownResultStoreTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,16127d0ddd969f6f2055991dfb215c070581ed21434d9174ee280b6cdee47eb1
cpf-starters/messaging/ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClient.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,d33970b45f87980494b00ed7813a456e1096893a6f5ba40c3b8731b438900c2d
cpf-starters/messaging/ibm-mq/src/test/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClientTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,99c82e4227f83746975ec2eb9293f6acc5a5688cce232a75fdbf986c8e0c74a8
cpf-starters/messaging/jms/src/main/java/com/cpf/starter/jms/CpfJmsBrokerClient.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,0797bcae15a53c5392b14cd24f0817d487ee63be9b44863e49b5da01ed36d428
cpf-starters/messaging/jms/src/test/java/com/cpf/starter/jms/CpfJmsBrokerClientTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,d091730daa3ffbe41c437e3fde182a9112404dfcfc02bb2c2813c3b1e81e859b
cpf-starters/messaging/rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClient.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,068a28628780d3b91359455404942abd3c18d70f85b3ad1885e8885d1a2225a9
cpf-starters/messaging/rabbitmq/src/test/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClientTest.java,MODIFY,,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,e347846d08f2d819563f1994882a716ddd9f2fa3b97fee8e305b03a016bf8ac5
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,MODIFY,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,b10dbdafc9ad394da977f5f4b925d3fdd312bfaf3ee6ca95d4a19e0cb2e740d5
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerReliabilityOperations.java,MODIFY,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,1955ce77a169bf16cc60f2c44e01884d30b0f4eca255b004abfca6a0061d6c29
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepositoryTest.java,MODIFY,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,abb772bbd2a4b4ce2fa0b9bf96a852e5a6c52f7da815e818a15824e4fe5af9b0
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerReliabilityOperationsTest.java,ADD,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,f4f8e04804cd1b0fff84376e4fb5a636cc1479b458808b2d615fbb99bd006308
cpf-tools/scripts/verify-event-dlq-contract.py,ADD,CPF-FR-004393..CPF-FR-004453,QA-12B R5 cumulative checkpoint and EVENT-DLQ direct patch,c495d533b8e6a82f16d9b4d5406385f5ca25a582d19397f124271a43510b596c
